"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead",1.51449013587004,-0.635162168815724,0.00927892003247998,153,NA,NA,0,FALSE,TRUE,0.75,0.00033643516930383,0.00037248823256232,0.999999916402875,0.000125377464462058,0.000134689269342234,"TERM","ALL",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:38:33,0.00927892003247998,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.49185076844207,NA,0.00908793970302269,127,NA,NA,0,TRUE,TRUE,0.389999999999873,0.000393612885087635,NA,0.999998388953289,0.000148784463670528,NA,"CORP","ALL",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:38:36,0.00908793970302269,-3.06395827841008,0.000523256985085569,0.000193102983366957,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.38784550643594,NA,0.00929931100053396,133,NA,NA,0,TRUE,TRUE,0.529999999999973,0.000182569136588423,NA,0.999999871009601,0.00010338900884104,NA,"HY","ALL",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:38:40,0.00929931100053396,NA,NA,NA,-1.57275115310856,0.000278709781291302,0.00011683956398872,NA,NA,NA
"Nelder-Mead3",1.35985489955331,NA,0.0109566824395696,119,NA,NA,0,TRUE,TRUE,0.5,0.000111612338366964,NA,0.999999974979395,7.66268351992681e-05,NA,"LIQ","ALL",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:38:44,0.0109566824395696,NA,NA,NA,NA,NA,NA,-0.651417468223475,0.000286943150910196,0.000122524053991226
"Nelder-Mead4",1.75127265825498,-0.657404906408484,0.00844169845620983,131,NA,NA,0,FALSE,TRUE,0.460000000000036,0.000322724093096807,0.000338909260025306,0.999999892316344,0.000139625887275827,0.000125384493961215,"TERM","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:38:46,0.00844169845620983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.79043754869268,NA,0.00841673066560447,129,NA,NA,0,FALSE,TRUE,0.470000000000027,0.000259331816885285,NA,0.999998833777182,0.000116895976286357,NA,"CORP","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:38:49,0.00841673066560447,-3.69557210663345,0.000358486499813092,0.000135799232724406,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.64502341522294,NA,0.00860881141337731,123,NA,NA,0,FALSE,TRUE,0.670000000000073,0.000164133782274988,NA,0.999999848965067,0.000113393487484339,NA,"HY","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:38:53,0.00860881141337731,NA,NA,NA,-1.82094144553724,0.000245081092431181,0.000108312750371826,NA,NA,NA
"Nelder-Mead31",1.60736040616826,NA,0.00976492392460847,117,NA,NA,0,TRUE,TRUE,0.440000000000055,0.000562754372080389,NA,0.999999966112707,0.000408745327233716,NA,"LIQ","BO",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:38:55,0.00976492392460847,NA,NA,NA,NA,NA,NA,0.195024765423433,0.000453637884038361,0.00022874021397521
"Nelder-Mead5",0.269983169763341,1.6799702645152,0.00142235499996865,171,NA,NA,0,TRUE,TRUE,0.620000000000118,0.000184552429510462,6.95578467481576e-05,0.999999969335355,7.76618617889552e-05,9.50695387346127e-05,"TERM","DD",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:38:57,0.00142235499996865,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.511558546299179,NA,0.0010182114142495,223,NA,NA,0,TRUE,TRUE,0.700000000000045,7.47107129e-05,NA,0.999999981887504,4.1356706956597e-05,NA,"CORP","DD",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:38:59,0.0010182114142495,5.06070553275138,4.420409889432e-05,3.03357400332055e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.585168739976833,NA,0.00130389035441479,121,NA,NA,0,TRUE,TRUE,0.470000000000027,0.000115571094124862,NA,0.999999931558601,7.77368298336197e-05,NA,"HY","DD",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:39:01,0.00130389035441479,NA,NA,NA,3.33455442079484,0.000124853737614687,6.74288510384294e-05,NA,NA,NA
"Nelder-Mead32",0.688323374613024,NA,0.000989000339731684,151,NA,NA,0,TRUE,TRUE,0.6400000000001,7.81735323526443e-05,NA,0.999999963906911,8.52452918157887e-05,NA,"LIQ","DD",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:39:03,0.000989000339731684,NA,NA,NA,NA,NA,NA,1.59015331205141,0.000172495079526151,0.000114966331373691
"Nelder-Mead6",1.3729434049141,-0.710788312906744,0.00013686068529221,281,NA,NA,0,TRUE,TRUE,0.529999999999973,0.000125048047314754,0.00019421616079338,0.999999982968216,7.6412532624083e-05,9.25591299664089e-05,"TERM","FOF",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:39:07,0.00013686068529221,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.29503797737103,NA,0.000132709838526755,131,NA,NA,0,TRUE,TRUE,0.279999999999973,0.000145015779779319,NA,0.999998097189763,0.000100812248676152,NA,"CORP","FOF",120,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:39:09,0.000132709838526755,-4.23883141876721,0.000450200134139964,0.000212722749046073,NA,NA,NA,NA,NA,NA
