"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead",1.4889235550183,-0.611905145320833,0.0139513299640993,127,NA,NA,0,FALSE,TRUE,0.6099999999999,0.000364925971804891,0.000364796678216636,0.999999919575109,0.00013824069059225,0.000133036745901533,"TERM","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:47:26,0.0139513299640993,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.48354804345217,NA,0.0140622644004525,113,NA,NA,0,TRUE,TRUE,0.519999999999982,0.000266349061247068,NA,0.999999312693859,0.000102811052185807,NA,"CORP","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:47:30,0.0140622644004525,-3.02571474203191,0.000345463782900534,0.000128484592847456,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.37497207741969,NA,0.01415685525894,141,NA,NA,0,FALSE,TRUE,0.779999999999973,0.000226362768801668,NA,0.999998861806917,0.000141442524606522,NA,"HY","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:47:35,0.01415685525894,NA,NA,NA,-1.53379631985485,0.000929052293266068,0.000422382575012584,NA,NA,NA
"Nelder-Mead3",1.33728766807385,NA,0.0165748888378049,117,NA,NA,0,FALSE,TRUE,0.509999999999991,0.000113491483525279,NA,0.99999998218302,7.76122247063368e-05,NA,"LIQ","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:47:39,0.0165748888378049,NA,NA,NA,NA,NA,NA,-0.5740019119462,0.000267066655091496,0.00011602491329037
"Nelder-Mead4",1.71013071457649,-0.63213105477817,0.0129999906523001,131,NA,NA,0,TRUE,TRUE,0.700000000000045,0.00022980361410762,0.000287260323461393,0.999999941296789,0.000134673469634684,0.000112595307327875,"TERM","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:47:42,0.0129999906523001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.70226376864856,NA,0.0133743067528329,135,NA,NA,0,TRUE,TRUE,0.579999999999927,0.000130699982024759,NA,0.999999667333853,8.87661106507516e-05,NA,"CORP","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:47:46,0.0133743067528329,-3.39240971166286,0.000214503627376737,8.79555044091882e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.55882368381421,NA,0.0133398251378852,105,NA,NA,0,TRUE,TRUE,0.589999999999918,0.000117414029411664,NA,0.999999950420341,8.73947078239513e-05,NA,"HY","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:47:49,0.0133398251378852,NA,NA,NA,-1.62976600141338,0.00015622972463958,7.45305200681015e-05,NA,NA,NA
"Nelder-Mead31",1.5027465086875,NA,0.0152067935491667,115,NA,NA,0,TRUE,TRUE,0.529999999999973,0.000100142326494431,NA,0.999999982922641,7.06327564484048e-05,NA,"LIQ","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:47:52,0.0152067935491667,NA,NA,NA,NA,NA,NA,-0.456651390386774,0.000305582844824208,0.000130618998951951
"Nelder-Mead5",0.269989069105032,1.6799442231223,0.00179512914537266,151,NA,NA,0,TRUE,TRUE,0.619999999999891,0.000199941914594597,8.82897528785909e-05,0.999999957806861,8.47620866721619e-05,0.000112578318134901,"TERM","DD",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:47:54,0.00179512914537266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.35188795379089,NA,0.00125722076598813,155,NA,NA,0,TRUE,TRUE,0.559999999999945,9.58815337653295e-05,NA,0.99999999542495,3.99927621014272e-05,NA,"CORP","DD",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:47:56,0.00125722076598813,5.98707133533537,1.23243190838935e-05,4.27069523775458e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.58516876483674,NA,0.00166642376168745,145,NA,NA,0,TRUE,TRUE,0.580000000000155,0.000115575092692214,NA,0.999999931487807,7.77415452880532e-05,NA,"HY","DD",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:47:58,0.00166642376168745,NA,NA,NA,3.33455423122488,0.000124911550761109,6.74611853819055e-05,NA,NA,NA
"Nelder-Mead32",0.630439394606424,NA,0.00124354334109145,219,NA,NA,0,TRUE,TRUE,0.990000000000009,0.000132498788467822,NA,0.999999990639378,0.000132751099676349,NA,"LIQ","DD",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:48:02,0.00124354334109145,NA,NA,NA,NA,NA,NA,1.72950173035824,9.59897071186997e-05,7.18783874525359e-05
"Nelder-Mead6",1.37294439668918,-0.7107885969432,0.000151751072607991,149,NA,NA,0,TRUE,TRUE,0.420000000000073,0.000122909430406425,0.000189668064505566,0.999999983703966,7.52645277081455e-05,9.03382591508921e-05,"TERM","FOF",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:48:04,0.000151751072607991,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.29503778338141,NA,0.000147413998567826,363,NA,NA,0,TRUE,TRUE,0.779999999999973,0.000145303958764542,NA,0.999998040286201,0.00010095990483817,NA,"CORP","FOF",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:48:08,0.000147413998567826,-4.2388288172366,0.000457011110326003,0.000215947194665111,NA,NA,NA,NA,NA,NA
