"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead",1.75307070233175,-1.35002964653831,4.06416668937232e-06,65,NA,NA,0,TRUE,TRUE,0.539999999999964,26.9647951335172,72.9420304224658,0,9.3015759508083,24.9531038957466,"TERM","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:17:13,4.06416668937232e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.56418592046393,NA,3.9606616351606e-06,75,NA,NA,0,TRUE,TRUE,0.639999999999986,23.9903452036641,NA,0,9.02985717766564,NA,"CORP","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:17:17,3.9606616351606e-06,-5.3761651901227,265.53746778355,96.4518693690094,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.4694224176457,NA,3.97226011666509e-06,71,NA,NA,0,TRUE,TRUE,0.709999999999923,12.5858477104459,NA,0,4.88037939721068,NA,"HY","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:17:20,3.97226011666509e-06,NA,NA,NA,-3.4359546816794,156.515132077319,57.397030619491,NA,NA,NA
"Nelder-Mead3",1.36543118170262,NA,4.07091798002192e-06,61,NA,NA,0,TRUE,TRUE,0.360000000000014,9.02219354753042,NA,0,4.39748676159327,NA,"LIQ","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:17:24,4.07091798002192e-06,NA,NA,NA,NA,NA,NA,-1.00882737606788,59.641727013271,24.6796591778133
"Nelder-Mead4",1.57926630794589,-0.577091368333856,1.86454308804647e-06,75,NA,NA,0,TRUE,TRUE,0.709999999999923,11.2350271543464,51.5149148507347,0,4.62626766903222,18.3820949699691,"TERM","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:17:27,1.86454308804647e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.53719132741295,NA,1.81147492873559e-06,75,NA,NA,0,TRUE,TRUE,0.650000000000091,7.64003793662889,NA,0,3.39230140514558,NA,"CORP","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:17:30,1.81147492873559e-06,-2.8107146177113,95.8371585761087,36.7836976436118,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.47510098850199,NA,1.82555421774794e-06,71,NA,NA,0,TRUE,TRUE,0.629999999999995,5.17256385232757,NA,0,2.41149600630469,NA,"HY","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:17:34,1.82555421774794e-06,NA,NA,NA,-1.63851847543984,93.6920036157626,35.9424010145895,NA,NA,NA
"Nelder-Mead31",1.35435348776664,NA,1.94861023799865e-06,53,NA,NA,0,TRUE,TRUE,0.329999999999927,2.23658915115592,NA,0.178856769334769,1.0827445105891,NA,"LIQ","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:17:37,1.94861023799865e-06,NA,NA,NA,NA,NA,NA,-0.0674454319887445,18.2072000362201,7.95614997854316
"Nelder-Mead5",0.501163248098363,1.02105053329485,4.22426596736561e-07,61,NA,NA,0,TRUE,TRUE,0.399999999999977,6.55340457070483,66.4467078071375,0,5.053229676357,32.5158279433552,"TERM","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:17:38,4.22426596736561e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.49535265607403,NA,3.58717098744826e-07,67,NA,NA,0,TRUE,TRUE,0.389999999999986,1.11222342176422,NA,0,3.07533679560226,NA,"CORP","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:17:40,3.58717098744826e-07,4.77501076490955,79.4556445761188,43.6991307833215,NA,NA,NA,NA,NA,NA
