"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead34",0.516825765016456,NA,7.46719366241574e-07,161,NA,NA,0,TRUE,TRUE,0.469999999999999,3.80067034905735e-05,NA,0.999999997792667,5.42300840866402e-05,NA,"LIQ","INF",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:54:56,7.46719366241574e-07,NA,NA,NA,NA,NA,NA,1.08805781867318,6.84527298825067e-05,4.77783112909005e-05
"Nelder-Mead8",0.545684482724186,0.976337700143741,7.12211192589822e-07,137,NA,NA,0,TRUE,TRUE,0.629999999999995,3.77898914467558e-05,8.38749969000969e-05,0.999999997628538,5.15326097120574e-05,4.37136150209343e-05,"TERM","MEZZ",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:54:58,7.12211192589822e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead15",0.664166340583181,NA,7.02970650168664e-07,133,NA,NA,0,TRUE,TRUE,0.719999999999999,3.81948211184578e-05,NA,0.999999979861668,5.33442568709396e-05,NA,"CORP","MEZZ",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:00,7.02970650168664e-07,2.70479372203963,7.68932559796471e-05,4.50577012382474e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead25",0.748366992539554,NA,7.10923781148828e-07,165,NA,NA,0,TRUE,TRUE,0.960000000000008,3.63265920418809e-05,NA,0.999999992702974,5.60420452680538e-05,NA,"HY","MEZZ",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:03,7.10923781148828e-07,NA,NA,NA,1.47327441037634,8.51225492766309e-05,4.50430690421213e-05,NA,NA,NA
"Nelder-Mead35",0.672110873063659,NA,6.45463629890526e-07,119,NA,NA,0,TRUE,TRUE,0.529999999999987,6.01887014580459e-05,NA,0.999999991629838,0.00012747485101408,NA,"LIQ","MEZZ",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:05,6.45463629890526e-07,NA,NA,NA,NA,NA,NA,0.839417936539184,0.000169554428380281,9.56162953263179e-05
"Nelder-Mead9",0.532008525669509,-0.243087518957957,1.24885327333854e-06,107,NA,NA,0,TRUE,TRUE,0.349999999999994,0.000557593094937389,0.000725497249467187,0.999999996019269,0.000409637700259287,0.000384298945836169,"TERM","NATRES",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:07,1.24885327333854e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead16",0.372940715820142,NA,1.24943463180907e-06,85,NA,NA,0,TRUE,TRUE,0.329999999999998,9.92574623414749e-05,NA,0.999999996037787,0.000266352010984314,NA,"CORP","NATRES",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:10,1.24943463180907e-06,0.180398364758774,0.00025389014070834,0.000166536125026458,NA,NA,NA,NA,NA,NA
"Nelder-Mead26",0.24443598273948,NA,1.24873839017097e-06,149,NA,NA,0,TRUE,TRUE,0.589999999999989,7.07986301089245e-05,NA,0.99999999842909,7.16769350791063e-05,NA,"HY","NATRES",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:12,1.24873839017097e-06,NA,NA,NA,0.867110299278604,7.5614585619656e-05,5.65622371244268e-05,NA,NA,NA
"Nelder-Mead36",0.297148342167551,NA,1.15691447581103e-06,137,NA,NA,0,TRUE,TRUE,0.550000000000011,2.69104721518385e-05,NA,0.999999996224856,7.4369594688869e-05,NA,"LIQ","NATRES",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:13,1.15691447581103e-06,NA,NA,NA,NA,NA,NA,1.39315894565851,6.4469334225075e-05,9.26468248622339e-05
"Nelder-Mead10",0.52236155697756,0.559669068723046,2.52547106064732e-07,111,NA,NA,0,TRUE,TRUE,0.300000000000011,6.39884915098057e-05,0.000115750675660356,0.999999999022041,0.000103825689413457,6.02911136763187e-05,"TERM","PD",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:15,2.52547106064732e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead17",0.52561160849492,NA,2.63523938988475e-07,127,NA,NA,0,TRUE,TRUE,0.310000000000002,6.44238610598252e-05,NA,0.999999853544924,8.21263069543949e-05,NA,"CORP","PD",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:16,2.63523938988475e-07,4.2045816339685,0.000134519410665127,8.16424490431303e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead27",0.644763817750316,NA,2.48813272921216e-07,163,NA,NA,0,TRUE,TRUE,0.379999999999995,2.84508550108672e-05,NA,0.999999958877224,6.62557352584256e-05,NA,"HY","PD",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:17,2.48813272921216e-07,NA,NA,NA,1.38591785230837,0.000212517044221528,8.75386274469929e-05,NA,NA,NA
"Nelder-Mead37",0.681925096890829,NA,2.52556081823802e-07,133,NA,NA,0,TRUE,TRUE,0.359999999999985,5.91798805947594e-05,NA,0.999999998997645,6.02366938337326e-05,NA,"LIQ","PD",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:18,2.52556081823802e-07,NA,NA,NA,NA,NA,NA,0.367810184408954,9.97872087555389e-05,5.49191816616977e-05
"Nelder-Mead18",1.85625428508757,-1.03913212307839,1.10664518754635e-05,139,NA,NA,0,TRUE,TRUE,0.640000000000015,0.000378742277888642,0.000452714444193564,0.99999968455459,0.000147486826849452,0.000156726863423228,"TERM","PE",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:22,1.10664518754635e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead19",1.7067849705596,NA,1.02581800578117e-05,141,NA,NA,0,TRUE,TRUE,0.609999999999985,0.000247816100088077,NA,0.999997063540483,0.00010968317335849,NA,"CORP","PE",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:26,1.02581800578117e-05,-5.57638969269114,0.000403478288463451,0.000141162151005693,NA,NA,NA,NA,NA,NA
"Nelder-Mead28",1.61436370579287,NA,1.0802249931449e-05,141,NA,NA,0,TRUE,TRUE,0.700000000000017,0.000389870634212341,NA,0.999987993377123,0.000165868217075065,NA,"HY","PE",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:30,1.0802249931449e-05,NA,NA,NA,-3.39978533648548,0.00137131407460685,0.00049958548279018,NA,NA,NA
"Nelder-Mead38",1.53097964289566,NA,1.06888635254762e-05,125,NA,NA,0,TRUE,TRUE,0.599999999999994,0.00018187167813831,NA,0.999999873816969,9.92995257556303e-05,NA,"LIQ","PE",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:33,1.06888635254762e-05,NA,NA,NA,NA,NA,NA,-0.996838567769745,0.000412342685850554,0.000157309964717487
"Nelder-Mead20",2.16894732074085,-3.31332413771024,2.82167582642736e-06,117,NA,NA,0,TRUE,TRUE,0.330000000000013,0.000572170833955179,0.00059648473220463,0.999996502407534,0.000213594048803869,0.000217461249221602,"TERM","RE",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:36,2.82167582642736e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead110",1.83669845767386,NA,1.81976355494742e-06,173,NA,NA,0,TRUE,TRUE,0.72999999999999,0.000384503151011494,NA,0.999968513147343,0.000143688389373355,NA,"CORP","RE",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:40,1.81976355494742e-06,-14.9301702881441,0.000510078815203275,0.000194891108723252,NA,NA,NA,NA,NA,NA
"Nelder-Mead29",1.44306283713354,NA,2.02274727549299e-06,161,NA,NA,0,TRUE,TRUE,0.569999999999993,0.000182166699598549,NA,0.999994146318076,8.42720145531013e-05,NA,"HY","RE",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:44,2.02274727549299e-06,NA,NA,NA,-9.6679100476996,0.000345693945820121,0.000138215144537969,NA,NA,NA
"Nelder-Mead39",1.07650017367299,NA,2.66250473655058e-06,101,NA,NA,0,TRUE,TRUE,0.609999999999985,0.00019659986805552,NA,0.99999960257679,0.000168472210213921,NA,"LIQ","RE",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:47,2.66250473655058e-06,NA,NA,NA,NA,NA,NA,-2.32349269839356,0.000377473585730248,0.000181495747513798
"Nelder-Mead30",1.91808272872289,-1.10143313230571,4.8731727679341e-07,103,NA,NA,0,TRUE,TRUE,0.240000000000009,0.000532201259012441,0.000663990748747,0.999999266745831,0.000277988216400093,0.000266807021124736,"TERM","SEC",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:49,4.8731727679341e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead111",1.51597668824513,NA,5.16946112872013e-07,175,NA,NA,0,TRUE,TRUE,0.379999999999995,0.000135002984183256,NA,0.999999664702798,0.000182383562340461,NA,"CORP","SEC",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:51,5.16946112872013e-07,-2.18879002702009,0.000347855376270913,0.000145725946339828,NA,NA,NA,NA,NA,NA
"Nelder-Mead210",1.51196220032058,NA,5.08406447920218e-07,135,NA,NA,0,TRUE,TRUE,0.379999999999995,0.00013037806196242,NA,0.999999934302598,0.000179724725050213,NA,"HY","SEC",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:54,5.08406447920218e-07,NA,NA,NA,-1.47367969899321,0.000204928807236678,0.00010664852927156,NA,NA,NA
"Nelder-Mead310",1.55465873788042,NA,5.21077809501653e-07,119,NA,NA,0,TRUE,TRUE,0.310000000000002,0.00016313519631667,NA,0.999999936714384,0.000209741844588672,NA,"LIQ","SEC",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:56,5.21077809501653e-07,NA,NA,NA,NA,NA,NA,-0.786871944286931,0.000345537627866147,0.000184906367032426
"Nelder-Mead40",3.36742345469995,-3.57449854051623,7.10849422645231e-06,143,NA,NA,0,TRUE,TRUE,0.560000000000002,0.0014100753733798,0.00200715742638432,0.99994529562825,0.000589659885020554,0.000692601101935053,"TERM","VC",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:55:59,7.10849422645231e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead112",2.43057812160614,NA,7.14291356643317e-06,155,NA,NA,0,TRUE,TRUE,0.689999999999998,0.000445617099319724,NA,0.999845238162485,0.000202527074384553,NA,"CORP","VC",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:56:04,7.14291356643317e-06,-14.922141827972,0.00113739357616868,0.000402914471049817,NA,NA,NA,NA,NA,NA
"Nelder-Mead211",2.19258511604798,NA,7.09156935902753e-06,161,NA,NA,0,TRUE,TRUE,0.840000000000003,0.000401615225318654,NA,0.99997362167459,0.000182965359159081,NA,"HY","VC",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:56:08,7.09156935902753e-06,NA,NA,NA,-9.97079283818672,0.000681484183830106,0.000243363212078705,NA,NA,NA
"Nelder-Mead311",1.91294790924855,NA,5.40191703895017e-06,119,NA,NA,0,TRUE,TRUE,0.489999999999981,0.000444778981812992,NA,0.999994349445604,0.000255699150576329,NA,"LIQ","VC",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:56:11,5.40191703895017e-06,NA,NA,NA,NA,NA,NA,-2.42282467140635,0.00122803706731135,0.000508232335870768
