"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead",1.50391081242034,-0.602646871971587,0.00286607031690721,65,NA,NA,0,TRUE,TRUE,0.389999999999986,100.995176996493,180.404118738403,0,36.8022612799688,65.849257626016,"TERM","ALL",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:26:55,0.00286607031690721,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.46790918715487,NA,0.00277695557267625,75,NA,NA,0,TRUE,TRUE,0.399999999999977,27.930895018489,NA,0,10.422364916908,NA,"CORP","ALL",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:26:59,0.00277695557267625,-2.90257100019,358.264176677699,133.332121716431,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.39451081712208,NA,0.0028140959382943,121,NA,NA,0,TRUE,TRUE,0.639999999999986,15.1406400969694,NA,0,6.46786942173213,NA,"HY","ALL",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:27:03,0.0028140959382943,NA,NA,NA,-1.65477019840252,224.564694906047,92.9742374306882,NA,NA,NA
"Nelder-Mead3",1.33416133234927,NA,0.00308425702919881,65,NA,NA,0,TRUE,TRUE,0.409999999999968,1.76545211963835,NA,0,0.868973839723769,NA,"LIQ","ALL",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:27:06,0.00308425702919881,NA,NA,NA,NA,NA,NA,-0.377572167374478,21.7970198282867,9.89256156543692
"Nelder-Mead4",1.72931909472245,-0.519168344712671,0.00237815791469436,63,NA,NA,0,TRUE,TRUE,0.370000000000005,28.6287206211099,49.7407844679473,0,11.5214469748233,20.7132374646567,"TERM","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:27:08,0.00237815791469436,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.70664350655279,NA,0.00235280447904697,79,NA,NA,0,TRUE,TRUE,0.549999999999955,26.3846815800353,NA,0,11.5491189258458,NA,"CORP","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:27:12,0.00235280447904697,-2.83292362764075,278.333012786901,117.560336680833,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.62958559168734,NA,0.00235826614254285,71,NA,NA,0,TRUE,TRUE,0.340000000000032,6.48990727070495,NA,0,3.36733267879167,NA,"HY","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:27:15,0.00235826614254285,NA,NA,NA,-1.5136312829643,66.7137509491646,30.015596399512,NA,NA,NA
"Nelder-Mead31",1.56214922809841,NA,0.00250654843223205,63,NA,NA,0,TRUE,TRUE,0.480000000000018,0.956551528135089,NA,0.130117688168056,0.962200491669388,NA,"LIQ","BO",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:27:17,0.00250654843223205,NA,NA,NA,NA,NA,NA,-0.136118447937679,13.843417995968,6.06789225183622
"Nelder-Mead5",0.497157738632817,1.2869615135761,0.000475880781480126,63,NA,NA,0,TRUE,TRUE,0.370000000000005,27.5861739583268,53.199259339409,0,15.2574628780921,27.5305793799403,"TERM","DD",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:27:19,0.000475880781480126,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.41616664597526,NA,0.00029556553017895,107,NA,NA,0,TRUE,TRUE,0.719999999999914,1.346718314456,NA,0,1.58797110228867,NA,"CORP","DD",120,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:27:21,0.00029556553017895,5.19577681999425,30.8984343836475,15.8524609403825,NA,NA,NA,NA,NA,NA
