"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead",1.51509070836815,-0.652381083240761,0.00307833840973304,61,NA,NA,0,TRUE,TRUE,0.389999999999986,44.1382276589142,135.459049321672,0,16.0070497584078,49.0325073973,"TERM","ALL",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:28:54,0.00307833840973304,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.46412391950436,NA,0.00299558207272039,87,NA,NA,0,TRUE,TRUE,0.580000000000041,8.6364040971961,NA,0,3.22987594727489,NA,"CORP","ALL",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:28:58,0.00299558207272039,-2.99113042531446,152.610013593789,56.9451736284307,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.39092583743561,NA,0.00303107887014061,89,NA,NA,0,TRUE,TRUE,0.650000000000091,14.933412232649,NA,0,6.38177728717425,NA,"HY","ALL",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:29:01,0.00303107887014061,NA,NA,NA,-1.73783474880045,221.255310827624,91.5657071595756,NA,NA,NA
"Nelder-Mead3",1.32934666524197,NA,0.00332751819574827,63,NA,NA,0,TRUE,TRUE,0.600000000000023,2.29531823387855,NA,0,1.07998229944606,NA,"LIQ","ALL",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:29:05,0.00332751819574827,NA,NA,NA,NA,NA,NA,-0.458733923100772,28.0493764297678,12.6568195977415
"Nelder-Mead4",1.73537542876893,-0.599836171113566,0.00257542046053828,61,NA,NA,0,TRUE,TRUE,0.279999999999973,126.817027574092,266.590044856745,0,50.9329320806678,106.446889001335,"TERM","BO",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:29:07,0.00257542046053828,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.69152868881694,NA,0.00256555821044357,75,NA,NA,0,TRUE,TRUE,0.5,21.0333483261956,NA,0,9.22495030737437,NA,"CORP","BO",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:29:10,0.00256555821044357,-3.03161030475639,225.916959601727,94.9066790111231,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.61251422930453,NA,0.002565070368304,77,NA,NA,0,TRUE,TRUE,0.419999999999959,6.03564851413665,NA,0,3.1306283987317,NA,"HY","BO",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:29:14,0.002565070368304,NA,NA,NA,-1.65509416256703,64.4717593672334,28.8597983487941,NA,NA,NA
"Nelder-Mead31",1.53996315721888,NA,0.0027550228746147,59,NA,NA,0,TRUE,TRUE,0.370000000000005,1.04555774407712,NA,2.94969785132881e-05,0.962482279679279,NA,"LIQ","BO",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:29:16,0.0027550228746147,NA,NA,NA,NA,NA,NA,-0.262013093696442,16.531815729823,7.2306161197477
"Nelder-Mead5",0.505139885651932,1.26904433612307,0.000531336128280452,61,NA,NA,0,TRUE,TRUE,0.389999999999986,7.97285634738773,35.9666762612869,0,4.49171122891546,18.6058507432636,"TERM","DD",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:29:18,0.000531336128280452,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.402492287131063,NA,0.000323284352937767,117,NA,NA,0,TRUE,TRUE,0.700000000000045,1.27138952525353,NA,0,1.50846465941254,NA,"CORP","DD",150,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:29:20,0.000323284352937767,5.27010075510603,38.1981656963476,15.8932249665717,NA,NA,NA,NA,NA,NA
