"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead",1.4889234916084,-0.611905116382831,0.0125960111754031,167,NA,NA,0,FALSE,TRUE,0.829999999999927,0.000364798498429468,0.000364618678610012,0.999999919643796,0.000138193218828937,0.000132971506456095,"TERM","ALL",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:04,0.0125960111754031,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.4835478792839,NA,0.0126371435810125,129,NA,NA,0,FALSE,TRUE,0.660000000000082,0.000266845589122884,NA,0.999999298954362,0.000102997007666013,NA,"CORP","ALL",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:08,0.0126371435810125,-3.02571428765195,0.000349238649687007,0.000129888292078987,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.37497920887994,NA,0.0127806498598476,139,NA,NA,0,FALSE,TRUE,0.660000000000082,0.00135697808499437,NA,0.999831744749237,0.000663073448023572,NA,"HY","ALL",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:12,0.0127806498598476,NA,NA,NA,-1.5338812135667,0.0116282624815106,0.00538408906436354,NA,NA,NA
"Nelder-Mead3",1.3598547246378,NA,0.0148515870967074,233,NA,NA,0,FALSE,TRUE,0.910000000000082,0.000111498040478158,NA,0.999999975111553,7.65673505466867e-05,NA,"LIQ","ALL",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:18,0.0148515870967074,NA,NA,NA,NA,NA,NA,-0.651417805199961,0.000286097702215338,0.000122159485932308
"Nelder-Mead4",1.71012973125953,-0.632124731194786,0.0116552042482051,137,NA,NA,0,FALSE,TRUE,0.610000000000127,0.000221493964631616,0.000275450704311819,0.999999945788056,0.000130452212181913,0.000107720522958876,"TERM","BO",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:20,0.0116552042482051,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.70226371710133,NA,0.0119631704230506,125,NA,NA,0,TRUE,TRUE,0.650000000000091,0.000130694636472245,NA,0.999999667433862,8.87632599265586e-05,NA,"CORP","BO",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:24,0.0119631704230506,-3.39240937531298,0.000214468608352833,8.79409074032832e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.55882348125405,NA,0.0119867545701459,121,NA,NA,0,TRUE,TRUE,0.560000000000173,0.000116983383760858,NA,0.999999951463528,8.71214778739969e-05,NA,"HY","BO",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:28,0.0119867545701459,NA,NA,NA,-1.62976382753447,0.000154331560678652,7.35974827819747e-05,NA,NA,NA
"Nelder-Mead31",1.50277319079006,NA,0.0136469591763063,225,NA,NA,0,FALSE,TRUE,1.05999999999995,0.000119178635745426,NA,0.999999975553026,8.26569897508899e-05,NA,"LIQ","BO",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:31,0.0136469591763063,NA,NA,NA,NA,NA,NA,-0.456763675290429,0.000364654389244446,0.000157045048684417
"Nelder-Mead5",0.269984225890316,1.6799662303663,0.00176728153919952,133,NA,NA,0,TRUE,TRUE,0.650000000000091,0.000186647816103649,7.19392882905265e-05,0.999999967945428,7.86133951389139e-05,9.73275130137871e-05,"TERM","DD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:33,0.00176728153919952,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.351887667327407,NA,0.0012345101255825,133,NA,NA,0,TRUE,TRUE,0.610000000000127,9.58571168293325e-05,NA,0.999999995440396,3.99824253268245e-05,NA,"CORP","DD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:35,0.0012345101255825,5.98707282633315,1.23016758492138e-05,4.26276079588884e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.585168757000894,NA,0.00163379111275452,105,NA,NA,0,TRUE,TRUE,0.419999999999845,0.000115664006014802,NA,0.999999929867037,7.78475274990437e-05,NA,"HY","DD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:37,0.00163379111275452,NA,NA,NA,3.33455612218026,0.00012622658421842,6.81967388764856e-05,NA,NA,NA
"Nelder-Mead32",0.63043958933897,NA,0.00122980673295514,173,NA,NA,0,TRUE,TRUE,0.819999999999936,0.000132765572462382,NA,0.999999990566506,0.000133044645899187,NA,"LIQ","DD",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:40,0.00122980673295514,NA,NA,NA,NA,NA,NA,1.72950109234874,9.63159796250581e-05,7.21430380270625e-05
"Nelder-Mead6",1.37294439668918,-0.7107885969432,0.000151672807602368,149,NA,NA,0,TRUE,TRUE,0.299999999999955,0.000122909430406425,0.000189668064505566,0.999999983703966,7.52645277081455e-05,9.03382591508921e-05,"TERM","FOF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:42,0.000151672807602368,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.29503791917744,NA,0.000147327236468836,269,NA,NA,0,TRUE,TRUE,0.670000000000073,0.000145146205450439,NA,0.999998071609101,0.000100879147910472,NA,"CORP","FOF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:45,0.000147327236468836,-4.23883103248897,0.000453274282443772,0.000214178107468746,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.21966398398892,NA,0.000145947405065614,123,NA,NA,0,TRUE,TRUE,0.329999999999927,0.000145895506050943,NA,0.999999731336619,0.000102210926266754,NA,"HY","FOF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:47,0.000145947405065614,NA,NA,NA,-1.96213668608539,0.000357379024603749,0.000178942614210866,NA,NA,NA
"Nelder-Mead33",1.17615603744422,NA,0.000151518922758664,153,NA,NA,0,TRUE,TRUE,0.480000000000018,8.5815301765691e-05,NA,0.999999993716936,5.94746340527892e-05,NA,"LIQ","FOF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:50,0.000151518922758664,NA,NA,NA,NA,NA,NA,-0.69376655391816,0.000140085282954664,7.77067979802922e-05
"Nelder-Mead7",0.436833936745355,1.25939323305033,0.00120847296777338,181,NA,NA,0,TRUE,TRUE,0.599999999999909,5.45721489670592e-05,2.6401470046096e-05,0.999999999705072,3.8452236537926e-05,3.0817788323728e-05,"TERM","INF",210,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:45:51,0.00120847296777338,NA,NA,NA,NA,NA,NA,NA,NA,NA
