"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead6",1.66294358418871,-1.2945517544532,5.45275501468081e-07,135,NA,NA,0,TRUE,TRUE,0.289999999999964,0.000138338542674617,0.000230129792830997,0.999999924401036,8.32144678552425e-05,0.000101834351398643,"TERM","FOF",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:21,5.45275501468081e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.4063211419376,NA,5.15939923550485e-07,117,NA,NA,0,TRUE,TRUE,0.259999999999991,0.000100164793635959,NA,0.99999859739492,7.69431178946978e-05,NA,"CORP","FOF",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:23,5.15939923550485e-07,-4.88041263528554,0.000335190462040851,0.000144568197877088,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.36166729362058,NA,5.12497622284648e-07,143,NA,NA,0,TRUE,TRUE,0.310000000000002,8.00846545629249e-05,NA,0.999999838971859,6.27516496478212e-05,NA,"HY","FOF",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:25,5.12497622284648e-07,NA,NA,NA,-3.12785155346485,0.000172354427728111,7.82931743405471e-05,NA,NA,NA
"Nelder-Mead33",1.30627742132362,NA,5.22443091648169e-07,151,NA,NA,0,TRUE,TRUE,0.349999999999966,8.30955983332849e-05,NA,0.999999977543071,6.49033632770955e-05,NA,"LIQ","FOF",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:28,5.22443091648169e-07,NA,NA,NA,NA,NA,NA,-1.29761323632337,0.00014427701133789,7.30361185361389e-05
"Nelder-Mead7",0.382324580158738,0.824086603230845,8.46391700721309e-07,111,NA,NA,0,TRUE,TRUE,0.25,7.06242363636265e-05,3.41529969705485e-05,0.999999999270617,5.01530980185723e-05,3.46726295616786e-05,"TERM","INF",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:29,8.46391700721309e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",0.370045491507456,NA,8.33412045533601e-07,131,NA,NA,0,TRUE,TRUE,0.360000000000014,7.49327585304746e-05,NA,0.999999974895488,5.55864909037742e-05,NA,"CORP","INF",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:30,8.33412045533601e-07,4.52151380611716,5.86295988624082e-05,3.79352911998831e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",0.455669768471031,NA,8.05569189305789e-07,139,NA,NA,0,TRUE,TRUE,0.359999999999957,7.09411297926607e-05,NA,0.999999992269911,5.38032421549604e-05,NA,"HY","INF",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:32,8.05569189305789e-07,NA,NA,NA,2.40504295271065,6.06742320481026e-05,3.99836973171708e-05,NA,NA,NA
"Nelder-Mead34",0.516825753021198,NA,7.85787060513712e-07,133,NA,NA,0,TRUE,TRUE,0.379999999999995,3.80020535790414e-05,NA,0.999999997800903,5.4219119111019e-05,NA,"LIQ","INF",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:33,7.85787060513712e-07,NA,NA,NA,NA,NA,NA,1.08805764395019,6.83376461385166e-05,4.76970554458149e-05
"Nelder-Mead8",0.545695234803862,0.976303913599304,8.69549292139195e-07,241,NA,NA,0,TRUE,TRUE,1.39000000000004,3.78263823969592e-05,9.251653860883e-05,0.999999996981955,5.42888201026634e-05,4.91099263205593e-05,"TERM","MEZZ",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:36,8.69549292139195e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead15",0.663670960342192,NA,8.38215688983192e-07,141,NA,NA,0,TRUE,TRUE,0.70999999999998,7.40338521809575e-05,NA,0.999999956529703,0.000103329164599477,NA,"CORP","MEZZ",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:39,8.38215688983192e-07,2.70737036273127,0.00011364206870379,7.43013673443095e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead25",0.68521514781744,NA,8.59432728838711e-07,173,NA,NA,0,TRUE,TRUE,0.889999999999986,7.20503518070912e-05,NA,0.999999989584497,0.000104023188981968,NA,"HY","MEZZ",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:41,8.59432728838711e-07,NA,NA,NA,1.67958959753249,9.15149486738359e-05,6.65234725321813e-05,NA,NA,NA
"Nelder-Mead35",0.628178797127805,NA,7.83511480163356e-07,125,NA,NA,0,TRUE,TRUE,0.53000000000003,5.04326122586829e-05,NA,0.999999989441922,9.98961470732185e-05,NA,"LIQ","MEZZ",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:44,7.83511480163356e-07,NA,NA,NA,NA,NA,NA,0.91123477703043,0.000174420757386048,9.17051841412604e-05
"Nelder-Mead9",0.340204551771539,0.111731837434433,1.27860950340715e-06,69,NA,NA,0,TRUE,TRUE,0.25,0.000148140082091946,0.000387407588291585,0.999999990997,0.000298079663848846,0.000216649048499578,"TERM","NATRES",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:46,1.27860950340715e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead16",0.220128994316869,NA,1.26401791892936e-06,157,NA,NA,0,TRUE,TRUE,0.680000000000007,0.000103005116780711,NA,0.999999999103704,7.14860297579566e-05,NA,"CORP","NATRES",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:48,1.26401791892936e-06,1.28123933392467,5.72316104227583e-05,4.27505856192275e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead26",0.244436963459364,NA,1.27054200381851e-06,119,NA,NA,0,TRUE,TRUE,0.5,7.10865717063816e-05,NA,0.999999998083821,7.21632141124404e-05,NA,"HY","NATRES",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:49,1.27054200381851e-06,NA,NA,NA,0.867104909008435,8.51235564116888e-05,6.38183369839604e-05,NA,NA,NA
"Nelder-Mead36",0.297148336761349,NA,1.192357515907e-06,119,NA,NA,0,TRUE,TRUE,0.45999999999998,2.69049689555678e-05,NA,0.99999999624447,7.4350541833208e-05,NA,"LIQ","NATRES",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:51,1.192357515907e-06,NA,NA,NA,NA,NA,NA,1.39315866720754,6.43061358799444e-05,9.24112708977996e-05
"Nelder-Mead10",0.52236056737435,0.559670967343407,2.58060490889549e-07,151,NA,NA,0,TRUE,TRUE,0.420000000000016,6.40130963500396e-05,0.000116061520506294,0.999999999014437,0.000103952359292399,6.04876272861386e-05,"TERM","PD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:52,2.58060490889549e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead17",0.524995185245379,NA,2.69555584970721e-07,163,NA,NA,0,TRUE,TRUE,0.549999999999955,6.32712487374716e-05,NA,0.999999884179709,8.09518418900558e-05,NA,"CORP","PD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:54,2.69555584970721e-07,4.22293436833987,0.000119487307924548,7.55432891612278e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead27",0.646038200727638,NA,2.54252385733374e-07,103,NA,NA,0,TRUE,TRUE,0.339999999999975,3.45343733892909e-05,NA,0.999999900837124,8.04485804154437e-05,NA,"HY","PD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:55,2.54252385733374e-07,NA,NA,NA,1.32673358255574,0.000342800635846685,0.000138292793351809,NA,NA,NA
"Nelder-Mead37",0.681925079185905,NA,2.59520755466892e-07,153,NA,NA,0,TRUE,TRUE,0.560000000000002,5.9183491573259e-05,NA,0.999999998996088,6.02401548669829e-05,NA,"LIQ","PD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:01:56,2.59520755466892e-07,NA,NA,NA,NA,NA,NA,0.367810154936043,9.9885464058259e-05,5.49734923580483e-05
"Nelder-Mead18",1.84907820604892,-1.3532045400003,1.48430499897209e-05,189,NA,NA,0,TRUE,TRUE,0.860000000000014,0.000447983197085726,0.000571073737487971,0.999999335896448,0.000174111193360077,0.000196480832044316,"TERM","PE",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:01,1.48430499897209e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead19",1.70678495645374,NA,1.41881751962326e-05,133,NA,NA,0,TRUE,TRUE,0.689999999999998,0.000247881188222573,NA,0.999997055219159,0.000109708052852666,NA,"CORP","PE",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:06,1.41881751962326e-05,-5.57638913838496,0.000404085414602341,0.000141375262486,NA,NA,NA,NA,NA,NA
"Nelder-Mead28",1.61436695569571,NA,1.46931682163863e-05,167,NA,NA,0,TRUE,TRUE,1.04000000000002,0.000281683741110794,NA,0.999998945653174,0.000125923774433009,NA,"HY","PE",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:10,1.46931682163863e-05,NA,NA,NA,-3.39987535124803,0.000376661189136205,0.000136571242039128,NA,NA,NA
"Nelder-Mead38",1.52943236264109,NA,1.4489256264013e-05,107,NA,NA,0,TRUE,TRUE,0.659999999999968,0.000238695784285514,NA,0.999972482753145,0.000165969653766001,NA,"LIQ","PE",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:14,1.4489256264013e-05,NA,NA,NA,NA,NA,NA,-1.0731626079493,0.00682393251204262,0.00254214986712812
"Nelder-Mead20",2.16894866283148,-3.3133278099987,2.92970320654351e-06,209,NA,NA,0,TRUE,TRUE,1.08000000000004,0.000566368621284517,0.000586788022338994,0.999996604556427,0.000211458498575471,0.000213924274674992,"TERM","RE",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:18,2.92970320654351e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead110",1.83669853626805,NA,1.95024169143715e-06,133,NA,NA,0,TRUE,TRUE,0.730000000000018,0.000384216455049419,NA,0.999968787639225,0.000143582516051336,NA,"CORP","RE",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:22,1.95024169143715e-06,-14.9301710526636,0.00050777295003258,0.00019401244080156,NA,NA,NA,NA,NA,NA
"Nelder-Mead29",1.45127361022569,NA,2.08752974710706e-06,173,NA,NA,0,TRUE,TRUE,0.819999999999993,0.000233242104678873,NA,0.999993767073,0.000107937256960655,NA,"HY","RE",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:26,2.08752974710706e-06,NA,NA,NA,-9.96287342184838,0.000343952080686676,0.000137897668244682,NA,NA,NA
"Nelder-Mead39",1.07785658199631,NA,2.75626866675185e-06,129,NA,NA,0,TRUE,TRUE,0.529999999999973,0.000140454521928333,NA,0.999999452052397,0.000119018098931101,NA,"LIQ","RE",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:29,2.75626866675185e-06,NA,NA,NA,NA,NA,NA,-2.53430490342729,0.00040896373678025,0.000188600683591367
"Nelder-Mead30",1.77873253378473,-0.8155673729345,5.13905278094305e-07,117,NA,NA,0,TRUE,TRUE,0.510000000000048,0.000210309374293254,0.000325213931895388,0.999999911341984,0.000216244168032858,0.000134199708390321,"TERM","SEC",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:32,5.13905278094305e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead111",1.51597547478888,NA,5.41048067279514e-07,131,NA,NA,0,TRUE,TRUE,0.360000000000014,0.000144312354878745,NA,0.999999430662682,0.000188963056330732,NA,"CORP","SEC",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:34,5.41048067279514e-07,-2.18874501051445,0.000458944441064998,0.000193606438493266,NA,NA,NA,NA,NA,NA
"Nelder-Mead210",1.51196162972475,NA,5.33175431258138e-07,139,NA,NA,0,TRUE,TRUE,0.439999999999998,0.000132730842748678,NA,0.999999926616235,0.000182070833176632,NA,"HY","SEC",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:36,5.33175431258138e-07,NA,NA,NA,-1.47368198391601,0.000218114904092934,0.000113993825737078,NA,NA,NA
"Nelder-Mead310",1.42988231300295,NA,5.44109566108866e-07,139,NA,NA,0,TRUE,TRUE,0.360000000000014,0.000100115822526478,NA,0.999999996930403,0.000124702379846213,NA,"LIQ","SEC",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:37,5.44109566108866e-07,NA,NA,NA,NA,NA,NA,-0.139536730974831,0.000281095318547541,0.000147255372254432
"Nelder-Mead40",3.31288953218918,-3.62865981895261,8.32577114525037e-06,107,NA,NA,0,TRUE,TRUE,0.609999999999957,0.001758280855006,0.00133414319792656,0.99996071117471,0.000741959220027214,0.000466953240727051,"TERM","VC",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:41,8.32577114525037e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead112",2.66209290234441,NA,8.76104326599012e-06,171,NA,NA,0,TRUE,TRUE,0.930000000000007,0.000339532186704447,NA,0.999411358912418,0.000141256784592296,NA,"CORP","VC",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:45,8.76104326599012e-06,-20.1084315545981,0.00167991551640728,0.000604853693157501,NA,NA,NA,NA,NA,NA
"Nelder-Mead211",2.27159935541562,NA,8.61468796723446e-06,139,NA,NA,0,TRUE,TRUE,0.640000000000043,0.000858136806887047,NA,0.999488205565956,0.000380398315402006,NA,"HY","VC",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:50,8.61468796723446e-06,NA,NA,NA,-11.2893991192095,0.00274000908082837,0.000973743690882572,NA,NA,NA
"Nelder-Mead311",1.91301116538752,NA,6.57003739000361e-06,115,NA,NA,0,TRUE,TRUE,0.5,0.000403772820134117,NA,0.999998809073862,0.000242569497104807,NA,"LIQ","VC",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 13:02:53,6.57003739000361e-06,NA,NA,NA,NA,NA,NA,-2.46835640686846,0.000481506511568292,0.000204348053434277
