"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead22",0.656702491768647,NA,3.39952497769177e-07,61,NA,NA,0,TRUE,TRUE,0.409999999999968,15.2908011125296,NA,0,7.11638465681651,NA,"HY","DD",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:13:38,3.39952497769177e-07,NA,NA,NA,2.65777464464518,94.3404328818827,66.6221918874415,NA,NA,NA
"Nelder-Mead32",0.647798175645584,NA,2.97708043666055e-07,65,NA,NA,0,TRUE,TRUE,0.419999999999959,12.9346491466996,NA,0,25.9985444554644,NA,"LIQ","DD",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:13:40,2.97708043666055e-07,NA,NA,NA,NA,NA,NA,1.36328865568284,5.9401090673956,17.5284500499581
"Nelder-Mead6",1.9067712708136,-1.3653864479438,2.414352701843e-07,83,NA,NA,0,TRUE,TRUE,0.240000000000009,17.0423680010998,25.2950834847274,0,8.02855732765252,13.2729815125439,"TERM","FOF",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:13:42,2.414352701843e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.75201381566275,NA,2.37768652473305e-07,77,NA,NA,0,TRUE,TRUE,0.25,20.5632660428845,NA,0,9.08759927415984,NA,"CORP","FOF",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:13:44,2.37768652473305e-07,-6.39572140175009,183.378721242938,89.1296070517308,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.69722521601409,NA,2.19390636054413e-07,75,NA,NA,0,TRUE,TRUE,0.330000000000041,5.11532590768032,NA,0,3.8469658577597,NA,"HY","FOF",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:13:46,2.19390636054413e-07,NA,NA,NA,-5.77045234017894,79.7285545299281,33.7220815707562,NA,NA,NA
"Nelder-Mead33",1.60201121806404,NA,2.18248844637756e-07,73,NA,NA,0,TRUE,TRUE,0.25,49.0401723476117,NA,0,26.2617303881134,NA,"LIQ","FOF",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:13:48,2.18248844637756e-07,NA,NA,NA,NA,NA,NA,-2.54625954446151,241.178619932365,133.773722160807
"Nelder-Mead7",0.521615339817072,0.441715817679142,2.48202200885158e-07,61,NA,NA,0,TRUE,TRUE,0.239999999999952,8.21091333889536,118.994559483293,0,5.66231638843002,54.9755770607908,"TERM","INF",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:13:51,2.48202200885158e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",0.579381992772086,NA,2.50147599236156e-07,79,NA,NA,0,TRUE,TRUE,0.379999999999995,4.0708539276789,NA,0,4.61396246914587,NA,"CORP","INF",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:13:52,2.50147599236156e-07,1.42735837330959,72.7298862522796,38.2107747966975,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",0.528501751004932,NA,2.37861906006262e-07,63,NA,NA,0,TRUE,TRUE,0.310000000000002,34.9732910594996,NA,0,38.1849203154305,NA,"HY","INF",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:13:53,2.37861906006262e-07,NA,NA,NA,2.49628756493983,180.374969091614,229.425886426718,NA,NA,NA
"Nelder-Mead34",0.598123212145856,NA,2.41284249583349e-07,75,NA,NA,0,TRUE,TRUE,0.389999999999986,6.75688038673515,NA,0,5.35658510817638,NA,"LIQ","INF",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:13:54,2.41284249583349e-07,NA,NA,NA,NA,NA,NA,0.85794908290768,15.904511134336,26.8939564632746
"Nelder-Mead8",0.562907574849668,0.687242819910171,2.08423159079624e-07,57,NA,NA,0,TRUE,TRUE,0.489999999999952,5.58960493072756,97.0390992119278,0,6.54890515685805,42.2804432389716,"TERM","MEZZ",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:13:56,2.08423159079624e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead15",0.772568484548537,NA,2.11783812482229e-07,55,NA,NA,0,TRUE,TRUE,0.510000000000048,1.37761279139038,NA,0,2.634299410076,NA,"CORP","MEZZ",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:13:58,2.11783812482229e-07,0.506877759450435,85.9083045684069,35.3967158759245,NA,NA,NA,NA,NA,NA
"Nelder-Mead25",0.737965413008349,NA,2.10541407611969e-07,63,NA,NA,0,TRUE,TRUE,0.470000000000027,29.1205158981456,NA,0,12.46264585756,NA,"HY","MEZZ",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:00,2.10541407611969e-07,NA,NA,NA,0.73919189159642,379.70170901368,191.087490290617,NA,NA,NA
"Nelder-Mead35",0.647238662699237,NA,2.0383131115963e-07,57,NA,NA,0,TRUE,TRUE,0.400000000000034,7.0663769335877,NA,0,4.05141728806012,NA,"LIQ","MEZZ",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:02,2.0383131115963e-07,NA,NA,NA,NA,NA,NA,0.578969017835334,23.9793930624573,14.3817001792519
"Nelder-Mead9",0.425399460657851,-0.114068609266238,3.35730872758694e-07,59,NA,NA,0,TRUE,TRUE,0.20999999999998,34.4442007652213,735.357585357828,0,13.8343478852332,300.250789755924,"TERM","NATRES",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:05,3.35730872758694e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead16",0.352250668491272,NA,3.35103957968972e-07,65,NA,NA,0,TRUE,TRUE,0.370000000000005,68.4217459499766,NA,0,62.7579495541341,NA,"CORP","NATRES",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:06,3.35103957968972e-07,0.984584825608846,873.09679362068,724.923810454728,NA,NA,NA,NA,NA,NA
"Nelder-Mead26",0.40610168257117,NA,3.35783340605802e-07,61,NA,NA,0,TRUE,TRUE,0.409999999999968,4.52082509615829,NA,0,4.49223443563973,NA,"HY","NATRES",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:09,3.35783340605802e-07,NA,NA,NA,-0.23233328819806,61.1341662600018,34.4638956536346,NA,NA,NA
"Nelder-Mead36",0.341519407878662,NA,3.15641102604964e-07,71,NA,NA,0,TRUE,TRUE,0.389999999999986,4.18200205774597,NA,8.16994673025206e-08,11.0139391268062,NA,"LIQ","NATRES",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:10,3.15641102604964e-07,NA,NA,NA,NA,NA,NA,1.15282891337979,3.9815794056037,6.74754046621961
"Nelder-Mead10",0.334132303483784,1.05138298841193,1.154101807597e-07,65,NA,NA,0,TRUE,TRUE,0.240000000000009,9.57918792051393,33.1175140398972,0,10.1505506876961,24.9189183984916,"TERM","PD",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:11,1.154101807597e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead17",0.409145918605126,NA,1.21161695832423e-07,81,NA,NA,0,TRUE,TRUE,0.399999999999977,4.65079224351724,NA,0,5.27566231280745,NA,"CORP","PD",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:13,1.21161695832423e-07,3.89371348124986,14.3626478768815,28.5422269187951,NA,NA,NA,NA,NA,NA
"Nelder-Mead27",0.468940821476193,NA,1.2003357637887e-07,97,NA,NA,0,TRUE,TRUE,0.360000000000014,7.16387674255933,NA,0,8.46827010671491,NA,"HY","PD",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:14,1.2003357637887e-07,NA,NA,NA,2.8214509116118,28.6618902928721,48.1500663351414,NA,NA,NA
"Nelder-Mead37",0.543008075046236,NA,1.22701922636034e-07,55,NA,NA,0,TRUE,TRUE,0.239999999999952,2.94205263602936,NA,9.63917834440053e-11,3.69832094049268,NA,"LIQ","PD",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:15,1.22701922636034e-07,NA,NA,NA,NA,NA,NA,0.596603966866678,12.3390524708316,6.95213738168606
"Nelder-Mead18",1.87565274110173,-1.2295680947578,3.05668542578238e-06,69,NA,NA,0,TRUE,TRUE,0.509999999999991,43.1789666810721,108.626247015287,0,14.8729938714691,37.1835129888133,"TERM","PE",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:19,3.05668542578238e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead19",1.70887905425029,NA,3.01939561885328e-06,81,NA,NA,0,TRUE,TRUE,0.529999999999973,1932.87074521321,NA,0,694.314648342212,NA,"CORP","PE",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:23,3.01939561885328e-06,-5.1030584519561,23729.7583711369,8521.34849482069,NA,NA,NA,NA,NA,NA
"Nelder-Mead28",1.62214056680725,NA,3.03157091985295e-06,69,NA,NA,0,TRUE,TRUE,0.550000000000011,25.7602977671684,NA,0,9.57899031449633,NA,"HY","PE",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:26,3.03157091985295e-06,NA,NA,NA,-3.22343539060641,294.519153478943,107.065195758108,NA,NA,NA
"Nelder-Mead38",1.5296543150997,NA,3.00583116172949e-06,73,NA,NA,0,TRUE,TRUE,0.409999999999968,10.9886636553877,NA,0,4.78383818446294,NA,"LIQ","PE",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:30,3.00583116172949e-06,NA,NA,NA,NA,NA,NA,-0.907659688985689,41.538385678251,16.8114533561786
"Nelder-Mead20",1.5642229319513,-1.96357256704391,8.0562699092715e-07,67,NA,NA,0,TRUE,TRUE,0.370000000000005,26.9605096643859,29.2412197527805,0,10.8820016045754,12.9387370925779,"TERM","RE",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:33,8.0562699092715e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead110",1.62706591192604,NA,5.96043527834947e-07,75,NA,NA,0,TRUE,TRUE,0.439999999999998,1.31673570965183,NA,0,3.01852194199558,NA,"CORP","RE",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:36,5.96043527834947e-07,-12.798113331966,498.592441578911,199.345444204604,NA,NA,NA,NA,NA,NA
"Nelder-Mead29",1.31898408015359,NA,6.48095689565727e-07,75,NA,NA,0,TRUE,TRUE,0.579999999999984,919.963847824585,NA,0,435.041708349297,NA,"HY","RE",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:39,6.48095689565727e-07,NA,NA,NA,-7.7605397566723,4766.58874132227,2248.95016443011,NA,NA,NA
"Nelder-Mead39",1.0165586440325,NA,7.93861019410724e-07,63,NA,NA,0,TRUE,TRUE,0.379999999999995,11.9786888273746,NA,0,8.49728871900155,NA,"LIQ","RE",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:41,7.93861019410724e-07,NA,NA,NA,NA,NA,NA,-1.46314833848019,19.018668914083,16.2126392236584
"Nelder-Mead30",2.38428849958363,-1.68238470896104,1.68598365235307e-07,71,NA,NA,0,TRUE,TRUE,0.310000000000002,207.548962587062,526.191258665537,0,84.973860923689,216.210732152416,"TERM","SEC",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:43,1.68598365235307e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead111",1.82405971434233,NA,1.82670842504725e-07,173,NA,NA,0,TRUE,TRUE,0.740000000000009,25.2067201005616,NA,0,9.74893056740575,NA,"CORP","SEC",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:47,1.82670842504725e-07,-1.62191862100117,843.84671689646,320.892754512,NA,NA,NA,NA,NA,NA
"Nelder-Mead210",1.86849726249237,NA,1.79001736975304e-07,115,NA,NA,0,TRUE,TRUE,0.899999999999977,1.52099628643828,NA,0,2.27833904306316,NA,"HY","SEC",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:50,1.79001736975304e-07,NA,NA,NA,-2.71351683357409,118.745184974865,46.107588608895,NA,NA,NA
"Nelder-Mead310",1.79710824195026,NA,1.80928876604955e-07,63,NA,NA,0,TRUE,TRUE,0.240000000000009,1.23931818610437,NA,0,2.95127639744086,NA,"LIQ","SEC",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:51,1.80928876604955e-07,NA,NA,NA,NA,NA,NA,-0.730774143828239,44.2945592927923,22.403061739571
"Nelder-Mead40",2.98039863659512,-3.19806561487891,1.90199259856137e-06,67,NA,NA,0,TRUE,TRUE,0.589999999999975,66.6763415280461,140.047799841963,0,24.1794970479582,49.2931311446079,"TERM","VC",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:14:54,1.90199259856137e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead112",2.54434536541277,NA,1.97091685772438e-06,173,NA,NA,0,TRUE,TRUE,1.32999999999998,9556.3573803471,NA,0,3395.62651158672,NA,"CORP","VC",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:00,1.97091685772438e-06,-16.4087555137741,135729.072486588,48224.4733836148,NA,NA,NA,NA,NA,NA
"Nelder-Mead211",2.25040378798912,NA,1.95069824125308e-06,85,NA,NA,0,TRUE,TRUE,0.579999999999984,65.0154588339702,NA,0,23.5077594760307,NA,"HY","VC",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:04,1.95069824125308e-06,NA,NA,NA,-9.72578546770501,600.491332703647,221.708178495948,NA,NA,NA
"Nelder-Mead311",1.97246843311721,NA,1.47681415519975e-06,65,NA,NA,0,TRUE,TRUE,0.550000000000011,14.9936078489105,NA,0,7.13771049484829,NA,"LIQ","VC",120,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:08,1.47681415519975e-06,NA,NA,NA,NA,NA,NA,-2.41217153257749,39.5865891841466,16.5855191742443
