"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead",1.7536149205473,-1.36636502769295,4.41911215491292e-06,65,NA,NA,0,TRUE,TRUE,0.460000000000036,26.8864393545345,72.7796069641198,0,9.27396088330643,24.894809186191,"TERM","ALL",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:19:20,4.41911215491292e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.5482165019552,NA,4.42279117899725e-06,73,NA,NA,0,TRUE,TRUE,0.549999999999955,23.7473181447919,NA,0,8.9441849253221,NA,"CORP","ALL",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:19:24,4.42279117899725e-06,-5.26474440665739,263.945890903672,95.9210776008796,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.45524312493072,NA,4.39099267027613e-06,61,NA,NA,0,TRUE,TRUE,0.419999999999959,12.6083563374118,NA,0,4.89047680658568,NA,"HY","ALL",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:19:28,4.39099267027613e-06,NA,NA,NA,-3.32497729019378,157.572473002659,57.8235004816994,NA,NA,NA
"Nelder-Mead3",1.35641743560954,NA,4.46761909515808e-06,57,NA,NA,0,TRUE,TRUE,0.470000000000027,8.4951353727842,NA,0,4.1841296074219,NA,"LIQ","ALL",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:19:32,4.46761909515808e-06,NA,NA,NA,NA,NA,NA,-1.0189335125564,55.3915602192176,22.9135607355271
"Nelder-Mead4",1.56091394497874,-0.558043223873249,2.09570853589102e-06,69,NA,NA,0,TRUE,TRUE,0.5,5.95528086239193,40.2540615766552,0,2.57330194800827,14.0696646193213,"TERM","BO",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:19:34,2.09570853589102e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.51509439998905,NA,2.05484148370224e-06,71,NA,NA,0,TRUE,TRUE,0.579999999999927,7.58051494227252,NA,0,3.38253124190983,NA,"CORP","BO",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:19:38,2.05484148370224e-06,-2.59216948400478,95.1548021335856,36.6463799675724,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.45393564807824,NA,2.06600436391476e-06,65,NA,NA,0,TRUE,TRUE,0.530000000000086,4.40958667302598,NA,0,2.28269908910692,NA,"HY","BO",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:19:41,2.06600436391476e-06,NA,NA,NA,-1.47749154711512,89.5346576491382,34.2940308835662,NA,NA,NA
"Nelder-Mead31",1.32142160633398,NA,2.18427571320668e-06,57,NA,NA,0,TRUE,TRUE,0.530000000000086,2.04837327805418,NA,0.860648235384374,1.07356829687961,NA,"LIQ","BO",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:19:43,2.18427571320668e-06,NA,NA,NA,NA,NA,NA,0.0152951530857081,16.0817545929072,6.99053683501327
"Nelder-Mead5",0.501316888648005,1.0157645973543,4.31112990143974e-07,67,NA,NA,0,TRUE,TRUE,0.530000000000086,5.00482694185716,73.4591286069146,0,5.87442410338111,31.9291120913399,"TERM","DD",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:19:45,4.31112990143974e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.492020329907849,NA,3.68874173132959e-07,67,NA,NA,0,TRUE,TRUE,0.330000000000041,1.11175247668158,NA,0,3.0794623454109,NA,"CORP","DD",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:19:47,3.68874173132959e-07,4.76562729833588,79.8962993260076,43.9707195064374,NA,NA,NA,NA,NA,NA
