"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead",1.50620417694364,-0.679521450367474,0.00391907052074779,63,NA,NA,0,TRUE,TRUE,0.550000000000068,20.1009325566892,69.273295915376,0,7.2955149739514,25.0412142437112,"TERM","ALL",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:33:18,0.00391907052074779,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.45011975236211,NA,0.00387129674134483,83,NA,NA,0,TRUE,TRUE,0.620000000000005,7.83810087042471,NA,0,3.15820298410846,NA,"CORP","ALL",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:33:22,0.00387129674134483,-2.99960591374175,146.708810210113,55.8721701754254,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.3713440709139,NA,0.0039027367721428,69,NA,NA,0,TRUE,TRUE,0.560000000000059,4.58964198263288,NA,0,2.33063846175537,NA,"HY","ALL",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:33:26,0.0039027367721428,NA,NA,NA,-1.71171215211372,209.558951451695,84.9568751825197,NA,NA,NA
"Nelder-Mead3",1.30604259538072,NA,0.00424802558602331,59,NA,NA,0,TRUE,TRUE,0.470000000000027,5.60271236452386,NA,3.3278693245542e-08,3.54532131148994,NA,"LIQ","ALL",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:33:30,0.00424802558602331,NA,NA,NA,NA,NA,NA,-0.500204018512341,14.3104274397031,6.04025306241514
"Nelder-Mead4",1.69860071140905,-0.608681866303552,0.00337879761670899,59,NA,NA,0,TRUE,TRUE,0.440000000000055,17.4674190214573,42.6318823464344,0,7.470574075415,17.250943257004,"TERM","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:33:32,0.00337879761670899,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.64812719860306,NA,0.00339388136187894,77,NA,NA,0,TRUE,TRUE,0.480000000000018,12.4083547663011,NA,0,5.84370250470237,NA,"CORP","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:33:36,0.00339388136187894,-2.92792947339745,158.516638705343,63.6433355378408,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.56657723147503,NA,0.00339067043738339,73,NA,NA,0,TRUE,TRUE,0.709999999999923,5.99989336585464,NA,0,3.14939899021581,NA,"HY","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:33:40,0.00339067043738339,NA,NA,NA,-1.55760890649092,64.282808027404,29.0501787520383,NA,NA,NA
"Nelder-Mead31",1.48356929037009,NA,0.00362708391722896,63,NA,NA,0,TRUE,TRUE,0.480000000000018,1.28608186173046,NA,8.87363610257985e-07,0.968417081869083,NA,"LIQ","BO",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:33:42,0.00362708391722896,NA,NA,NA,NA,NA,NA,-0.281792148263867,17.667411273405,7.88157329386766
"Nelder-Mead5",0.506963923965504,1.24554226556207,0.000599354561007147,59,NA,NA,0,TRUE,TRUE,0.299999999999955,8.11142808350812,36.2355617639882,0,4.55745085701168,18.7400104132404,"TERM","DD",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:33:44,0.000599354561007147,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.36545565531261,NA,0.000363318100931338,73,NA,NA,0,TRUE,TRUE,0.57000000000005,1.94084707072075,NA,0,2.40922230338543,NA,"CORP","DD",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:33:46,0.000363318100931338,5.47395013698715,39.2990065902934,16.386126963244,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.599160177964102,NA,0.000526919339567935,65,NA,NA,0,TRUE,TRUE,0.389999999999986,5.40922523595952,NA,0,3.29344043741622,NA,"HY","DD",210,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:33:48,0.000526919339567935,NA,NA,NA,3.29732036273624,75.1029829145612,37.2586989233347,NA,NA,NA
