"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead23",1.21966386947419,NA,0.000145437593977042,115,NA,NA,0,TRUE,TRUE,0.329999999999927,0.000146091693998513,NA,0.999999726755503,0.000102319717318199,NA,"HY","FOF",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:27,0.000145437593977042,NA,NA,NA,-1.96213499908696,0.000360529006533964,0.000180524621447648,NA,NA,NA
"Nelder-Mead33",1.1761560596514,NA,0.000151069161857014,227,NA,NA,0,TRUE,TRUE,0.639999999999873,8.59499713001126e-05,NA,0.999999993660786,5.95565146423405e-05,NA,"LIQ","FOF",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:30,0.000151069161857014,NA,NA,NA,NA,NA,NA,-0.693767110159432,0.000140771390752418,7.80901057716162e-05
"Nelder-Mead7",0.436834868073012,1.25939131496933,0.00120010403273215,139,NA,NA,0,TRUE,TRUE,0.410000000000082,5.4707960175448e-05,2.65792881811773e-05,0.999999999700041,3.8539461007037e-05,3.10588063743272e-05,"TERM","INF",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:32,0.00120010403273215,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",0.870870543214464,NA,0.00136589706827883,395,NA,NA,0,FALSE,TRUE,1.1099999999999,3.09903392189837e-05,NA,0.999999989859462,5.11389965382974e-05,NA,"CORP","INF",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:34,0.00136589706827883,2.14837076819942,6.71052039579429e-05,4.35429478100957e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",0.559608674656922,NA,0.00126669192141995,199,NA,NA,0,TRUE,TRUE,0.490000000000009,4.53849990479597e-05,NA,0.99999999748047,4.10829772688286e-05,NA,"HY","INF",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:36,0.00126669192141995,NA,NA,NA,3.52464226145931,2.2642845077906e-05,3.35625445169482e-05,NA,NA,NA
"Nelder-Mead34",0.645299064606749,NA,0.00130654293645087,243,NA,NA,0,TRUE,TRUE,0.529999999999973,2.78175467539877e-05,NA,0.999999999447212,4.17978528273275e-05,NA,"LIQ","INF",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:38,0.00130654293645087,NA,NA,NA,NA,NA,NA,1.64155253133107,2.34538895265725e-05,4.33733043053153e-05
"Nelder-Mead8",0.42378522388244,1.27944196652053,0.00031644368937564,123,NA,NA,0,TRUE,TRUE,0.460000000000036,0.000104915942591292,3.97785854239214e-05,0.999999998656832,5.34462960555372e-05,3.44883311371694e-05,"TERM","MEZZ",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:40,0.00031644368937564,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead15",0.584335849386429,NA,0.000319962979215056,163,NA,NA,0,TRUE,TRUE,0.970000000000027,5.83143813710592e-05,NA,0.999999951378924,6.37308930733591e-05,NA,"CORP","MEZZ",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:44,0.000319962979215056,4.54433247881191,7.09379800836247e-05,5.14538244851121e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead25",0.609199261802694,NA,0.000316579635733953,135,NA,NA,0,TRUE,TRUE,0.649999999999864,5.18292562084536e-05,NA,0.999999988696471,5.96601304061653e-05,NA,"HY","MEZZ",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:46,0.000316579635733953,NA,NA,NA,2.19462436709997,7.05723933536695e-05,4.93559604626887e-05,NA,NA,NA
"Nelder-Mead35",0.68546355803191,NA,0.000292496792172785,123,NA,NA,0,TRUE,TRUE,0.509999999999991,5.54594175634641e-05,NA,0.999999993697999,6.50158872931571e-05,NA,"LIQ","MEZZ",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:48,0.000292496792172785,NA,NA,NA,NA,NA,NA,1.1877597235024,8.99471247222861e-05,5.90155873103996e-05
"Nelder-Mead9",0.646423720054047,-1.89145736929682,0.0015496004785684,113,NA,NA,0,TRUE,TRUE,0.269999999999982,0.000187721356232662,0.000291401562992283,0.999999882303874,8.09355040037449e-05,0.000122382438533203,"TERM","NATRES",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:51,0.0015496004785684,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead16",0.223965904870861,NA,0.00174659248129024,189,NA,NA,0,FALSE,TRUE,0.549999999999955,4.52558260963327e-05,NA,0.999999999282419,5.95647412229838e-05,NA,"CORP","NATRES",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:53,0.00174659248129024,2.9296106821991,2.17243256672317e-05,3.46492246337321e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead26",0.395783680349491,NA,0.00164031424013615,161,NA,NA,0,TRUE,TRUE,0.549999999999955,7.86576740185016e-05,NA,0.999999870597232,6.70195514450003e-05,NA,"HY","NATRES",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:56,0.00164031424013615,NA,NA,NA,-3.87645474384803,0.000142699721208002,7.7320806419395e-05,NA,NA,NA
"Nelder-Mead36",0.342012465498587,NA,0.00173247217524497,187,NA,NA,0,TRUE,TRUE,0.550000000000182,9.12780214571973e-05,NA,0.99999997204213,7.88860086266864e-05,NA,"LIQ","NATRES",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:43:58,0.00173247217524497,NA,NA,NA,NA,NA,NA,0.794407748963547,0.000279230456087416,0.000398847142546645
"Nelder-Mead10",-0.290367978702717,2.87551590302259,0.000193690386472217,143,NA,NA,0,TRUE,TRUE,0.529999999999973,0.000164790694472407,0.000204828446398559,0.999999681359515,7.65617140942951e-05,0.000101487232122094,"TERM","PD",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:00,0.000193690386472217,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead17",0.343788041579432,NA,0.000230765545471073,153,NA,NA,0,TRUE,TRUE,0.360000000000127,5.78564541702965e-05,NA,0.99999999187524,6.38803948657267e-05,NA,"CORP","PD",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:01,0.000230765545471073,6.0547072764291,2.63814913252368e-05,2.75660458026863e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead27",0.428976533966359,NA,0.000199371830225626,143,NA,NA,0,TRUE,TRUE,0.25,5.66126950854185e-05,NA,0.999999991289779,6.36158951136126e-05,NA,"HY","PD",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:02,0.000199371830225626,NA,NA,NA,4.51385224507577,3.43695505316158e-05,3.44032969042224e-05,NA,NA,NA
"Nelder-Mead37",0.569937086490827,NA,0.000223484933879347,139,NA,NA,0,TRUE,TRUE,0.420000000000073,3.86823211942225e-05,NA,0.999999998813612,6.40905396815562e-05,NA,"LIQ","PD",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:04,0.000223484933879347,NA,NA,NA,NA,NA,NA,1.48725510622028,3.56954321872511e-05,3.82726268298298e-05
"Nelder-Mead18",1.62503228886127,-0.512980610762859,0.0109053924597491,173,NA,NA,0,TRUE,TRUE,0.920000000000073,0.000269384210050906,0.000264129632102772,0.999999953934039,0.000114022831680322,9.82908397539822e-05,"TERM","PE",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:06,0.0109053924597491,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead19",1.65947712502721,NA,0.0114184853280535,135,NA,NA,0,TRUE,TRUE,0.700000000000045,0.000259023809529286,NA,0.999999346407883,0.000116052647460924,NA,"CORP","PE",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:10,0.0114184853280535,-2.77661917437835,0.000350858021763416,0.000132637269863933,NA,NA,NA,NA,NA,NA
"Nelder-Mead28",1.53135128853837,NA,0.0112815173154598,141,NA,NA,0,TRUE,TRUE,0.700000000000045,0.000120064577877642,NA,0.999999965267329,8.3746579218313e-05,NA,"HY","PE",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:14,0.0112815173154598,NA,NA,NA,-1.32971524500163,0.000152921259349338,7.0730512759063e-05,NA,NA,NA
"Nelder-Mead38",1.44051937257993,NA,0.0123969612206065,121,NA,NA,0,FALSE,TRUE,0.450000000000045,0.000156957167653225,NA,0.999999993386493,0.000105677389968418,NA,"LIQ","PE",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:16,0.0123969612206065,NA,NA,NA,NA,NA,NA,-0.246057536863114,0.000193189381419679,8.96275326050547e-05
"Nelder-Mead20",1.35581322201379,-1.61310796079907,0.00302222202178091,133,NA,NA,0,TRUE,TRUE,0.560000000000173,0.000147744553307507,0.000279379219276428,0.999999873964498,9.21395352794075e-05,0.0001124836043157,"TERM","RE",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:20,0.00302222202178091,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead110",1.70670658990361,NA,0.00198627389997006,127,NA,NA,0,TRUE,TRUE,0.669999999999845,0.000358693357633814,NA,0.999973577660227,0.000161552156311335,NA,"CORP","RE",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:23,0.00198627389997006,-12.558694187116,0.000558733249365882,0.000235820084872781,NA,NA,NA,NA,NA,NA
"Nelder-Mead29",1.17428856880535,NA,0.00261441216305352,191,NA,NA,0,FALSE,TRUE,0.860000000000127,0.000104105429093829,NA,0.999992325470401,7.23639791245073e-05,NA,"HY","RE",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:27,0.00261441216305352,NA,NA,NA,-6.84713079042343,0.000569742461216512,0.000241862091413382,NA,NA,NA
"Nelder-Mead39",1.03569982204529,NA,0.0028711889756358,273,NA,NA,0,TRUE,TRUE,1.41999999999985,7.54232879177939e-05,NA,0.999999986297521,7.11890841309294e-05,NA,"LIQ","RE",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:32,0.0028711889756358,NA,NA,NA,NA,NA,NA,-1.46228125774684,0.000112143223205369,8.03154993058426e-05
"Nelder-Mead30",1.73369776963513,-0.876248577069826,0.000318773605282654,121,NA,NA,0,TRUE,TRUE,0.3900000000001,0.000321090377004019,0.00112727976293116,0.999999251899986,0.000140557352883142,0.000510298075551655,"TERM","SEC",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:35,0.000318773605282654,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead111",1.80365224117472,NA,0.000233196727812269,161,NA,NA,0,TRUE,TRUE,0.439999999999827,0.000146776899500397,NA,0.999998282038395,6.43872297907676e-05,NA,"CORP","SEC",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:38,0.000233196727812269,-6.69104089376678,0.000259499303860508,0.000115164276905121,NA,NA,NA,NA,NA,NA
"Nelder-Mead210",1.67850150976213,NA,0.000220535008197508,131,NA,NA,0,TRUE,TRUE,0.25,0.000105858792107124,NA,0.999999574249129,5.71570632369695e-05,NA,"HY","SEC",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:40,0.000220535008197508,NA,NA,NA,-5.25823907325058,0.00016193538220829,7.26495821749814e-05,NA,NA,NA
"Nelder-Mead310",1.57879081299115,NA,0.000249267003399153,117,NA,NA,0,TRUE,TRUE,0.329999999999927,5.8830206200956e-05,NA,0.999999987226165,5.79648451750683e-05,NA,"LIQ","SEC",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:42,0.000249267003399153,NA,NA,NA,NA,NA,NA,-1.62212447715192,7.94613749562229e-05,5.56257886072218e-05
"Nelder-Mead40",2.951213388894,-2.54706109722095,0.00245483585091842,141,NA,NA,0,TRUE,TRUE,0.539999999999964,0.000831277101392987,0.00106136005867782,0.999990769111948,0.00033966161335629,0.000364376806156568,"TERM","VC",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:47,0.00245483585091842,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead112",2.47548091259579,NA,0.00269400631629986,141,NA,NA,0,TRUE,TRUE,0.5,0.000871627192764175,NA,0.997819323620409,0.000336623387594474,NA,"CORP","VC",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:51,0.00269400631629986,-15.9388506484223,0.00406884608481855,0.00145579654402778,NA,NA,NA,NA,NA,NA
"Nelder-Mead211",2.23385682719412,NA,0.00258483184905792,139,NA,NA,0,TRUE,TRUE,0.630000000000109,0.000952309799100705,NA,0.999851162504128,0.000444415046484219,NA,"HY","VC",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:56,0.00258483184905792,NA,NA,NA,-6.74059341897429,0.00239053679890093,0.000858460130808219,NA,NA,NA
"Nelder-Mead311",1.98786906710856,NA,0.00170823790236777,109,NA,NA,0,TRUE,TRUE,0.490000000000009,0.000315509471000481,NA,0.999999413892952,0.000190559137183416,NA,"LIQ","VC",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-06-28 13:44:59,0.00170823790236777,NA,NA,NA,NA,NA,NA,-2.1425155133065,0.000364963913869453,0.00016064803535978
