"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead",1.88269691864422,-1.44676455132212,1.35480271186687e-05,85,NA,NA,0,TRUE,TRUE,0.400000000000006,0.00103078592673925,0.00242948575120138,0.99999022820447,0.000368794988450136,0.000825511185418472,"TERM","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:56:14,1.35480271186687e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.59341087729799,NA,1.23534571074781e-05,135,NA,NA,0,TRUE,TRUE,0.760000000000019,0.00026798359910655,NA,0.999996297828026,0.00012025607066695,NA,"CORP","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:56:18,1.23534571074781e-05,-6.00046419102232,0.000427220350704389,0.00015051491037829,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.4946759291897,NA,1.34116721142932e-05,129,NA,NA,0,TRUE,TRUE,0.599999999999994,0.00028408362901505,NA,0.999998689542246,0.000132728994098871,NA,"HY","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:56:22,1.34116721142932e-05,NA,NA,NA,-3.69439521861028,0.000400563984921178,0.000148053236930923,NA,NA,NA
"Nelder-Mead3",1.35947260111325,NA,1.40467499939324e-05,115,NA,NA,0,TRUE,TRUE,0.54000000000002,0.00095877339609864,NA,0.999999581606307,0.000771561482661353,NA,"LIQ","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:56:26,1.40467499939324e-05,NA,NA,NA,NA,NA,NA,-0.853922440461943,0.000673839286385051,0.000379606037523212
"Nelder-Mead4",1.61025152870165,-0.615540524689753,6.78359732914604e-06,99,NA,NA,0,TRUE,TRUE,0.469999999999999,0.000252549625278824,0.000321281495867075,0.999999938370968,0.000103882933729756,0.000114589433819634,"TERM","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:56:29,6.78359732914604e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.59418200254089,NA,6.6174915892032e-06,177,NA,NA,0,TRUE,TRUE,0.799999999999983,0.000250340377965425,NA,0.999995273008691,0.000130706792709176,NA,"CORP","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:56:34,6.6174915892032e-06,-3.62634085222893,0.000808672427175774,0.000286734894021287,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.48559860311906,NA,6.75148469440972e-06,171,NA,NA,0,TRUE,TRUE,0.860000000000014,0.000154126885375491,NA,0.999999848738127,0.000101394174061231,NA,"HY","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:56:38,6.75148469440972e-06,NA,NA,NA,-1.56536657665036,0.000305514738022029,0.00012114284852566,NA,NA,NA
"Nelder-Mead31",1.3808843299248,NA,7.37301010713038e-06,501,NA,NA,1,TRUE,TRUE,2.53,0.00347005542218199,NA,0.999959729265774,0.0013156944573542,NA,"LIQ","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:56:43,7.37301010713038e-06,NA,NA,NA,NA,NA,NA,0.152694645779594,0.0673846718578454,0.0273791480976539
"Nelder-Mead5",0.375325244436764,1.28450025823513,1.39326809809973e-06,119,NA,NA,0,TRUE,TRUE,0.610000000000014,0.000253448552377241,6.05383176431799e-05,0.999999992521646,0.000124740150757868,0.000154031341195517,"TERM","DD",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:56:45,1.39326809809973e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.378699913410418,NA,1.21169354017888e-06,235,NA,NA,0,TRUE,TRUE,1.12,0.000119674935093115,NA,0.999999986333945,5.85092426434988e-05,NA,"CORP","DD",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:56:48,1.21169354017888e-06,6.68727880902111,1.68072627363604e-05,5.31853917147422e-05,NA,NA,NA,NA,NA,NA
