"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead",1.74993001973197,-1.40378593691724,4.96070161717762e-06,67,NA,NA,0,TRUE,TRUE,0.639999999999986,26.6737047101238,72.4162471391345,0,9.19824094085768,24.7627706606508,"TERM","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:21:28,4.96070161717762e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.52445992390282,NA,5.07197245405741e-06,75,NA,NA,0,TRUE,TRUE,0.639999999999986,17.2070445276542,NA,0,6.58472559476454,NA,"CORP","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:21:33,5.07197245405741e-06,-5.29608509261263,185.127362193167,67.3704980336518,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.44065950613936,NA,4.9598334928941e-06,73,NA,NA,0,TRUE,TRUE,0.659999999999968,12.4892367492547,NA,0,4.84574357150002,NA,"HY","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:21:37,4.9598334928941e-06,NA,NA,NA,-3.3834155532854,156.690615866891,57.4813211302148,NA,NA,NA
"Nelder-Mead3",1.33467562496717,NA,5.03822255181973e-06,63,NA,NA,0,TRUE,TRUE,0.560000000000059,9.38062864162507,NA,0,4.56329554116438,NA,"LIQ","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:21:41,5.03822255181973e-06,NA,NA,NA,NA,NA,NA,-0.980522417689645,63.321911641972,26.5996823524823
"Nelder-Mead4",1.53817846411916,-0.543972647553141,2.39106603121502e-06,63,NA,NA,0,TRUE,TRUE,0.5,5.94104799750179,39.9909295189062,0,2.56753852957734,13.9881352663331,"TERM","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:21:44,2.39106603121502e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.48663981306704,NA,2.36616542374021e-06,63,NA,NA,0,TRUE,TRUE,0.529999999999973,7.00919424532502,NA,0,3.14691275672079,NA,"CORP","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:21:48,2.36616542374021e-06,-2.42998850795025,89.0731697252294,34.3431041193866,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.43952818148974,NA,2.3567306911996e-06,67,NA,NA,0,TRUE,TRUE,0.559999999999945,4.38623855060687,NA,0,2.2751732349171,NA,"HY","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:21:52,2.3567306911996e-06,NA,NA,NA,-1.48139953878563,89.3928883527182,34.2533591697764,NA,NA,NA
"Nelder-Mead31",1.27051477160785,NA,2.44718278335492e-06,53,NA,NA,0,TRUE,TRUE,0.5,1.7829911237208,NA,0.0255918423800172,1.06407542615528,NA,"LIQ","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:21:54,2.44718278335492e-06,NA,NA,NA,NA,NA,NA,0.235867893107206,12.2501460517735,5.29113492853904
"Nelder-Mead5",0.498423540412659,1.01892726980864,4.3559247014337e-07,61,NA,NA,0,TRUE,TRUE,0.519999999999982,4.98695413990572,73.7220546419434,0,5.88095844566735,32.0460850231869,"TERM","DD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:21:56,4.3559247014337e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.487850097100602,NA,3.73761482125651e-07,71,NA,NA,0,TRUE,TRUE,0.389999999999986,1.1106077782431,NA,0,3.08483972905647,NA,"CORP","DD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:21:58,3.73761482125651e-07,4.78663726248703,80.1594477068303,44.1243865808872,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.649616033066066,NA,4.2039792703421e-07,65,NA,NA,0,TRUE,TRUE,0.509999999999991,15.6302797855165,NA,0,7.38608011945132,NA,"HY","DD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:00,4.2039792703421e-07,NA,NA,NA,2.4321051026161,94.4591459911956,66.557574046337,NA,NA,NA
"Nelder-Mead32",0.631330185534557,NA,3.57416021053937e-07,61,NA,NA,0,TRUE,TRUE,0.42999999999995,428.603070543228,NA,0,312.337743251818,NA,"LIQ","DD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:02,3.57416021053937e-07,NA,NA,NA,NA,NA,NA,1.31386857288221,80.5918887940655,61.0905069967837
"Nelder-Mead6",1.95322517874671,-1.62911388742281,2.55629510375246e-07,97,NA,NA,0,TRUE,TRUE,0.360000000000014,18.3352131821612,26.0657938846638,0,8.60284173762565,13.7148594574644,"TERM","FOF",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:04,2.55629510375246e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.69412555841995,NA,2.53444020292151e-07,79,NA,NA,0,TRUE,TRUE,0.370000000000005,31.6513234155098,NA,0,14.0838418244834,NA,"CORP","FOF",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:07,2.53444020292151e-07,-6.51850987921057,299.585121986365,140.955093104446,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.63756611967565,NA,2.33099109123301e-07,79,NA,NA,0,TRUE,TRUE,0.389999999999986,54.0163306753114,NA,0,27.1046532200099,NA,"HY","FOF",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:09,2.33099109123301e-07,NA,NA,NA,-5.35941742105778,613.962506093717,295.781417734998,NA,NA,NA
"Nelder-Mead33",1.55357090224422,NA,2.30873309483865e-07,65,NA,NA,0,TRUE,TRUE,0.189999999999941,45.124861991013,NA,0,24.2536968771321,NA,"LIQ","FOF",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:11,2.30873309483865e-07,NA,NA,NA,NA,NA,NA,-2.40675381478263,222.717315930931,124.460403234339
"Nelder-Mead7",0.502932325512846,0.460681998853079,2.75406615674225e-07,67,NA,NA,0,TRUE,TRUE,0.340000000000032,9.11454132191427,128.192331645689,0,5.92576194172084,59.22709961545,"TERM","INF",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:13,2.75406615674225e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",0.577336490604143,NA,2.78149378414096e-07,63,NA,NA,0,TRUE,TRUE,0.340000000000032,4.17243959090758,NA,0,4.64076999566605,NA,"CORP","INF",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:15,2.78149378414096e-07,1.21401338156483,83.5811189769066,39.8011733309732,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",0.518098600702687,NA,2.65759880281876e-07,69,NA,NA,0,TRUE,TRUE,0.330000000000041,32.7844741412741,NA,0,36.126427102394,NA,"HY","INF",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:16,2.65759880281876e-07,NA,NA,NA,2.26690407715665,165.570492036718,214.518810636352,NA,NA,NA
"Nelder-Mead34",0.581407949043283,NA,2.69214667798546e-07,65,NA,NA,0,TRUE,TRUE,0.199999999999932,7.04884326619684,NA,0,5.57736316825246,NA,"LIQ","INF",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:17,2.69214667798546e-07,NA,NA,NA,NA,NA,NA,0.815767717047389,16.7960265429364,28.1316273574586
"Nelder-Mead8",0.599735089660168,0.370984026303993,2.76557527750403e-07,65,NA,NA,0,TRUE,TRUE,0.490000000000009,11.0762517572486,34.4635162311314,1.11022302462516e-16,5.55292444921678,19.6181152874301,"TERM","MEZZ",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:21,2.76557527750403e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead15",0.621610544160854,NA,2.7572991464871e-07,93,NA,NA,0,TRUE,TRUE,0.800000000000068,1.92535123529802,NA,0,2.49358506357472,NA,"CORP","MEZZ",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:23,2.7572991464871e-07,1.30235913233274,71.2161989901377,29.9807111234269,NA,NA,NA,NA,NA,NA
"Nelder-Mead25",0.673884779038053,NA,2.76609651237025e-07,63,NA,NA,0,TRUE,TRUE,0.5,20.6422373411926,NA,0,8.81475421083457,NA,"HY","MEZZ",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:25,2.76609651237025e-07,NA,NA,NA,0.577172522043292,134.983316264577,89.2420417870494,NA,NA,NA
"Nelder-Mead35",0.555415191469363,NA,2.67964985509784e-07,67,NA,NA,0,TRUE,TRUE,0.530000000000086,6.16329635755443,NA,0,3.27665835226552,NA,"LIQ","MEZZ",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:28,2.67964985509784e-07,NA,NA,NA,NA,NA,NA,0.599730556856958,39.5503667081605,17.8743055563581
"Nelder-Mead9",0.476838018587618,-0.394590495145468,3.52987243814596e-07,63,NA,NA,0,TRUE,TRUE,0.350000000000023,56.2620577312344,726.959361048633,0,24.5859210294717,299.445020201895,"TERM","NATRES",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:31,3.52987243814596e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead16",0.361574378150914,NA,3.54450352516307e-07,63,NA,NA,0,TRUE,TRUE,0.360000000000014,80.2502307211312,NA,0,62.3805233663532,NA,"CORP","NATRES",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:34,3.54450352516307e-07,0.282671064119684,1018.3175031155,705.091257760781,NA,NA,NA,NA,NA,NA
"Nelder-Mead26",0.415870927771523,NA,3.53040050857683e-07,99,NA,NA,0,TRUE,TRUE,0.639999999999986,4.42108494934261,NA,0,4.44709987374094,NA,"HY","NATRES",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:37,3.53040050857683e-07,NA,NA,NA,-0.985781393919042,85.6189382358138,42.3464011452328,NA,NA,NA
"Nelder-Mead36",0.323916375471161,NA,3.43376814991211e-07,75,NA,NA,0,TRUE,TRUE,0.479999999999905,4.59274543070278,NA,0,10.3591198696085,NA,"LIQ","NATRES",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:39,3.43376814991211e-07,NA,NA,NA,NA,NA,NA,0.90629615786238,11.5954845628909,9.73907709228817
"Nelder-Mead10",0.342616613464088,0.993977056855237,1.17532571651478e-07,69,NA,NA,0,TRUE,TRUE,0.289999999999964,8.5108471531202,37.5161271555009,0,10.0426335149417,24.6738822270532,"TERM","PD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:40,1.17532571651478e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead17",0.423567460737587,NA,1.23775308938881e-07,89,NA,NA,0,TRUE,TRUE,0.310000000000059,4.5755700579247,NA,0,5.2455472322088,NA,"CORP","PD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:41,1.23775308938881e-07,3.37575106669472,13.5462475382259,28.1706575074905,NA,NA,NA,NA,NA,NA
"Nelder-Mead27",0.473293987663061,NA,1.21804541864047e-07,95,NA,NA,0,TRUE,TRUE,0.279999999999973,6.45412946941713,NA,0,8.33996629347196,NA,"HY","PD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:43,1.21804541864047e-07,NA,NA,NA,2.56688089224852,55.2730566470341,46.5598570859449,NA,NA,NA
"Nelder-Mead37",0.540987671019775,NA,1.24743018384651e-07,61,NA,NA,0,TRUE,TRUE,0.25,2.95059088618343,NA,2.19613882634917e-10,3.69906545300457,NA,"LIQ","PD",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:44,1.24743018384651e-07,NA,NA,NA,NA,NA,NA,0.576054299930706,12.5928626239405,7.05681242800606
"Nelder-Mead18",1.8676235729209,-1.38433008426232,4.40227334812234e-06,65,NA,NA,0,TRUE,TRUE,0.530000000000086,27.5097401299881,114.485333467077,0,9.55742043603384,39.1761547668397,"TERM","PE",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:48,4.40227334812234e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead19",1.62380085507602,NA,4.6052053516133e-06,83,NA,NA,0,TRUE,TRUE,0.689999999999941,18.3544781321349,NA,0,6.76556258722252,NA,"CORP","PE",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:52,4.6052053516133e-06,-5.11397680137951,220.579743111229,78.6600847287848,NA,NA,NA,NA,NA,NA
"Nelder-Mead28",1.54743350577685,NA,4.4807372863996e-06,81,NA,NA,0,TRUE,TRUE,0.659999999999968,726.60065895355,NA,0,267.206315606146,NA,"HY","PE",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:22:56,4.4807372863996e-06,NA,NA,NA,-3.25947618556497,21513.0000337477,7906.21798136668,NA,NA,NA
"Nelder-Mead38",1.46375023009241,NA,4.32356863846035e-06,61,NA,NA,0,TRUE,TRUE,0.480000000000018,3.88379121308986,NA,0,2.10405085356527,NA,"LIQ","PE",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:23:00,4.32356863846035e-06,NA,NA,NA,NA,NA,NA,-1.00412973616913,19.3460227934549,7.91054644889106
"Nelder-Mead20",1.82213805433536,-2.73560125853757,9.12098850122715e-07,69,NA,NA,0,TRUE,TRUE,0.400000000000091,41.9902691813286,16.7041114581181,0,15.4481125925462,6.82674593450311,"TERM","RE",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:23:03,9.12098850122715e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead110",1.72758106827339,NA,6.52537245500407e-07,95,NA,NA,0,TRUE,TRUE,0.629999999999995,70.5371611820561,NA,0,26.6746756301968,NA,"CORP","RE",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:23:06,6.52537245500407e-07,-14.3669627443914,800.089171534285,300.395139777531,NA,NA,NA,NA,NA,NA
"Nelder-Mead29",1.37035349466717,NA,7.13633801223713e-07,75,NA,NA,0,TRUE,TRUE,0.559999999999945,1864.07007355163,NA,0,790.322120010495,NA,"HY","RE",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:23:10,7.13633801223713e-07,NA,NA,NA,-8.68862467738646,9775.10914711053,4147.66400613307,NA,NA,NA
