"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead",1.8909837578706,-1.48651553069682,1.46333740326806e-05,115,NA,NA,0,TRUE,TRUE,0.640000000000015,0.000808542503157458,0.00144877552373758,0.999995877168968,0.000289386500665418,0.000492812329740724,"TERM","ALL",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:58:28,1.46333740326806e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.5934108770236,NA,1.35933415655979e-05,255,NA,NA,0,TRUE,TRUE,1.44,0.000267559880183794,NA,0.999996360291538,0.000120092197484996,NA,"CORP","ALL",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:58:34,1.35933415655979e-05,-6.00046502767289,0.000423420309624561,0.000149171376153632,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.49467697164862,NA,1.46470403279918e-05,185,NA,NA,0,TRUE,TRUE,1.00999999999999,0.000282005943058728,NA,0.999998768861578,0.000131874879277917,NA,"HY","ALL",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:58:39,1.46470403279918e-05,NA,NA,NA,-3.69440384312503,0.0003873720870707,0.000143145983588891,NA,NA,NA
"Nelder-Mead3",1.3292404534388,NA,1.52845081919474e-05,107,NA,NA,0,TRUE,TRUE,0.509999999999991,0.000137048895646071,NA,0.99999993104297,9.42544980116247e-05,NA,"LIQ","ALL",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:58:42,1.52845081919474e-05,NA,NA,NA,NA,NA,NA,-0.885142158476796,0.000378215536356976,0.000153746582924867
"Nelder-Mead4",1.61025189840091,-0.615540592161645,7.56052120698414e-06,115,NA,NA,0,TRUE,TRUE,0.659999999999997,0.000251113959437332,0.000318654998391376,0.999999939243119,0.000103332372157623,0.000113637457864585,"TERM","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:58:46,7.56052120698414e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.57308831402478,NA,7.42954668747916e-06,131,NA,NA,0,TRUE,TRUE,0.610000000000014,0.000387524609637866,NA,0.999991259780073,0.000248585488354911,NA,"CORP","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:58:50,7.42954668747916e-06,-3.25967685817035,0.00121901617456032,0.000440287599309408,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.48559959731288,NA,7.55850168253638e-06,123,NA,NA,0,TRUE,TRUE,0.70999999999998,0.000157982155429552,NA,0.999999813749437,0.000103274356132215,NA,"HY","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:58:54,7.55850168253638e-06,NA,NA,NA,-1.56538274294888,0.000342849207524004,0.000136095097692112,NA,NA,NA
"Nelder-Mead31",1.37055768593133,NA,8.20141585877139e-06,147,NA,NA,0,TRUE,TRUE,0.680000000000007,0.000153361774401759,NA,0.999999995716657,0.000122864664149737,NA,"LIQ","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:58:56,8.20141585877139e-06,NA,NA,NA,NA,NA,NA,0.348423101177713,0.000291536512427922,0.000129580765856599
"Nelder-Mead5",0.375325385110494,1.2844995850739,1.4416937795065e-06,131,NA,NA,0,TRUE,TRUE,0.610000000000014,0.000253365183725067,6.05035491254622e-05,0.999999992531575,0.000124693910993074,0.000153866314001472,"TERM","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:58:58,1.4416937795065e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.378644351423844,NA,1.2565956116887e-06,153,NA,NA,0,TRUE,TRUE,0.639999999999986,0.000100564690586492,NA,0.999999994720461,4.91175791089024e-05,NA,"CORP","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:59:01,1.2565956116887e-06,6.68764175219476,1.30171259439697e-05,4.78958425131073e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.622775010465767,NA,1.41712290633658e-06,125,NA,NA,0,TRUE,TRUE,0.5,0.000185665648190955,NA,0.999999920666488,0.000136393275060611,NA,"HY","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:59:03,1.41712290633658e-06,NA,NA,NA,1.85189460727814,0.000251376556719627,0.000126719835271831,NA,NA,NA
"Nelder-Mead32",0.595950867792904,NA,1.12273736385435e-06,123,NA,NA,0,TRUE,TRUE,0.550000000000011,0.000217519941656398,NA,0.999999925593921,0.000148524823413935,NA,"LIQ","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:59:05,1.12273736385435e-06,NA,NA,NA,NA,NA,NA,1.2315960018236,0.000378503027756336,0.0001521647548737
"Nelder-Mead6",1.66294358418871,-1.2945517544532,5.44363360567727e-07,135,NA,NA,0,TRUE,TRUE,0.399999999999977,0.000138338542674617,0.000230129792830997,0.999999924401036,8.32144678552425e-05,0.000101834351398643,"TERM","FOF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:59:07,5.44363360567727e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.40632159614561,NA,5.15232955670412e-07,113,NA,NA,0,TRUE,TRUE,0.330000000000041,0.000100030515358782,NA,0.999998626525102,7.68843647015044e-05,NA,"CORP","FOF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:59:09,5.15232955670412e-07,-4.88042345798917,0.000331618568918909,0.000143028079517866,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.36166772011353,NA,5.11521163081699e-07,143,NA,NA,0,TRUE,TRUE,0.379999999999995,8.05416664839749e-05,NA,0.99999982669566,6.30061357342258e-05,NA,"HY","FOF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:59:12,5.11521163081699e-07,NA,NA,NA,-3.12786103840303,0.000179089974385822,8.13695759864839e-05,NA,NA,NA
"Nelder-Mead33",1.30627737621167,NA,5.21527306058767e-07,133,NA,NA,0,TRUE,TRUE,0.430000000000007,8.31240422269753e-05,NA,0.999999977486176,6.49209992523784e-05,NA,"LIQ","FOF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:59:14,5.21527306058767e-07,NA,NA,NA,NA,NA,NA,-1.29761299333819,0.000144477108556671,7.31385765931971e-05
"Nelder-Mead7",0.382324475562887,0.824086843595513,8.39102183715477e-07,109,NA,NA,0,TRUE,TRUE,0.410000000000025,7.06226150574592e-05,3.41504772415222e-05,0.99999999927069,5.01520878919992e-05,3.46700376179277e-05,"TERM","INF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:59:16,8.39102183715477e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",0.370045430983598,NA,8.2702950318816e-07,171,NA,NA,0,TRUE,TRUE,0.560000000000002,7.49321051065302e-05,NA,0.999999974909382,5.55858064197685e-05,NA,"CORP","INF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:59:17,8.2702950318816e-07,4.52151533452402,5.86157600891354e-05,3.79261405994503e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",0.455669768471031,NA,7.97871128781312e-07,139,NA,NA,0,TRUE,TRUE,0.359999999999957,7.09411297926607e-05,NA,0.999999992269911,5.38032421549604e-05,NA,"HY","INF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:59:19,7.97871128781312e-07,NA,NA,NA,2.40504295271065,6.06742320481026e-05,3.99836973171708e-05,NA,NA,NA
"Nelder-Mead34",0.516825737992598,NA,7.78896605105504e-07,153,NA,NA,0,TRUE,TRUE,0.600000000000023,3.8004500649856e-05,NA,0.999999997796576,5.42248863447435e-05,NA,"LIQ","INF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:59:21,7.78896605105504e-07,NA,NA,NA,NA,NA,NA,1.08805773417406,6.83981345611796e-05,4.77397637531843e-05
"Nelder-Mead8",0.545685236473651,0.97633629493977,8.32709437827386e-07,139,NA,NA,0,TRUE,TRUE,0.729999999999961,3.77835411245469e-05,8.35729105354274e-05,0.99999999764957,5.14327735737583e-05,4.35268056723527e-05,"TERM","MEZZ",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-06-28 12:59:23,8.32709437827386e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
