"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead",1.74657470980235,-1.27475743780624,3.68811889808069e-06,69,NA,NA,0,TRUE,TRUE,0.470000000000027,27.3039569110732,73.7146307221015,0,9.42048416771246,25.2289050179532,"TERM","ALL",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:11,3.68811889808069e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.57441532053239,NA,3.55253327920525e-06,75,NA,NA,0,TRUE,TRUE,0.560000000000002,35.731208999647,NA,0,13.1943991858461,NA,"CORP","ALL",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:15,3.55253327920525e-06,-5.26993571397449,398.140641161345,143.793280718635,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.48327171102311,NA,3.59326641878002e-06,79,NA,NA,0,TRUE,TRUE,0.670000000000016,12.736546427527,NA,0,4.93752743102437,NA,"HY","ALL",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:19,3.59326641878002e-06,NA,NA,NA,-3.33258136188685,157.854811105824,57.9229960108796,NA,NA,NA
"Nelder-Mead3",1.37899285692172,NA,3.71380945251749e-06,63,NA,NA,0,TRUE,TRUE,0.410000000000025,40.6810814308084,NA,0,17.5600389927113,NA,"LIQ","ALL",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:22,3.71380945251749e-06,NA,NA,NA,NA,NA,NA,-0.927902872527284,213.549244724481,95.2750671472956
"Nelder-Mead4",1.58713924112057,-0.532279236979304,1.63760905624645e-06,63,NA,NA,0,TRUE,TRUE,0.449999999999989,906.135071709268,1991.65310204971,0,361.404418436356,793.31935645247,"TERM","BO",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:24,1.63760905624645e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.55057829093611,NA,1.58720938611183e-06,75,NA,NA,0,TRUE,TRUE,0.560000000000002,7.98823710643686,NA,0,3.44460111364467,NA,"CORP","BO",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:28,1.58720938611183e-06,-2.72518353842724,102.909388047004,39.7208398480227,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.49183769283713,NA,1.60521196749114e-06,71,NA,NA,0,TRUE,TRUE,0.629999999999995,8.72854206458913,NA,0,4.09342235518218,NA,"HY","BO",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:31,1.60521196749114e-06,NA,NA,NA,-1.56010406543896,81.7172791201392,33.6613274817587,NA,NA,NA
"Nelder-Mead31",1.3864961053936,NA,1.70446849578741e-06,53,NA,NA,0,TRUE,TRUE,0.360000000000014,1.85968424116821,NA,0.422921056415971,1.09025623000959,NA,"LIQ","BO",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:33,1.70446849578741e-06,NA,NA,NA,NA,NA,NA,-0.0400475689697487,16.7073021191551,7.33172013114591
"Nelder-Mead5",0.497625132637904,1.05753579781371,3.89774404906598e-07,63,NA,NA,0,TRUE,TRUE,0.360000000000014,11.0556825115731,43.9260534665141,0,7.82918316719515,28.248926545372,"TERM","DD",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:35,3.89774404906598e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.522217105709433,NA,3.36328213544718e-07,73,NA,NA,0,TRUE,TRUE,0.519999999999982,1.12013438210826,NA,0,3.04145085230045,NA,"CORP","DD",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:37,3.36328213544718e-07,4.66805375157838,77.6017573051521,42.6147865079681,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.665973398134747,NA,3.76206059854224e-07,61,NA,NA,0,TRUE,TRUE,0.339999999999975,15.4220551018305,NA,0,7.19775016809042,NA,"HY","DD",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:39,3.76206059854224e-07,NA,NA,NA,2.49452761904813,92.2731015667839,66.1161553509634,NA,NA,NA
"Nelder-Mead32",0.650414026856271,NA,3.33149580643052e-07,61,NA,NA,0,TRUE,TRUE,0.310000000000002,242.364861094787,NA,0,337.133781732226,NA,"LIQ","DD",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:40,3.33149580643052e-07,NA,NA,NA,NA,NA,NA,1.30842535383597,49.103180813972,62.2282528433188
"Nelder-Mead6",1.93381171931099,-1.55504106137705,2.52936672292781e-07,67,NA,NA,0,TRUE,TRUE,0.189999999999998,17.9712976801374,25.8416470329022,0,8.43935494361447,13.5899900009813,"TERM","FOF",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:42,2.52936672292781e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.68632746405599,NA,2.51645427574549e-07,81,NA,NA,0,TRUE,TRUE,0.349999999999966,20.0633305658492,NA,0,8.86007591146769,NA,"CORP","FOF",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:44,2.51645427574549e-07,-6.25010187368571,176.099561335372,86.2595168498247,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.66081680038763,NA,2.29699760745242e-07,83,NA,NA,0,TRUE,TRUE,0.28000000000003,5.2795265418049,NA,0,3.94922672930867,NA,"HY","FOF",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:47,2.29699760745242e-07,NA,NA,NA,-5.78894807531372,81.042021336097,34.2968119493,NA,NA,NA
"Nelder-Mead33",1.56931128056094,NA,2.27153596809209e-07,77,NA,NA,0,TRUE,TRUE,0.379999999999995,51.3419310644021,NA,0,27.5610627699276,NA,"LIQ","FOF",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:49,2.27153596809209e-07,NA,NA,NA,NA,NA,NA,-2.59245785397023,247.625055799108,137.66933509619
"Nelder-Mead7",0.5175718518035,0.432912666224917,2.61037694234694e-07,77,NA,NA,0,TRUE,TRUE,0.349999999999966,8.99489934988037,126.32046879936,0,5.88044983368257,58.3256579964064,"TERM","INF",150,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-06-28 13:15:51,2.61037694234694e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
