"","MKT","TERM","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.TERM","Wald.p.value.MKT_1","SE.MKT.indep","SE.TERM.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","CORP","SE.CORP","SE.CORP.indep","HY","SE.HY","SE.HY.indep","LIQ","SE.LIQ","SE.LIQ.indep"
"Nelder-Mead",1.51591959525108,-0.681699115222182,0.00347930632106776,65,NA,NA,0,TRUE,TRUE,0.330000000000041,43.39415994415,133.186203374116,0,15.7345554101424,48.1991080141237,"TERM","ALL",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:30:55,0.00347930632106776,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.46074084088031,NA,0.00340949583096182,71,NA,NA,0,TRUE,TRUE,0.299999999999955,8.64648573296846,NA,0,3.23367771752649,NA,"CORP","ALL",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:30:59,0.00340949583096182,-3.03852870458068,152.762696194284,56.9998983996124,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.38487442862481,NA,0.00343281717617239,69,NA,NA,0,TRUE,TRUE,0.309999999999945,7.85943425446075,NA,0,3.60232307708259,NA,"HY","ALL",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:03,0.00343281717617239,NA,NA,NA,-1.78431105584103,138.759064690309,58.5585289158283,NA,NA,NA
"Nelder-Mead3",1.3206641215972,NA,0.00376095618820671,61,NA,NA,0,TRUE,TRUE,0.5,2.77895437679347,NA,0,1.21176775236935,NA,"LIQ","ALL",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:07,0.00376095618820671,NA,NA,NA,NA,NA,NA,-0.507525216348086,31.7426399045365,14.3117710701114
"Nelder-Mead4",1.7281095976525,-0.631934326127089,0.00294477427729726,57,NA,NA,0,TRUE,TRUE,0.560000000000059,118.846772886753,250.533613787957,0,47.7173022430805,99.9570593846706,"TERM","BO",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:10,0.00294477427729726,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.6806906170868,NA,0.00294194582568737,71,NA,NA,0,TRUE,TRUE,0.360000000000014,20.8344959375468,NA,0,9.14114319816599,NA,"CORP","BO",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:15,0.00294194582568737,-3.13113692314875,224.202856042767,94.1426279570613,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.59751608731766,NA,0.00293349773399631,151,NA,NA,0,TRUE,TRUE,0.819999999999936,0.00100976443969533,NA,0.99995983416975,0.000415448298463826,NA,"HY","BO",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:21,0.00293349773399631,NA,NA,NA,-1.71748371415721,0.00495717437399138,0.00385449017312564,NA,NA,NA
"Nelder-Mead31",1.51829383905778,NA,0.00316225737460474,115,NA,NA,0,TRUE,TRUE,0.860000000000014,1.1559337064179,NA,5.29665755699682e-10,0.969394476557614,NA,"LIQ","BO",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:24,0.00316225737460474,NA,NA,NA,NA,NA,NA,-0.332218300002299,18.6835272905273,8.16219468083324
"Nelder-Mead5",0.509672569948855,1.24829096758037,0.000589626840275517,57,NA,NA,0,TRUE,TRUE,0.220000000000027,8.06350989696802,36.0516042725039,0,4.53358082083846,18.6460293186818,"TERM","DD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:26,0.000589626840275517,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.372532917225312,NA,0.000350541490444877,71,NA,NA,0,TRUE,TRUE,0.480000000000018,1.94256737813363,NA,0,2.40065725463929,NA,"CORP","DD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:29,0.000350541490444877,5.43830486617399,39.2007705833473,16.3446368371763,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.601498591013376,NA,0.000514152945134752,63,NA,NA,0,TRUE,TRUE,0.310000000000059,5.4157889747279,NA,0,3.29286521060795,NA,"HY","DD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:31,0.000514152945134752,NA,NA,NA,3.3211429157202,75.0455105696989,37.2389624226798,NA,NA,NA
"Nelder-Mead32",0.55830931699858,NA,0.0003658081521004,67,NA,NA,0,TRUE,TRUE,0.420000000000073,14.1471950724218,NA,0,8.86898768921594,NA,"LIQ","DD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:33,0.0003658081521004,NA,NA,NA,NA,NA,NA,1.76262684463442,10.7290019760429,7.03751047070013
"Nelder-Mead6",1.55131364766283,-1.25588783919429,6.36062313889047e-05,65,NA,NA,0,TRUE,TRUE,0.200000000000045,41.8010035054289,14.1699843124625,0,18.8054870254184,14.1280855452985,"TERM","FOF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:35,6.36062313889047e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.43475959410033,NA,6.14201542740629e-05,73,NA,NA,0,TRUE,TRUE,0.310000000000059,530.419967039201,NA,0,244.698275298287,NA,"CORP","FOF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:37,6.14201542740629e-05,-6.00991035756475,9184.82312840632,4231.44687076637,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.33986473302528,NA,5.98345264216577e-05,71,NA,NA,0,TRUE,TRUE,0.240000000000009,33.6790002862582,NA,0,18.5302635928932,NA,"HY","FOF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:40,5.98345264216577e-05,NA,NA,NA,-3.80254377737879,454.074656802434,230.93764091187,NA,NA,NA
"Nelder-Mead33",1.24270890655395,NA,6.34850787013963e-05,65,NA,NA,0,TRUE,TRUE,0.299999999999955,16.2793696975993,NA,0,10.188907028328,NA,"LIQ","FOF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:42,6.34850787013963e-05,NA,NA,NA,NA,NA,NA,-1.50161987130845,68.1362738631366,37.9255512579902
"Nelder-Mead7",0.597115469449818,0.771027065814496,0.00041993492556437,65,NA,NA,0,TRUE,TRUE,0.230000000000018,11.2359329854681,106.490795450005,0,9.73419802186629,93.7707697328327,"TERM","INF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:43,0.00041993492556437,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",0.749536800024818,NA,0.000460872041699175,69,NA,NA,0,TRUE,TRUE,0.209999999999923,4.44820975925565,NA,0,6.76467478324477,NA,"CORP","INF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:45,0.000460872041699175,1.8598807283583,58.6482679494013,48.0459854578509,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",0.72014660214953,NA,0.000431683498342782,103,NA,NA,0,TRUE,TRUE,0.419999999999959,4.88167102787237,NA,0,5.21585036259835,NA,"HY","INF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:47,0.000431683498342782,NA,NA,NA,1.807002377138,192.65490116101,131.470798749051,NA,NA,NA
"Nelder-Mead34",0.780691842217447,NA,0.000443788737683847,59,NA,NA,0,TRUE,TRUE,0.32000000000005,2.03900690232853,NA,9.27543264417352e-10,4.73847932892661,NA,"LIQ","INF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:48,0.000443788737683847,NA,NA,NA,NA,NA,NA,0.670897613526154,9.59841435925231,10.1278435106815
"Nelder-Mead8",0.373992563103024,1.29407549865788,0.000101048655265777,67,NA,NA,0,TRUE,TRUE,0.480000000000018,2.23178937481703,12.6091744683525,0,1.14316136327854,6.77817311826538,"TERM","MEZZ",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:50,0.000101048655265777,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead15",0.528338080688401,NA,0.000101236252418624,71,NA,NA,0,TRUE,TRUE,0.520000000000095,1.37447255453121,NA,0,1.28033253029739,NA,"CORP","MEZZ",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:53,0.000101236252418624,4.43325849997147,31.0124032276533,19.5972217215814,NA,NA,NA,NA,NA,NA
"Nelder-Mead25",0.59427157646319,NA,9.81505834147921e-05,67,NA,NA,0,TRUE,TRUE,0.370000000000005,67.1359099415214,NA,0,72.9315936457727,NA,"HY","MEZZ",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:55,9.81505834147921e-05,NA,NA,NA,2.25087104296478,343.108068648592,355.408474081327,NA,NA,NA
"Nelder-Mead35",0.616102014975882,NA,8.98682906945344e-05,65,NA,NA,0,TRUE,TRUE,0.340000000000032,1.02394848371859,NA,7.43849426498855e-15,1.22158313004161,NA,"LIQ","MEZZ",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:31:57,8.98682906945344e-05,NA,NA,NA,NA,NA,NA,1.12440828260732,7.22572946348503,5.06482307321606
"Nelder-Mead9",0.557210287970724,-1.41815600710881,0.000455330552052152,73,NA,NA,0,TRUE,TRUE,0.309999999999945,13.0974557197312,50.2731005810935,0,6.20143607701536,24.0153464785756,"TERM","NATRES",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:32:00,0.000455330552052152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead16",0.323122065369535,NA,0.000496400988463411,73,NA,NA,0,TRUE,TRUE,0.200000000000045,3.17509938709884,NA,0,2.88999354391602,NA,"CORP","NATRES",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:32:04,0.000496400988463411,-1.76429088158239,61.5624231712973,39.8381252973209,NA,NA,NA,NA,NA,NA
"Nelder-Mead26",0.33027363325676,NA,0.000478602172699012,185,NA,NA,0,TRUE,TRUE,1.05999999999995,4.71222329125138,NA,0,2.94094993143298,NA,"HY","NATRES",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:32:09,0.000478602172699012,NA,NA,NA,-2.70962664017892,97.4525770127549,53.5803921128048,NA,NA,NA
"Nelder-Mead36",0.25311635480067,NA,0.000494810319876875,65,NA,NA,0,TRUE,TRUE,0.25,1.43495186954839,NA,0.0149337808685599,1.80114857630543,NA,"LIQ","NATRES",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:32:12,0.000494810319876875,NA,NA,NA,NA,NA,NA,-0.535227161175158,6.43338736873824,8.12633785072295
"Nelder-Mead10",0.00615427439433827,1.85721973379018,8.2820680561289e-05,71,NA,NA,0,TRUE,TRUE,0.210000000000036,4.85254485144669,21.8382385587901,0,2.70261087781438,11.7442525378285,"TERM","PD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear",2023-06-28 13:32:14,8.2820680561289e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
