"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.057666015625,22713.7138788097,24,NA,NA,0,TRUE,TRUE,0.328,0.910083868528366,0.958145505519401,1.8419566268061,"MKT","PE",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:26,22713.7138788097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.03202314610265,20421.8244604883,103,NA,NA,0,TRUE,TRUE,1.443,1.95856875707786,0.000346656342849361,3.41618131485645,"ME","PE",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:29,20421.8244604883,0.561060360299187,7.03992109670391,6.5677470430801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.03539571008878,22215.2864204746,57,NA,NA,0,TRUE,TRUE,0.709,1.45808204686881,0,1.71170747133615,"IA","PE",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:31,22215.2864204746,NA,NA,NA,0.299265655467753,45.6669377796184,22.4540447515843,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.835148272010334,17671.2458968789,63,NA,NA,0,TRUE,TRUE,0.786,3.18665964196338,0.531032224721844,2.49646841894896,"ROE","PE",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:34,17671.2458968789,NA,NA,NA,NA,NA,NA,0.880494957004587,0.751464296317975,1.23537481480049,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.810429107755564,18780.5486893585,59,NA,NA,0,TRUE,TRUE,0.767999999999999,21.7447420482914,0,18.8084581498391,"EG","PE",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:36,18780.5486893585,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523291003391013,10.1801162109555,7.97340306420208,NA,NA,NA
"Nelder-Mead5",0.566325122875158,17996.047759822,75,NA,NA,0,FALSE,TRUE,0.929,0.059579582040651,0.999666330166922,0.0253444211558115,"Alpha","PE",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:40,17996.047759822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00378438537863816,0.000839105906446386,0.0003459461086429
"Nelder-Mead6",0.989453125,7506.16253045203,20,NA,NA,0,TRUE,TRUE,0.236,3.43516366463302,0.971098772363267,3.77558457198305,"MKT","VC",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:27,7506.16253045203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.16231013868592,5582.64415528053,57,NA,NA,0,TRUE,TRUE,0.697,8.06087374174164,0.00101708732624861,8.48386793182552,"ME","VC",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:31,5582.64415528053,-1.25653895603419,3.18103717728852,3.05737502016004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.14165194124297,5988.48301779726,55,NA,NA,0,TRUE,TRUE,0.673,18.631434167724,0,19.0678458980083,"IA","VC",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:34,5988.48301779726,NA,NA,NA,-1.5532671868193,14.0570487711674,13.3132388654469,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.45483554595749,6037.9528752788,57,NA,NA,0,TRUE,TRUE,0.703000000000001,16.1106761365635,2.3307238544712e-06,8.51591567906866,"ROE","VC",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:38,6037.9528752788,NA,NA,NA,NA,NA,NA,-1.23177238073513,9.76168974319281,4.35961110616893,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.54219844038499,6371.07605330947,55,NA,NA,0,TRUE,TRUE,0.680999999999999,11.580445489833,0.0272781682829462,5.79536623337773,"EG","VC",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:41,6371.07605330947,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.883018451230146,5.26114307849188,2.09680208751052,NA,NA,NA
"Nelder-Mead51",1.93273158056016,5172.13519448099,77,NA,NA,0,FALSE,TRUE,0.995000000000001,0.00368930585423823,0.99999406085009,0.00148427663578119,"Alpha","VC",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:44,5172.13519448099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00616682089322803,0.000906568599711828,0.000338723868485092
"Nelder-Mead7",0.81181640625,3848.3184815503,28,NA,NA,0,TRUE,TRUE,0.276,0.530481890588937,0.92048088735431,1.3829945734371,"MKT","PD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:27,3848.3184815503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.729145051606826,3155.98926297303,61,NA,NA,0,TRUE,TRUE,0.627,2.92004824620706,0.159238233035179,2.04343173237985,"ME","PD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:29,3155.98926297303,0.68566592753738,1.77639424611095,2.37284400851955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.741985840639609,3600.23205047052,61,NA,NA,0,TRUE,TRUE,0.561999999999999,2.81796192667905,9.46199638640621e-08,2.22343814398677,"IA","PD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:30,3600.23205047052,NA,NA,NA,0.476232354882632,10.7199262845089,13.2123230148834,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.786317750840681,3794.24296916763,51,NA,NA,0,TRUE,TRUE,0.540999999999999,0.517188534076999,0.940556352592619,1.37909788179976,"ROE","PD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:33,3794.24296916763,NA,NA,NA,NA,NA,NA,0.176288390249829,1.92773192457307,1.20846271240351,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.73604563496674,3695.0710068878,51,NA,NA,0,TRUE,TRUE,0.512,1.43692846916208,0.94547125691515,1.47386091171745,"EG","PD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-07-04 12:24:36,3695.0710068878,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213457383074365,2.38650170577289,1.65145901748064,NA,NA,NA
