"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.05673828125,32972.3626732529,24,NA,NA,0,TRUE,TRUE,0.191,0.895892633291955,0.959459863097539,1.81506375557902,"MKT","PE",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:21:56,16998.3490275277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.03092227330462,29435.0462928978,65,NA,NA,0,TRUE,TRUE,0.57,2.10343779041032,1.55875312657372e-13,3.43096260192999,"ME","PE",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:21:57,17436.6376153667,0.579967658630722,13.1605539092347,12.5746524925999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.03459716602724,32241.9069420804,59,NA,NA,0,TRUE,TRUE,0.532,1.4427724977885,1.69964042839865e-12,1.89262908608893,"IA","PE",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:21:59,15022.626153672,NA,NA,NA,0.320081964829342,22.8774994216689,12.6672185052168,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.767131233771336,22191.0670695033,65,NA,NA,0,TRUE,TRUE,0.561999999999999,5.59645073484133,0.90382491315009,2.34753177661943,"ROE","PE",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:01,48411.3876854036,NA,NA,NA,NA,NA,NA,1.27509993848889,1.16585634169327,0.687618425341775,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.733271882879734,25094.9966135026,61,NA,NA,0,TRUE,TRUE,0.510000000000001,129.581736889663,0,53.8809128551582,"EG","PE",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:03,39701.2366065061,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.719358592429128,15.5852703169539,6.65713218187198,NA,NA,NA
"Nelder-Mead5",0.550999295719536,25711.8213674183,75,NA,NA,0,FALSE,TRUE,0.745999999999999,0.109082293688905,0.99880111137944,0.0520916175634542,"Alpha","PE",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:06,17934.8554154523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00389982984741942,0.000973953742954094,0.000401495627514246
"Nelder-Mead6",0.80703125,7557.39295783228,24,NA,NA,0,TRUE,TRUE,0.203,2.71699113722463,0.600073802729263,2.46657429018447,"MKT","VC",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:21:56,21968.4408856984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.05939310543791,5316.88163361881,63,NA,NA,0,TRUE,TRUE,0.566,3.41971793866286,0,4.46320331533292,"ME","VC",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:21:59,18100.8368132194,-1.1756588165042,42.4066223365834,17.7352658854104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.0606263150282,5798.79125013253,65,NA,NA,0,TRUE,TRUE,0.561000000000001,3.5157744975124,0,4.53070534455538,"IA","VC",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:02,20202.5581314967,NA,NA,NA,-1.59681568014211,18.1189502983089,7.95574863837373,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.35575553425231,5809.18924833139,59,NA,NA,0,TRUE,TRUE,0.468999999999999,9.83439352869084,0.00419767828501016,4.06898730823831,"ROE","VC",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:05,21630.6125042586,NA,NA,NA,NA,NA,NA,-1.23688774713624,4.93858511124382,3.71614958499495,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.48888336912386,5909.60336489705,89,NA,NA,0,TRUE,TRUE,0.779999999999999,10.8940087785882,0.00562341207661377,4.26034300636829,"EG","VC",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:09,21917.4433623998,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.972008849262266,3.35561815431405,2.25157782599537,NA,NA,NA
"Nelder-Mead51",1.75160753887619,4826.07411016613,81,NA,NA,0,FALSE,TRUE,0.654999999999999,10.5611587642452,2.07611705604904e-14,5.68827825254856,"Alpha","VC",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:10,16161.7767916774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00558318983432243,0.0105694965091225,0.00541157111262082
"Nelder-Mead7",0.826171875,4639.14235632708,28,NA,NA,0,TRUE,TRUE,0.203,0.412860057563567,0.942787582213695,1.37465016509553,"MKT","PD",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:21:56,12185.9843007466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.741065550551788,3300.02977754353,63,NA,NA,0,TRUE,TRUE,0.497,5.15078611272458,1.11022302462516e-16,3.58800125945731,"ME","PD",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:21:58,13232.3243079354,0.75703612837043,13.0719968275465,10.7185666323738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.729747349115859,3745.52739471211,63,NA,NA,0,TRUE,TRUE,0.494,2.59155981114586,3.4832333614121e-06,1.77194654192118,"IA","PD",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:21:59,16746.2068618891,NA,NA,NA,0.784860206273333,5.75112925384394,4.20863225056142,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.773367867057095,4215.48280124389,57,NA,NA,0,TRUE,TRUE,0.443000000000001,1.92373448842994,0.730004977917742,4.15863051998532,"ROE","PD",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:00,17346.8179342394,NA,NA,NA,NA,NA,NA,0.452393688277516,1.38081214953055,3.30761379068778,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.648327330168103,3516.09382112249,55,NA,NA,0,FALSE,TRUE,0.380000000000001,2.90839498982194,2.29692376230162e-10,1.43140974592778,"EG","PD",180,0,12,"1991","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:02,22763.3796425928,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56522761338274,10.0721404125612,4.5131891350787,NA,NA,NA
