"","Weighting","Inference","MKT","SE.MKT","SE.MKT.indep","Coef","SE.Coef","SE.Coef.indep"
"sum.abs","EW_2011","asymptotic",0.750008588888889,5.14511616952778,4.50879516927778,0.730477113666667,7.14004336170833,5.97882774963889
