"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.5306640625,21295.3163734964,26,NA,NA,0,TRUE,TRUE,0.296,0.540128445778929,0.774398125845053,0.579033874323223,"MKT","PE",180,0,12,"2006","EW_VYP","L2_Lasso","linear",2020-07-04 12:23:41,372291.844756257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.55303508052603,12186.34706171,57,NA,NA,0,TRUE,TRUE,0.659,1.63287340355287,2.31898944491604e-11,1.53800572660745,"ME","PE",180,0,12,"2006","EW_VYP","L2_Lasso","linear",2020-07-04 12:23:43,412853.272138981,0.824442346068099,7.46135340486675,10.8356742674616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.28505571979395,18019.5577079834,55,NA,NA,0,TRUE,TRUE,0.603,1.93181792592584,0.857244875639772,1.1534733906741,"IA","PE",180,0,12,"2006","EW_VYP","L2_Lasso","linear",2020-07-04 12:23:45,266921.405022788,NA,NA,NA,0.633048656025221,1.65668208122669,1.43055504712641,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.194606745895,18695.0982493743,49,NA,NA,0,TRUE,TRUE,0.487,1.07827610556691,0.812913836284779,0.847134687817814,"ROE","PE",180,0,12,"2006","EW_VYP","L2_Lasso","linear",2020-07-04 12:23:47,225556.265800889,NA,NA,NA,NA,NA,NA,0.484025332471356,1.71327226449552,0.765489574552639,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.20892222289231,18825.2894881901,51,NA,NA,0,TRUE,TRUE,0.511,4.33840564527408,0.937645820676307,2.85827671492684,"EG","PE",180,0,12,"2006","EW_VYP","L2_Lasso","linear",2020-07-04 12:23:49,258819.272137868,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318785804942217,3.91718053254145,2.2960809604394,NA,NA,NA
"Nelder-Mead5",0.901001081054964,11974.1102536214,81,NA,NA,0,FALSE,TRUE,0.854000000000001,5.43645748105613,0.865215547483812,5.06954775553132,"Alpha","PE",180,0,12,"2006","EW_VYP","L2_Lasso","linear",2020-07-04 12:23:52,374945.724426283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00454689534198399,0.0242468824351798,0.0142792415647528
"Nelder-Mead6",3.5025390625,9364.87755500269,34,NA,NA,0,TRUE,TRUE,0.391,0.81992697223532,0.0401794522046757,0.838280598303479,"MKT","VC",180,0,12,"2006","EW_VYP","L2_Lasso","linear",2020-07-04 12:23:41,231494.200115932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.52615548385358,7454.23855613893,63,NA,NA,0,TRUE,TRUE,0.654,9.52571146521299,0.0201457363097488,6.4269012766036,"ME","VC",180,0,12,"2006","EW_VYP","L2_Lasso","linear",2020-07-04 12:23:45,31068.5687097061,-1.24391914990347,5.60334791958551,2.93593531653622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.24481736765227,8227.58411281346,63,NA,NA,0,TRUE,TRUE,0.562,1.85799119818293,0.144084678526294,1.14957959715144,"IA","VC",180,0,12,"2006","EW_VYP","L2_Lasso","linear",2020-07-04 12:23:48,17960.786247821,NA,NA,NA,-1.48353728011489,1.46800695904217,1.36702542899572,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",2.78699774837568,7238.29521764943,85,NA,NA,0,TRUE,TRUE,0.838000000000001,3.14054450106462,7.04960462005744e-07,1.97981093349846,"ROE","VC",180,0,12,"2006","EW_VYP","L2_Lasso","linear",2020-07-04 12:23:50,115794.211676517,NA,NA,NA,NA,NA,NA,-0.77510653639112,0.412567942478271,0.417120031002509,NA,NA,NA,NA,NA,NA
