"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.057421875,30972.6043837165,24,NA,NA,0,TRUE,TRUE,0.22,1.07979221743678,0.950559890487715,2.17090854402027,"MKT","PE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:15,30612.3336033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.02976159198283,29282.7601720593,81,NA,NA,0,TRUE,TRUE,0.78,1.50342231047985,0,2.97362782112142,"ME","PE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:18,33900.7949075226,0.595154966042421,44.7820404936576,24.1976395744952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.05750477130933,30972.5991656795,67,NA,NA,0,TRUE,TRUE,0.568,1.33001400387407,0.997497287131273,2.28752722650667,"IA","PE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:19,30629.1701489163,NA,NA,NA,-0.0011821763153421,8.60702563834469,6.36890395465455,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.813846702272966,24225.5076460708,63,NA,NA,0,TRUE,TRUE,0.543,2.7295093650434,0.947519953662694,1.95380684242957,"ROE","PE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:21,49447.6903021102,NA,NA,NA,NA,NA,NA,1.00039393857909,0.514118624451927,0.520157925852148,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.710676981915497,25232.0056027438,57,NA,NA,0,TRUE,TRUE,0.46,32.3362938923953,0,13.8356107983963,"EG","PE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:22,71168.8690797661,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757726048424443,11.6037163393788,5.12406269896022,NA,NA,NA
"Nelder-Mead5",0.5599521653121,25602.547145442,79,NA,NA,0,FALSE,TRUE,0.632,0.028018083239476,0.999924030706965,0.0134683806954166,"Alpha","PE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:25,35516.6355586853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00382602198697896,0.000829886464824653,0.000343273697828551
"Nelder-Mead6",0.8111328125,6489.64384321791,26,NA,NA,0,TRUE,TRUE,0.244,2.68753154992238,0.61174334246118,2.47334825736996,"MKT","VC",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:16,47943.6600778207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.1637947524907,3174.65076666077,63,NA,NA,0,TRUE,TRUE,0.555,2.84417186301976,0,2.41418496329951,"ME","VC",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:19,35711.983010601,-1.58476136751782,64.6047868201585,29.7113438896989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.21630403078417,3808.41028591027,69,NA,NA,0,TRUE,TRUE,0.601,15.0539786669296,0,6.71777605026384,"IA","VC",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:22,38601.9332063917,NA,NA,NA,-2.28154086704833,9.92928358444657,5.07103709851033,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.46226874476203,4227.00309098805,65,NA,NA,0,TRUE,TRUE,0.665999999999999,8.56189337685848,5.18474152499948e-14,3.37258858324615,"ROE","VC",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:25,36637.3422966036,NA,NA,NA,NA,NA,NA,-1.43209496399182,7.97043573745969,4.85857716121483,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.66091906431786,4029.42740926506,63,NA,NA,0,TRUE,TRUE,0.568,25.7289905502188,0,10.6274085500422,"EG","VC",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:27,41877.7369410244,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.18514069601743,5.1682154259728,3.76394062802377,NA,NA,NA
"Nelder-Mead51",1.82472712597488,3290.64454339226,81,NA,NA,0,FALSE,TRUE,0.707000000000001,0.429625191444923,0.939153612358683,0.165794883121399,"Alpha","VC",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:29,34137.2920919575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00596699714278729,0.0017833980627549,0.000753824157644991
"Nelder-Mead7",0.83369140625,4472.22620534042,28,NA,NA,0,TRUE,TRUE,0.19,0.526283282504151,0.930253870687287,1.59011288966924,"MKT","PD",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:16,5507.49031314019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.740311102373706,3786.30558353089,67,NA,NA,0,TRUE,TRUE,0.429,2.74421031948705,2.40849984400882e-09,2.03435638316504,"ME","PD",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:17,9184.6601855986,0.750595898214726,7.54716817206813,3.68071383438073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.770947575054198,4312.92415902197,61,NA,NA,0,TRUE,TRUE,0.415,1.91485276092037,0,1.76362039939062,"IA","PD",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:18,9145.81937088512,NA,NA,NA,0.453274728529914,87.5671644837141,49.2468998970758,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.804554391616381,4363.23537060051,57,NA,NA,0,TRUE,TRUE,0.334,2.28484516399334,0.210665967349432,3.22665759297144,"ROE","PD",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:19,7955.58939052837,NA,NA,NA,NA,NA,NA,0.231423163760111,9.49618110233596,8.37251391261741,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.722051289619275,4126.7721184952,55,NA,NA,0,TRUE,TRUE,0.348,1.78615357772443,0,2.69888378929129,"EG","PD",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:21,11710.7362622594,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341539805727666,31.5098799870308,15.7109390288821,NA,NA,NA
"Nelder-Mead52",0.557836547349851,3858.0137437725,123,NA,NA,0,FALSE,TRUE,0.748,0.098130053758119,0.999059253333578,0.0424296318536406,"Alpha","PD",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:23,7918.27858236374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00240404544016567,0.00138320880776958,0.000600705793348577
"Nelder-Mead8",0.5837890625,20937.4987120715,26,NA,NA,0,TRUE,TRUE,0.113,4.57975962182325,0.0566312600636563,4.8773108569161,"MKT","RE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:24,4817.41657713368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.11732033687454,11600.1651896253,89,NA,NA,0,TRUE,TRUE,0.356,52.6158602345686,0,26.9911360083993,"ME","RE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:26,64853.1224012078,-3.13862696170788,72.3415949703315,35.7166428974112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.24545512687285,8929.73982508857,79,NA,NA,0,TRUE,TRUE,0.325000000000001,90.2883053346827,0,49.2604974837147,"IA","RE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:28,73468.9303089416,NA,NA,NA,-3.84611133499526,112.320356772363,62.8519718356084,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead33",0.179122709415447,9802.47448216555,89,NA,NA,0,FALSE,TRUE,0.443000000000001,1.50276948343278,0.0019983853710096,1.80673914588074,"ROE","RE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:29,23806.1422509499,NA,NA,NA,NA,NA,NA,4.45570351506952,1.02763767337378,1.3750072760421,NA,NA,NA,NA,NA,NA
"Nelder-Mead43",1.08742168701592,20043.8096460229,67,NA,NA,0,TRUE,TRUE,0.252000000000001,40.913641826144,0,19.6139594126446,"EG","RE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:30,17833.1066063636,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17253544776249,46.6770125105722,23.5057810191207,NA,NA,NA
"Nelder-Mead53",2.10475422561076,16781.5768506324,83,NA,NA,0,FALSE,TRUE,0.290000000000001,49.1555014957451,0,21.6744345291467,"Alpha","RE",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:31,17141.8570077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0117428250672928,0.317025844043588,0.137121573560173
"Nelder-Mead9",0.235351562499999,5988.39419139177,28,NA,NA,0,TRUE,TRUE,0.135,1.61651910996124,0.216432986736761,3.62193281304522,"MKT","NATRES",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:26,8223.05644506179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",0.643728011945443,5047.23899979671,121,NA,NA,0,TRUE,TRUE,0.577,1.80050463619711,0,1.76657083052986,"ME","NATRES",180,0,12,"1994","EW_VYP","L2_Lasso","linear",2020-07-04 12:22:27,8916.39906035515,3.50573047653278,18.4566890655314,10.4035585027854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
