"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.67578125,215.889279916252,30,NA,NA,0,TRUE,TRUE,33.217,1.41575051725618,0.0176687288620782,"MKT","PE",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:17:29,1277.99463440886,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.06800520418428,214.910280297031,57,NA,NA,0,TRUE,TRUE,66.676,3.99763575114155,0.130229300252724,"ME","PE",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:21:34,968.330375984191,0.641059309168214,4.02041373569909,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.86222092271874,209.218077319289,77,NA,NA,0,TRUE,TRUE,79.597,1.32242010850693,0,"IA","PE",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:25:07,1032.52347976303,NA,NA,3.72349562542619,2.52955465539586,NA,NA,NA,NA
"Nelder-Mead3",2.10854371448057,177.884532544256,81,NA,NA,0,TRUE,TRUE,79.879,2.20042275800959,0.0216594960271344,"ROE","PE",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:28:23,1136.46680676861,NA,NA,NA,NA,3.58608616554387,1.31260969187829,NA,NA
"Nelder-Mead4",2.04995505424044,209.476890858806,71,NA,NA,0,TRUE,TRUE,71.775,1.83684236974369,1.4432899320127e-15,"EG","PE",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:31:26,840.579148103245,NA,NA,NA,NA,NA,NA,3.20770679864745,3.04270590090221
"Nelder-Mead5",2.27890625,117.539834049681,26,NA,NA,0,TRUE,TRUE,6.671,1.08389587980316,0.165685470601506,"MKT","VC",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:15:45,640.734202970369,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",0.335135431215168,112.990556370645,55,NA,NA,0,TRUE,TRUE,15.239,1.94214251428794,1.10456813695592e-08,"ME","VC",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:16:46,1148.08223457398,2.31833855547011,2.10343703324692,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.91852288016704,115.143888565787,67,NA,NA,0,TRUE,TRUE,18.554,0.896332496205368,6.71825193765407e-06,"IA","VC",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:17:57,652.770306665455,NA,NA,2.37354521360709,2.0271665224832,NA,NA,NA,NA
"Nelder-Mead31",1.33604130197133,102.025745779332,63,NA,NA,0,TRUE,TRUE,16.392,1.09427203661486,0.0432844468863827,"ROE","VC",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:18:58,977.540531811044,NA,NA,NA,NA,3.43709366222861,0.77747028449094,NA,NA
"Nelder-Mead41",1.32630052442859,109.610449744895,69,NA,NA,0,TRUE,TRUE,19.984,1.01848856526831,9.86502931010769e-07,"EG","VC",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:20:07,676.831398979187,NA,NA,NA,NA,NA,NA,4.03895378140397,1.31939418435614
"Nelder-Mead6",1.780859375,240.155318901478,28,NA,NA,0,TRUE,TRUE,4.299,37.4857354202748,0,"MKT","PD",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:15:37,1560.83788405981,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",2.05578627223134,239.555924632598,61,NA,NA,0,TRUE,TRUE,7.858,6.10445533180318,0,"ME","PD",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:16:08,1825.84170026593,-0.383101516766284,17.5141236462811,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.78587182518095,240.152104540615,61,NA,NA,0,TRUE,TRUE,9.799,16.0316390455049,0,"IA","PD",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:16:41,1569.14694379457,NA,NA,-0.037424905784428,15.9453709476958,NA,NA,NA,NA
"Nelder-Mead32",2.09336539043846,188.629687283081,73,NA,NA,0,TRUE,TRUE,10.767,19.3642919221699,0,"ROE","PD",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:17:21,1139.19620428745,NA,NA,NA,NA,2.83831781053365,41.0455102750918,NA,NA
"Nelder-Mead42",1.45562746023407,170.569714256446,71,NA,NA,0,TRUE,TRUE,11.411,6.03093381681893,0,"EG","PD",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:18:00,800.69883298737,NA,NA,NA,NA,NA,NA,3.91193823291699,15.848343315928
"Nelder-Mead7",1.36328125,301.563214422433,22,NA,NA,0,TRUE,TRUE,5.655,1.07177981198551,0.697011699233112,"MKT","RE",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:18:23,1670.03524635369,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",-0.731129059764249,285.445121628068,59,NA,NA,0,TRUE,TRUE,17.785,5.19114048178883,0,"ME","RE",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:19:26,2559.41965251593,2.50132991005796,5.65075217134716,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.14191571518968,298.936859864893,59,NA,NA,0,TRUE,TRUE,17.465,1.48359880868028,2.23153668488241e-06,"IA","RE",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:20:25,1449.6109725041,NA,NA,1.31445039208265,3.92861550054229,NA,NA,NA,NA
"Nelder-Mead33",0.987800472376256,220.339232839137,69,NA,NA,0,TRUE,TRUE,19.857,2.0395594081403,0,"ROE","RE",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:21:23,12135.6398026095,NA,NA,NA,NA,5.93926601625574,2.36335901341557,NA,NA
"Nelder-Mead43",0.556235723457476,249.27692838091,69,NA,NA,0,TRUE,TRUE,19.291,1.66097191375753,0,"EG","RE",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:22:17,2766.56009226642,NA,NA,NA,NA,NA,NA,7.12477242939598,4.87078306480688
"Nelder-Mead8",-0.181250000000001,636.547400914597,26,NA,NA,0,TRUE,TRUE,1.13299999999998,2.46003368655652,0.00366181150177081,"MKT","NATRES",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:20:13,2933.60591606299,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",-1.22031275099143,630.376816008368,67,NA,NA,0,TRUE,TRUE,2.584,8.85929815977473,0,"ME","NATRES",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:20:24,2488.88068874504,1.24083086319733,11.532225950671,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",-0.882401642640891,622.382644330997,69,NA,NA,0,TRUE,TRUE,2.57599999999999,2.31357351723997,0,"IA","NATRES",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:20:30,1311.70543750244,NA,NA,3.14625840103711,4.90493062903514,NA,NA,NA,NA
"Nelder-Mead34",-0.372314588467204,550.622172356972,71,NA,NA,0,TRUE,TRUE,3.01400000000001,2.96819392760083,0,"ROE","NATRES",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:20:39,4622.96129408365,NA,NA,NA,NA,3.82622370008806,5.87544416920795,NA,NA
"Nelder-Mead44",-0.770446478860136,583.394468848775,71,NA,NA,0,TRUE,TRUE,3.02599999999998,2.65147626114087,0,"EG","NATRES",40,0,"1997","FW","L2_Lasso","exp.aff",2020-04-09 15:20:47,2000.92547910131,NA,NA,NA,NA,NA,NA,5.03104933802371,3.46510588348196
