"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",3.8984375,244.182996881511,32,NA,NA,0,TRUE,TRUE,19.133,0.675020982169266,0.0504055612738192,"MKT","PE",40,0,"2006","FW","L2_Lasso","exp.aff",2020-04-09 22:10:59,1018.95472063801,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",3.24774180018556,206.836990703264,95,NA,NA,0,TRUE,TRUE,60.906,0.749311036545975,0.149825589426273,"ME","PE",40,0,"2006","FW","L2_Lasso","exp.aff",2020-04-09 22:13:16,2041.25081673021,2.29673385600728,0.926154087141307,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",3.60335955815701,218.139611372165,147,NA,NA,0,TRUE,TRUE,69.132,0.714356077505323,5.14867071199632e-09,"IA","PE",40,0,"2006","FW","L2_Lasso","exp.aff",2020-04-09 22:15:23,1484.27044264297,NA,NA,5.13500842011114,1.19396667992289,NA,NA,NA,NA
"Nelder-Mead3",2.42510649289627,180.689953410197,71,NA,NA,0,TRUE,TRUE,33.927,0.828155137225389,0.186697024329255,"ROE","PE",40,0,"2006","FW","L2_Lasso","exp.aff",2020-04-09 22:16:44,618.671215540871,NA,NA,NA,NA,2.93134690523042,0.891197354240472,NA,NA
"Nelder-Mead4",3.14855317537322,222.208644167218,75,NA,NA,0,TRUE,TRUE,34.843,0.782635679555387,0.00166883462055878,"EG","PE",40,0,"2006","FW","L2_Lasso","exp.aff",2020-04-09 22:18:07,971.688445665648,NA,NA,NA,NA,NA,NA,3.69221298127512,1.29156411225677
"Nelder-Mead5",2.821875,145.786999338775,28,NA,NA,0,TRUE,TRUE,6.421,1.01936300637233,0.0632895350565015,"MKT","VC",40,0,"2006","FW","L2_Lasso","exp.aff",2020-04-09 22:10:27,345.10291185636,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.74047340308365,133.608961172439,63,NA,NA,0,TRUE,TRUE,14.974,1.04020241355864,0.00346736522510549,"ME","VC",40,0,"2006","FW","L2_Lasso","exp.aff",2020-04-09 22:11:07,355.769912899737,-1.38272054268626,1.01275456185138,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",2.68190491273999,144.976486354643,55,NA,NA,0,TRUE,TRUE,13.121,1.478360422889,0.145617767534766,"IA","VC",40,0,"2006","FW","L2_Lasso","exp.aff",2020-04-09 22:11:46,342.362870353562,NA,NA,-1.25544653907418,2.14501447996085,NA,NA,NA,NA
"Nelder-Mead31",3.03327332012535,144.347786516025,65,NA,NA,0,TRUE,TRUE,15.328,1.02380909765926,0.128235186694608,"ROE","VC",40,0,"2006","FW","L2_Lasso","exp.aff",2020-04-09 22:12:26,356.914970818852,NA,NA,NA,NA,-0.73798517811929,0.876663618315155,NA,NA
"Nelder-Mead41",2.81547105563805,145.777672314358,49,NA,NA,0,TRUE,TRUE,11.995,0.00655302323211569,0.999946589493847,"EG","VC",40,0,"2006","FW","L2_Lasso","exp.aff",2020-04-09 22:13:02,345.587110765202,NA,NA,NA,NA,NA,NA,0.118487165961415,0.0180179834582024
