"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",4.103125,215.838311550589,32,NA,NA,0,TRUE,TRUE,23.108,0.849602329638889,0.00837854037716446,"MKT","PE",60,0,"2003","FW","L2_Lasso","exp.aff",2020-04-09 16:28:03,1049.71845279916,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",3.21929829787223,185.81882485349,67,NA,NA,0,TRUE,TRUE,51.152,0.975463366503371,0.0100258586075456,"ME","PE",60,0,"2003","FW","L2_Lasso","exp.aff",2020-04-09 16:32:00,1616.14138380116,2.13783492264957,1.28738330795181,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",3.38536452661983,188.473901800131,151,NA,NA,0,TRUE,TRUE,114.999,0.990985639613744,3.20555804123046e-11,"IA","PE",60,0,"2003","FW","L2_Lasso","exp.aff",2020-04-09 16:36:39,1225.20205902348,NA,NA,4.93293050920648,1.26425832003494,NA,NA,NA,NA
"Nelder-Mead3",2.56937565911995,173.949985090139,65,NA,NA,0,TRUE,TRUE,48.628,1.27458188394647,0.241613159392979,"ROE","PE",60,0,"2003","FW","L2_Lasso","exp.aff",2020-04-09 16:39:06,868.213382799063,NA,NA,NA,NA,2.33324881490426,1.22619521490324,NA,NA
"Nelder-Mead4",3.26938849726429,201.666160756072,125,NA,NA,0,TRUE,TRUE,93.667,1.11745226575721,0.00254474595811149,"EG","PE",60,0,"2003","FW","L2_Lasso","exp.aff",2020-04-09 16:42:54,1012.97740738562,NA,NA,NA,NA,NA,NA,2.86732449590842,1.76157500722332
"Nelder-Mead5",2.925,173.927263911411,26,NA,NA,0,TRUE,TRUE,5.45,0.993659763528256,0.0557742957761562,"MKT","VC",60,0,"2003","FW","L2_Lasso","exp.aff",2020-04-09 16:27:03,332.012900512665,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",4.04450882291452,151.436233500804,73,NA,NA,0,TRUE,TRUE,14.707,1.09139375288961,0.00184327245772675,"ME","VC",60,0,"2003","FW","L2_Lasso","exp.aff",2020-04-09 16:27:51,301.361832840987,-1.9944120124304,0.795126625184643,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",2.8105451160227,171.258521803859,49,NA,NA,0,TRUE,TRUE,9.69900000000001,0.976879880625284,0.00136734330587995,"IA","VC",60,0,"2003","FW","L2_Lasso","exp.aff",2020-04-09 16:29:14,316.403913403355,NA,NA,-2.16096131806262,1.59575821203118,NA,NA,NA,NA
"Nelder-Mead31",3.20709632798518,170.153951362407,57,NA,NA,0,TRUE,TRUE,13.069,1.01031868422632,0.0755630553613302,"ROE","VC",60,0,"2003","FW","L2_Lasso","exp.aff",2020-04-09 16:30:20,340.143055961575,NA,NA,NA,NA,-1.10361172113199,0.890688308408675,NA,NA
"Nelder-Mead41",2.98563232246158,173.41259173468,61,NA,NA,0,TRUE,TRUE,13.055,0.988219234353197,0.104235331214883,"EG","VC",60,0,"2003","FW","L2_Lasso","exp.aff",2020-04-09 16:31:26,333.697104200442,NA,NA,NA,NA,NA,NA,-0.749536696566134,1.44874430408566
