"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.553515625,230.224242130804,30,NA,NA,0,TRUE,TRUE,35.371,1.3757618532964,0.0325762377845447,"MKT","PE",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:55:43,1607.92623931966,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.27567619457841,222.34406019508,49,NA,NA,0,TRUE,TRUE,59.806,1.891961485815,0.254132739867314,"ME","PE",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:58:45,1437.9999781152,1.32568476349115,1.44481763786884,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.91703798748791,225.625749126672,107,NA,NA,0,TRUE,TRUE,117.485,1.31668607577165,7.08739178456597e-10,"IA","PE",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 14:03:02,1266.91491124546,NA,NA,2.92548266346531,2.29631922542703,NA,NA,NA,NA
"Nelder-Mead3",2.09533265218958,189.051951079686,81,NA,NA,0,TRUE,TRUE,87.748,1.72998151874166,0.00428186470390957,"ROE","PE",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 14:06:40,5111.10573459823,NA,NA,NA,NA,3.07828389997353,1.05782392200356,NA,NA
"Nelder-Mead4",1.79355991816375,219.153266303864,71,NA,NA,0,TRUE,TRUE,76.12,1.48528423384375,7.51720907743447e-12,"EG","PE",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 14:09:59,2981.09191362135,NA,NA,NA,NA,NA,NA,3.95041790319119,1.90477707434318
"Nelder-Mead5",2.17578125,130.014849153331,26,NA,NA,0,TRUE,TRUE,10.003,0.896411442210262,0.291890349652425,"MKT","VC",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:54:24,629.281106917402,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.36876107187267,120.516317792939,67,NA,NA,0,TRUE,TRUE,22.988,1.33413642145704,4.03238746370382e-05,"ME","VC",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:55:32,911.599660159368,-1.44465240428238,1.12212128913044,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",2.23965652519837,129.023538152598,49,NA,NA,0,TRUE,TRUE,16.103,0.895702244630783,0.0584995256258068,"IA","VC",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:57:12,726.277171003806,NA,NA,-1.39698533453047,1.5102372439598,NA,NA,NA,NA
"Nelder-Mead31",2.35002601620027,128.42012423794,105,NA,NA,0,TRUE,TRUE,34.129,0.898958253729752,0.453359945203097,"ROE","VC",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:58:23,742.497729351618,NA,NA,NA,NA,-0.841248137990311,0.876922722182522,NA,NA
"Nelder-Mead41",2.26840029090818,129.727169163565,57,NA,NA,0,TRUE,TRUE,18.619,0.890798020399557,0.360729989701059,"EG","VC",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:59:16,686.403539023565,NA,NA,NA,NA,NA,NA,-0.675842459252454,1.39623406415245
"Nelder-Mead6",1.68828125,246.386560501416,26,NA,NA,0,TRUE,TRUE,4.197,111.810916629005,0,"MKT","PD",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:54:10,2839.03378659404,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.30274988954802,245.062310182913,57,NA,NA,0,TRUE,TRUE,8.229,30.9567744580423,0.00682074850353953,"ME","PD",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:54:33,2918.90058280831,0.537995195734629,17.3749106379413,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.52285116567677,243.060052660996,73,NA,NA,0,TRUE,TRUE,10.112,14.9795524235624,0,"IA","PD",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:54:58,2883.22513551214,NA,NA,1.2360496098404,16.0774280469134,NA,NA,NA,NA
"Nelder-Mead32",1.92317594189446,202.289459709062,65,NA,NA,0,TRUE,TRUE,11.128,5.95524150621031,0,"ROE","PD",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:55:27,1845.19809734553,NA,NA,NA,NA,2.39275336148521,12.0663089761796,NA,NA
"Nelder-Mead42",1.40128424342096,179.242419390027,77,NA,NA,0,TRUE,TRUE,12.245,4.36622280684685,0,"EG","PD",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:55:57,2984.47359511067,NA,NA,NA,NA,NA,NA,3.96484470075085,13.4293265209616
"Nelder-Mead7",-0.266796875000001,643.526563618311,30,NA,NA,0,TRUE,TRUE,1.291,2.32533461523184,0.00322197025020332,"MKT","NATRES",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:56:02,1114.41967492666,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",-1.58752948730253,630.362614417665,65,NA,NA,0,TRUE,TRUE,2.667,6.9600493921046,0,"ME","NATRES",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:56:14,1343.25282033026,1.6138139319024,9.14022887795958,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",-1.01362232798961,625.918418015207,71,NA,NA,0,TRUE,TRUE,3.187,2.14347236603645,0,"IA","NATRES",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:56:22,1356.45227123435,NA,NA,3.32671195709674,5.8832547855427,NA,NA,NA,NA
"Nelder-Mead33",-0.376305213687011,575.37293326901,71,NA,NA,0,TRUE,TRUE,2.956,2.37122867991458,0,"ROE","NATRES",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:56:28,969.860038755417,NA,NA,NA,NA,3.15831327995402,2.84994151272999,NA,NA
"Nelder-Mead43",-0.778804503288122,598.618831280501,73,NA,NA,0,TRUE,TRUE,3.012,2.16617784753871,0,"EG","NATRES",60,0,"1988","FW","L2_Lasso","exp.aff",2020-04-09 13:56:34,1253.06740441636,NA,NA,NA,NA,NA,NA,4.5517103975406,2.43065600451664
