"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.55,226.30174956009,28,NA,NA,0,TRUE,TRUE,37.261,1.32032201613792,0.0407072884647735,"MKT","PE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-09 23:18:55,226.30174956009,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.28445387855172,218.500650223077,49,NA,NA,0,TRUE,TRUE,64.755,1.63266113273909,0.301562326427455,"ME","PE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-09 23:22:30,218.500650223077,1.31919576078653,1.31460612939427,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.91867686562273,221.696182482018,109,NA,NA,0,TRUE,TRUE,113.724,1.24619889591447,8.16828360505895e-09,"IA","PE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-09 23:26:40,221.696182482018,NA,NA,2.90463452983243,2.16666381020396,NA,NA,NA,NA
"Nelder-Mead3",2.1078981855267,191.475391681526,75,NA,NA,0,TRUE,TRUE,74.851,1.6648915503738,0.105163365289513,"ROE","PE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-09 23:29:50,191.475391681526,NA,NA,NA,NA,2.63189180108811,1.08206756854276,NA,NA
"Nelder-Mead4",1.8961315432822,216.725272691991,69,NA,NA,0,TRUE,TRUE,63.1900000000001,1.49400198014464,9.21123788355516e-09,"EG","PE",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-09 23:32:39,216.725272691991,NA,NA,NA,NA,NA,NA,3.30300615132024,2.05107785710935
"Nelder-Mead5",2.1625,126.049067096629,26,NA,NA,0,TRUE,TRUE,9.876,0.827226887075867,0.33622481509268,"MKT","VC",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-09 23:17:36,126.049067096629,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.25211603822549,117.42737847251,67,NA,NA,0,TRUE,TRUE,27.567,1.15653407540437,0.000993109104265977,"ME","VC",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-09 23:18:49,117.42737847251,-1.37454733602278,1.0303348747246,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",2.21481756241992,125.263044757026,45,NA,NA,0,TRUE,TRUE,17.753,0.816438918910791,0.140281159295443,"IA","VC",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-09 23:20:37,125.263044757026,NA,NA,-1.24132053442299,1.40392855955783,NA,NA,NA,NA
"Nelder-Mead31",2.33041074569142,124.638013353654,63,NA,NA,0,TRUE,TRUE,25.85,0.808640345959252,0.505613105228736,"ROE","VC",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-09 23:21:49,124.638013353654,NA,NA,NA,NA,-0.783935482545412,0.751053675378894,NA,NA
"Nelder-Mead41",2.23536522839295,125.870154013597,59,NA,NA,0,TRUE,TRUE,23.787,0.820365847180333,0.49730712817166,"EG","VC",60,0,"ALL","FW","L2_Lasso","exp.aff",2020-04-09 23:22:55,125.870154013597,NA,NA,NA,NA,NA,NA,-0.523622667406281,1.38743884113566
