"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.551953125,234.167677080367,30,NA,NA,0,TRUE,TRUE,39.463,1.42063017744902,0.0274715410653096,"MKT","PE",60,0,"1991","FW","L2_Lasso","exp.aff",2020-04-09 14:26:44,1083.08785701802,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.24465147573501,225.928309893947,51,NA,NA,0,TRUE,TRUE,64.717,0.025355823924965,0.999775750297479,"ME","PE",60,0,"1991","FW","L2_Lasso","exp.aff",2020-04-09 14:30:30,1138.990792433,1.35404170043767,0.0194334249296704,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.89049321961395,229.338871111601,107,NA,NA,0,TRUE,TRUE,117.167,1.32128595066928,5.5396687237419e-11,"IA","PE",60,0,"1991","FW","L2_Lasso","exp.aff",2020-04-09 14:34:59,1150.41539590919,NA,NA,3.02777648532532,2.32206763269268,NA,NA,NA,NA
"Nelder-Mead3",2.1058037456646,192.880766898099,81,NA,NA,0,TRUE,TRUE,83.883,1.90448736955769,0.000374275540308444,"ROE","PE",60,0,"1991","FW","L2_Lasso","exp.aff",2020-04-09 14:38:37,2830.68892070996,NA,NA,NA,NA,3.00127261249645,1.19031964067559,NA,NA
"Nelder-Mead4",1.80603918439373,223.098441658598,69,NA,NA,0,TRUE,TRUE,75.2569999999999,0.121703572669941,0.189134191248738,"EG","PE",60,0,"1991","FW","L2_Lasso","exp.aff",2020-04-09 14:41:56,1771.49423053286,NA,NA,NA,NA,NA,NA,3.84362668303994,0.471515004697092
"Nelder-Mead5",1.546875,115.448196965911,24,NA,NA,0,TRUE,TRUE,9.385,1.03544190469173,0.571218888627917,"MKT","VC",60,0,"1991","FW","L2_Lasso","exp.aff",2020-04-09 14:25:19,992.636295571204,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",2.3954958464019,113.889490083287,55,NA,NA,0,TRUE,TRUE,21.924,0.0835731304179718,0.991970361543376,"ME","VC",60,0,"1991","FW","L2_Lasso","exp.aff",2020-04-09 14:26:24,976.670833419094,-0.749802321562311,0.0545185292370744,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.3409316102267,114.604333370818,57,NA,NA,0,TRUE,TRUE,22.309,0.998431562199468,0.135101051248592,"IA","VC",60,0,"1991","FW","L2_Lasso","exp.aff",2020-04-09 14:27:28,990.822509130807,NA,NA,1.44220533247749,1.27011000137445,NA,NA,NA,NA
"Nelder-Mead31",1.40883352197707,115.254647085049,47,NA,NA,0,TRUE,TRUE,18.434,1.03157253446634,0.822006404714938,"ROE","VC",60,0,"1991","FW","L2_Lasso","exp.aff",2020-04-09 14:28:35,1005.15624452908,NA,NA,NA,NA,0.342027129232883,0.956801522794434,NA,NA
"Nelder-Mead41",1.08783846918637,113.782427892089,67,NA,NA,0,TRUE,TRUE,26.813,0.999118619698311,0.00840747677472864,"EG","VC",60,0,"1991","FW","L2_Lasso","exp.aff",2020-04-09 14:29:52,966.103478108032,NA,NA,NA,NA,NA,NA,1.90777149326218,1.59460969750174
