"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.69375,224.5000620868,28,NA,NA,0,TRUE,TRUE,34.726,1.31153506426583,0.0263230341435208,"MKT","PE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:43:51,566.817633378847,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.57070589563227,220.025278988086,53,NA,NA,0,TRUE,TRUE,67.376,1.80589097825731,0.405248269111413,"ME","PE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:47:54,596.115992883274,1.17685894293827,1.53492726866839,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.02685598700699,219.924063144037,121,NA,NA,0,TRUE,TRUE,123.959,1.12646012580588,5.55111512312578e-16,"IA","PE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:52:22,646.384623920088,NA,NA,3.1073425636109,2.83864209559392,NA,NA,NA,NA
"Nelder-Mead3",2.07091225017102,176.867224360842,83,NA,NA,0,TRUE,TRUE,83.06,2.09709109042523,0.00269797266009131,"ROE","PE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:55:49,1424.03639517735,NA,NA,NA,NA,3.95548067451562,1.2582361071274,NA,NA
"Nelder-Mead4",1.95133631555981,215.130770087679,73,NA,NA,0,TRUE,TRUE,72.496,1.67944833651062,0,"EG","PE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:58:57,680.061530375872,NA,NA,NA,NA,NA,NA,3.83478303623104,2.72626672191014
"Nelder-Mead5",2.12421875,104.914521340958,26,NA,NA,0,TRUE,TRUE,9.137,1.20264971059173,0.176362086357147,"MKT","VC",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:42:27,1803.20630454955,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.12176049275295,103.338459969424,49,NA,NA,0,TRUE,TRUE,17.454,1.0704871465369,0.703492054085832,"ME","VC",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:43:31,2516.76294632456,1.02322028603085,0.803235906611167,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.81772876960739,102.723850203466,67,NA,NA,0,TRUE,TRUE,23.887,1.08655068002126,0.00142202721381302,"IA","VC",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:44:43,2201.14006550059,NA,NA,2.22558109893037,1.49589932678545,NA,NA,NA,NA
"Nelder-Mead31",1.36968718205478,98.1167108420473,65,NA,NA,0,TRUE,TRUE,23.585,1.20650657790027,0.201600096259316,"ROE","VC",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:45:58,2471.70550002743,NA,NA,NA,NA,2.23987578422984,0.71864281875063,NA,NA
"Nelder-Mead41",1.25977060216035,99.2637270675725,75,NA,NA,0,TRUE,TRUE,26.728,4.93657723296417,0,"EG","VC",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:47:07,2402.06490618535,NA,NA,NA,NA,NA,NA,3.68783707499167,8.89179258093866
"Nelder-Mead6",1.75,245.019853533534,28,NA,NA,0,TRUE,TRUE,4.49,76.2375632673376,0,"MKT","PD",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:42:08,429.074892399734,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.65109849075088,244.930695190993,43,NA,NA,0,TRUE,TRUE,6.987,60.2065455291545,0,"ME","PD",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:42:35,391.373784097126,0.140097774181049,8.97629376690414,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.69236689269892,244.588179419124,49,NA,NA,0,TRUE,TRUE,7.795,14.027642219686,0,"IA","PD",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:43:02,382.474635650894,NA,NA,0.424659326422261,15.1366704782062,NA,NA,NA,NA
"Nelder-Mead32",2.08775572087227,191.815573170501,75,NA,NA,0,TRUE,TRUE,12.116,6.89667153843962,0,"ROE","PD",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:43:36,2295.11534128097,NA,NA,NA,NA,2.96721230650212,22.9385581333989,NA,NA
"Nelder-Mead42",1.44845327917933,177.819320366153,73,NA,NA,0,TRUE,TRUE,11.863,5.27560064281205,0,"EG","PD",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:44:08,665.129223443605,NA,NA,NA,NA,NA,NA,3.9540359964444,17.0360274818161
"Nelder-Mead7",1.33359375,312.322599249693,22,NA,NA,0,TRUE,TRUE,6.08,1.04462851462115,0.727478572333319,"MKT","RE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:44:33,1588.73372139825,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",-0.587247105837217,293.965914825391,57,NA,NA,0,TRUE,TRUE,18.037,3.35527591592124,0,"ME","RE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:45:30,1842.66248220564,2.32531422609966,3.55274638075113,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.13251787391564,310.288240977353,59,NA,NA,0,TRUE,TRUE,18.688,1.47106359054431,7.3503601814795e-05,"IA","RE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:46:27,1628.56987322128,NA,NA,1.18395565628525,3.73528571173371,NA,NA,NA,NA
"Nelder-Mead33",1.16692690287094,236.334918436605,67,NA,NA,0,TRUE,TRUE,18.161,1.87326299920926,0,"ROE","RE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:47:15,7286.73682193665,NA,NA,NA,NA,5.12907955656162,2.1526381821691,NA,NA
"Nelder-Mead43",0.458951601556544,259.040509369935,69,NA,NA,0,TRUE,TRUE,21.173,1.55223530268192,0,"EG","RE",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:48:22,1021.90048455056,NA,NA,NA,NA,NA,NA,7.77239192782868,5.85305098826586
"Nelder-Mead8",-0.204687500000001,662.197454628444,30,NA,NA,0,TRUE,TRUE,0.917999999999978,2.45360225377584,0.0031183501437847,"MKT","NATRES",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:47:11,1657.7109857312,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",-1.89638445348783,645.457476284637,65,NA,NA,0,TRUE,TRUE,2.84999999999999,21.4446756775454,0,"ME","NATRES",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:47:24,1453.58568120541,2.01499724866064,26.4125633566853,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",-0.933913549333103,647.751671359965,73,NA,NA,0,TRUE,TRUE,3.28200000000001,2.40812724609888,0,"IA","NATRES",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:47:36,1110.80861743627,NA,NA,3.26844210432262,4.86908769320789,NA,NA,NA,NA
"Nelder-Mead34",-0.409269023749586,567.278210814474,71,NA,NA,0,TRUE,TRUE,3.31299999999999,2.8099900607285,0,"ROE","NATRES",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:47:49,5825.67611122552,NA,NA,NA,NA,4.16794672076695,7.60114393335994,NA,NA
"Nelder-Mead44",-0.779599029213807,613.419098060221,71,NA,NA,0,TRUE,TRUE,2.98099999999999,2.52881367312656,0,"EG","NATRES",40,0,"1994","FW","L2_Lasso","exp.aff",2020-04-09 14:47:58,2811.24098560375,NA,NA,NA,NA,NA,NA,4.96322942898371,3.30128333895468
