Date,MKT_AP,HML_AP,SMB_AP,ESG_AP,HDY_AP,LOV_AP,MOM_AP,QLT_AP,MKT_EU,HML_EU,SMB_EU,ESG_EU,HDY_EU,LOV_EU,MOM_EU,QLT_EU,MKT_NA,HML_NA,SMB_NA,ESG_NA,HDY_NA,LOV_NA,MOM_NA,QLT_NA,MKT_World,HML_World,SMB_World,ESG_World,HDY_World,LOV_World,MOM_World,QLT_World,RF_World,RF_AP,RF_EU,RF_NA
1971-11-30,0.0031207755226978495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02216049570069245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011917458615764431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009329813121869979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006209037599172129,0.006209037599172129,0.006209037599172129,0.006209037599172129
1971-12-31,0.07994822480538333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05809380467760383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05449954185298078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09091839964254467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01097017483716134,0.01097017483716134,0.01097017483716134,0.01097017483716134
1972-01-31,0.013035986346578099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035982655656219054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001799215659331166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037451042297748094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024415055951169995,0.024415055951169995,0.024415055951169995,0.024415055951169995
1972-02-29,0.024353501080925266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04031495636303384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01374910201209989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039249230971689864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014895729890764597,0.014895729890764597,0.014895729890764597,0.014895729890764597
1972-03-31,0.01882605658559333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032922801725178585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01952775044013766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01458600440033564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004240052185257692,-0.004240052185257692,-0.004240052185257692,-0.004240052185257692
1972-04-30,0.024475580837969857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030325199168478645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012855283215171265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01399408722513007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010481493612839787,-0.010481493612839787,-0.010481493612839787,-0.010481493612839787
1972-05-31,0.009169491277209119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005838196079314573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008852815320929075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021086075189820752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011916583912611634,0.011916583912611634,0.011916583912611634,0.011916583912611634
1972-06-30,-0.016623401373363822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.043735424839547066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00840994434200626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022511526986710106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0058881256133462845,-0.0058881256133462845,-0.0058881256133462845,-0.0058881256133462845
1972-07-31,0.007982451767423404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04493676431992388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01240017132616511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016208842027377157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008226390259953753,0.008226390259953753,0.008226390259953753,0.008226390259953753
1972-08-31,0.020335410430330825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017365217523974685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029806456565725004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029147420874195085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00881201044386426,0.00881201044386426,0.00881201044386426,0.00881201044386426
