"X","Type","max.month","MKT","SE.MKT","SE.MKT.indep","Factor","Coef","SE.Coef","SE.Coef.indep","t.MKT","t.Coef","sig","t.MKT.indep","t.Coef.indep","sig.indep","source","weighting","method","validation.error"
4926,"VC",0,0.725997436517637,0.146510461241383,0.0539744744503076,"Alpha",0.02,0.000281965345865332,0.000103560842090873,4.95526005696973,70.9307022769816,TRUE,13.4507550821275,193.123188226398,TRUE,"EW Asymptotic","EW","Asymptotic",NA
4925,"VC",0,0.496143908784767,0.000522025717634836,0.000211805854048439,"EG",2.38172692300445,0.00151433028493828,0.000654802392457873,950.420433369963,1572.79224135805,TRUE,2342.446628842,3637.32165678927,TRUE,"EW Asymptotic","EW","Asymptotic",NA
4923,"VC",0,1.55166991853619,0.000261523184294139,0.00016122294806631,"IA",4.04293375376439,0.00214271691388497,0.000899348901180535,5933.20214696913,1886.82589266266,TRUE,9624.37380749295,4495.4007821185,TRUE,"EW Asymptotic","EW","Asymptotic",NA
4922,"VC",0,1.81369645121932,0.000762203833947385,0.000461138749733563,"ME",0.436188878320996,0.0264840863856242,0.0129896492221914,2379.54254549777,16.469848042701,TRUE,3933.08185934762,33.5797272782251,TRUE,"EW Asymptotic","EW","Asymptotic",NA
4921,"VC",0,1.8225341796875,0.00078462380094714,0.000473205288781899,"MKT",1.8225341796875,0.00078462380094714,0.000473205288781899,2322.81276388439,2322.81276388439,TRUE,3851.46620905057,3851.46620905057,TRUE,"EW Asymptotic","EW","Asymptotic",NA
4924,"VC",0,1.08258423861513,0.000112922108695568,5.80372540819245e-05,"ROE",2.31824743865164,0.000729824514737527,0.000340955813480727,9586.99984547508,3176.44501087412,TRUE,18653.2642824033,6799.26062848224,TRUE,"EW Asymptotic","EW","Asymptotic",NA
4974,"VC",1,0.725973160334217,0.146383443222328,0.0539357262779395,"Alpha",0.02,0.00028176844716379,0.000103488559211685,4.95939393385907,70.9802683775098,TRUE,13.4599681960925,193.258077533867,TRUE,"EW Asymptotic","EW","Asymptotic",NA
4973,"VC",1,0.496143942253983,0.000524454679503987,0.000212825165998542,"EG",2.38172787480579,0.00151931443766243,0.000656942986841167,946.018715522227,1567.63327969834,TRUE,2331.22779407292,3625.47119386729,TRUE,"EW Asymptotic","EW","Asymptotic",NA
4971,"VC",1,1.41890900894676,0.000142539666365791,9.03286775098993e-05,"IA",3.17599582549692,0.00169398352981397,0.000708666466385234,9954.48526802005,1874.86818472533,TRUE,15708.2894166281,4481.65106738723,TRUE,"EW Asymptotic","EW","Asymptotic",NA
4970,"VC",1,1.81783206938231,0.000787378346943275,0.000472738902518231,"ME",0.576498294513458,0.0113428629277937,0.00543895395891207,2308.71483377644,50.8247607489684,TRUE,3845.31939237263,105.994332525803,TRUE,"EW Asymptotic","EW","Asymptotic",NA
4969,"VC",1,1.7953125,1.46124793093904,0.924319063892815,"MKT",1.7953125,1.46124793093904,0.924319063892815,1.22861593983321,1.22861593983321,FALSE,1.94230820301266,1.94230820301266,FALSE,"EW Asymptotic","EW","Asymptotic",NA
4972,"VC",1,1.08258493714771,0.000112177711183619,5.77481748268657e-05,"ROE",2.31824619262987,0.000726394612545796,0.00033936083580194,9650.62422583816,3191.44188653205,TRUE,18746.6520005766,6831.21311612652,TRUE,"EW Asymptotic","EW","Asymptotic",NA
5022,"VC",30,1.3284493335651,33.6338393331669,21.8910069266337,"Alpha",0.00272260343347894,0.157536311317786,0.103099820569038,0.0394974038023394,0.0172823865856986,FALSE,0.0606847066476801,0.0264074507448422,FALSE,"EW Asymptotic","EW","Asymptotic",NA
5021,"VC",30,0.87545532736744,0.000152922797817665,9.33465279874588e-05,"EG",1.29890731997738,0.00051215967497571,0.000309788972145587,5724.81892733401,2536.13742635826,TRUE,9378.5526493825,4192.87785159425,TRUE,"EW Asymptotic","EW","Asymptotic",NA
5019,"VC",30,1.40707955563428,0.000665081182700024,0.000520806245739475,"IA",1.53536384623296,0.00667075724606346,0.0031945703349886,2115.65082915438,230.16335171528,TRUE,2701.73325904803,480.616698094531,TRUE,"EW Asymptotic","EW","Asymptotic",NA
