"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",0.845172979655292,-0.890711231425325,2.80817963217563e-06,67,NA,NA,0,TRUE,TRUE,0.230000000000018,32.3586448999801,73.4017871649555,0,25.2735189737128,64.4333967563143,"HML","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:27,2.80817963217563e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.28449472410508,NA,2.41092484714911e-06,57,NA,NA,0,TRUE,TRUE,0.269999999999982,4.55901358822978,NA,0,2.63898359322139,NA,"SMB","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:30,2.41092484714911e-06,-0.825254405610326,23.1262874857156,10.2258485819718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",0.985473488364625,NA,2.37657137488836e-06,67,NA,NA,0,TRUE,TRUE,0.220000000000027,1.70673965454956,NA,0,1.80436423991889,NA,"HDY","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:33,2.37657137488836e-06,NA,NA,NA,-1.41845359080753,49.7639371057974,21.9295352080914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.42564450997002,NA,3.62791027648375e-06,57,NA,NA,0,TRUE,TRUE,0.290000000000077,50.7078916482015,NA,0,18.8205305608385,NA,"QLT","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:35,3.62791027648375e-06,NA,NA,NA,NA,NA,NA,-0.547860457931403,142.619723602526,52.3771333338495,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.8348279400181,NA,3.33171524926467e-06,101,NA,NA,0,TRUE,TRUE,0.420000000000073,46.9766793966263,NA,0,16.3466758763864,NA,"MOM","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:39,3.33171524926467e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.45649246939559,118.912877026614,41.204320245495,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.35891311116022,NA,2.84942674976011e-06,99,NA,NA,0,TRUE,TRUE,0.569999999999936,13.908292419334,NA,0,12.8121716104831,NA,"ESG","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:41,2.84942674976011e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1739077484197,98.7654595926348,36.4198224852126,NA,NA,NA
"Nelder-Mead6",1.25614219596143,NA,2.55811112080322e-06,61,NA,NA,0,TRUE,TRUE,0.240000000000009,1.82764939548005,NA,0,1.75153464121757,NA,"LOV","ALL",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:43,2.55811112080322e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01314792229554,8.68874384506985,4.681935484711
"Nelder-Mead7",1.16753795964273,-0.415844535181191,1.26311243558162e-06,65,NA,NA,0,TRUE,TRUE,0.3599999999999,8.45861468917296,33.6190407441429,0,5.06174101656839,15.0114130248292,"HML","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:46,1.26311243558162e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.37541414021796,NA,1.27251992074994e-06,53,NA,NA,0,TRUE,TRUE,0.340000000000032,10.9590281333754,NA,0,6.25565313006121,NA,"SMB","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:48,1.27251992074994e-06,-0.32570816910802,54.6699213178176,27.6341335013751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.24993815222723,NA,1.26353312128543e-06,61,NA,NA,0,TRUE,TRUE,0.310000000000059,7.46790013718034,NA,0,3.55275688524004,NA,"HDY","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:50,1.26353312128543e-06,NA,NA,NA,-0.598368914143202,84.0941020891439,34.2326220215769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.45044010506258,NA,1.33973638644979e-06,67,NA,NA,0,TRUE,TRUE,0.360000000000014,2.81144541020319,NA,0.00134513902417355,1.5936837287258,NA,"QLT","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:52,1.33973638644979e-06,NA,NA,NA,NA,NA,NA,-0.254387202833777,9.65796192898216,3.48909833607024,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.58730463570167,NA,1.32444335725411e-06,65,NA,NA,0,TRUE,TRUE,0.269999999999982,4.30372911703604,NA,0,1.9476509655858,NA,"MOM","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:55,1.32444335725411e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.610128406822867,13.3888165392751,4.76256600585861,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.42636794239178,NA,1.02532930992478e-06,123,NA,NA,0,TRUE,TRUE,0.589999999999918,4.4561914364422,NA,0,3.13756176778184,NA,"ESG","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:57,1.02532930992478e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0556665190095,63.0914929323414,26.3867450832468,NA,NA,NA
"Nelder-Mead61",1.37226908852172,NA,1.24096066009607e-06,57,NA,NA,0,TRUE,TRUE,0.350000000000023,1.875955718642,NA,5.44519984657654e-12,1.81247540275026,NA,"LOV","BO",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:48:59,1.24096066009607e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.474306288373191,14.00312821101,6.88667275315763
"Nelder-Mead8",1.27006547050103,1.02944136190439,3.71355125595755e-07,101,NA,NA,0,TRUE,TRUE,0.360000000000014,8.15196408576343,21.8484016830489,0,3.97567464995406,9.97887993845983,"HML","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:49:01,3.71355125595755e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.708289391627756,NA,3.14368368326675e-07,63,NA,NA,0,TRUE,TRUE,0.200000000000045,2.70364383487095,NA,0,3.38660071584192,NA,"SMB","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:49:03,3.14368368326675e-07,1.07748134462096,9.71082299431924,6.2320963725156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.18877224881595,NA,3.14509740898282e-07,65,NA,NA,0,TRUE,TRUE,0.25,8.92418241821355,NA,0,4.65822509732994,NA,"HDY","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:49:04,3.14509740898282e-07,NA,NA,NA,2.19582838312095,26.5898586312027,12.8172482216224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.970315407054295,NA,4.24263725629373e-07,49,NA,NA,0,TRUE,TRUE,0.169999999999959,27.2002484745977,NA,8.95949980872501e-14,13.482468232123,NA,"QLT","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:49:07,4.24263725629373e-07,NA,NA,NA,NA,NA,NA,-0.134354035864453,63.7013536876394,32.3229807584346,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",1.28258787154088,NA,3.8448931080508e-07,59,NA,NA,0,TRUE,TRUE,0.230000000000018,20.3744791807037,NA,0,11.5959383836363,NA,"MOM","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:49:09,3.8448931080508e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14866029205761,18.1529131602693,8.81178253964021,NA,NA,NA,NA,NA,NA
"Nelder-Mead52",0.973499338857386,NA,4.13983632920287e-07,157,NA,NA,0,TRUE,TRUE,0.580000000000041,10.6527225983365,NA,0,6.62582077424149,NA,"ESG","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:49:12,4.13983632920287e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.86952188803449,99.2475706256533,54.5081524208733,NA,NA,NA
"Nelder-Mead62",0.909330306530864,NA,4.09925659998532e-07,57,NA,NA,0,TRUE,TRUE,0.169999999999959,2.53380581739643,NA,1.38886681320116e-05,2.71826481433699,NA,"LOV","DD",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:49:13,4.09925659998532e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.843547358206615,5.35742187010861,2.96682988096384
"Nelder-Mead9",0.528020721382904,-2.01986424273366,2.56097729726276e-07,89,NA,NA,0,TRUE,TRUE,0.180000000000064,1.67645337325826,6.61104293127597,0,1.48794121686741,3.56029283930707,"HML","FOF",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:49:15,2.56097729726276e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
