"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",0.843261758112918,-0.895902761719585,8.6315689057236e-06,117,NA,NA,0,TRUE,TRUE,0.549999999999955,0.000212244831871415,0.000207768530186037,0.999999987688632,9.16355053857315e-05,9.62733496656275e-05,"HML","ALL",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:08:50,8.6315689057236e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.30415382532598,NA,8.39214087883314e-06,109,NA,NA,0,TRUE,TRUE,0.490000000000009,0.000143545664991626,NA,0.999999971030867,0.000101956581850452,NA,"SMB","ALL",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:08:55,8.39214087883314e-06,-0.734520073649156,0.000277942420777164,0.000120121816850941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.0069297051789,NA,7.89616582335234e-06,159,NA,NA,0,TRUE,TRUE,0.610000000000014,0.000154976287582212,NA,0.999999857610939,8.80228969482052e-05,NA,"HDY","ALL",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:09:00,7.89616582335234e-06,NA,NA,NA,-1.33918885386522,0.000397751796104568,0.000170902578452109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.40974924684799,NA,1.14041356944409e-05,123,NA,NA,0,TRUE,TRUE,0.629999999999995,0.000274630543343362,NA,0.99999998555341,0.000158612609157791,NA,"QLT","ALL",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:09:02,1.14041356944409e-05,NA,NA,NA,NA,NA,NA,-0.180453990729024,0.000328583012747734,0.000122454779034022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.49879398088403,NA,1.14158768202031e-05,125,NA,NA,0,TRUE,TRUE,0.420000000000016,0.000414761389609476,NA,0.999999890487361,0.00018474659645543,NA,"MOM","ALL",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:09:07,1.14158768202031e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.513075485464672,0.0005127289424291,0.000184353723566143,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.24392578276494,NA,9.10308798746648e-06,161,NA,NA,0,TRUE,TRUE,0.720000000000027,0.000142797248753565,NA,0.999993247180387,0.000106588487609149,NA,"ESG","ALL",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:09:10,9.10308798746648e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5244576085578,0.000292816745731878,0.000114072638940098,NA,NA,NA
"Nelder-Mead6",1.29422080215356,NA,8.87713323635503e-06,145,NA,NA,0,TRUE,TRUE,0.720000000000027,0.000156867768840444,NA,0.99999998208407,0.0001163354278003,NA,"LOV","ALL",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:09:15,8.87713323635503e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.978824752849104,0.000149866021491153,7.96463294757781e-05
"Nelder-Mead7",1.18937812955463,-0.509921087168489,4.18126198252811e-06,121,NA,NA,0,TRUE,TRUE,0.53000000000003,0.000155322291359384,0.00032759459461469,0.999999981267754,0.000124307947844786,0.000131464136806633,"HML","BO",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:09:20,4.18126198252811e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.38868872539848,NA,4.28432736554234e-06,87,NA,NA,0,TRUE,TRUE,0.449999999999989,0.000146966404762065,NA,0.999999894952325,0.000139160886796997,NA,"SMB","BO",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:09:22,4.28432736554234e-06,-0.350681920663353,0.00120163806852936,0.000492757180728112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.24683056962608,NA,4.267455002595e-06,141,NA,NA,0,TRUE,TRUE,0.609999999999957,0.000153799625985065,NA,0.99999997371327,0.00013163000352194,NA,"HDY","BO",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:09:27,4.267455002595e-06,NA,NA,NA,-0.661137125016063,0.000302850476024414,0.000123384809818504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.57235691344927,NA,4.43630885862747e-06,93,NA,NA,0,TRUE,TRUE,0.480000000000018,0.000396438716933386,NA,0.999999860812966,0.00021688127618277,NA,"QLT","BO",150,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:09:29,4.43630885862747e-06,NA,NA,NA,NA,NA,NA,-0.468099517805982,0.000655310690123853,0.000239349101101344,NA,NA,NA,NA,NA,NA,NA,NA,NA
