"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",0.843262017459743,-0.895902070267858,1.03427974323629e-05,121,NA,NA,0,TRUE,TRUE,0.689999999999998,0.000212118358756751,0.000207296158553105,0.999999987753291,9.15581076469465e-05,9.60265587607223e-05,"HML","ALL",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:18:42,1.03427974323629e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.3041538279657,NA,9.97153794698907e-06,111,NA,NA,0,TRUE,TRUE,0.659999999999968,0.000143700098341462,NA,0.999999970885008,0.000102051144818847,NA,"SMB","ALL",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:18:47,9.97153794698907e-06,-0.734520565128787,0.000278705074139051,0.00012045864437001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.00692967618696,NA,9.4056677052239e-06,125,NA,NA,0,TRUE,TRUE,0.779999999999973,0.000154975205172817,NA,0.999999856280652,8.80525658285905e-05,NA,"HDY","ALL",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:18:52,9.4056677052239e-06,NA,NA,NA,-1.339189776794,0.000399608752807716,0.000171703903166377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.40974835318599,NA,1.40363595851522e-05,111,NA,NA,0,TRUE,TRUE,0.519999999999982,0.000274603128265521,NA,0.999999985556768,0.000158598948961791,NA,"QLT","ALL",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:18:55,1.40363595851522e-05,NA,NA,NA,NA,NA,NA,-0.18045357241971,0.000328537677641766,0.000122437185201085,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.90971964207094,NA,1.3086516617372e-05,127,NA,NA,0,TRUE,TRUE,0.560000000000002,0.000508086104231293,NA,0.999999206241508,0.000183136269410086,NA,"MOM","ALL",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:00,1.3086516617372e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.63087657696539,0.000489378123052915,0.00016925972289962,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.22492981620424,NA,1.05139437303946e-05,145,NA,NA,0,TRUE,TRUE,0.730000000000018,0.000129895213538049,NA,0.999992946480397,9.66852671210329e-05,NA,"ESG","ALL",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:03,1.05139437303946e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8835099209947,0.000270024907027301,0.000104885338331143,NA,NA,NA
"Nelder-Mead6",1.29390088507805,NA,1.04285154574045e-05,91,NA,NA,0,TRUE,TRUE,0.379999999999995,0.000340970237242696,NA,0.99999991993242,0.000244681336313778,NA,"LOV","ALL",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:07,1.04285154574045e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.978026014011154,0.000309132476908102,0.000181678008830584
"Nelder-Mead7",1.11776969266246,-0.496466724551903,5.37193281280404e-06,325,NA,NA,0,TRUE,TRUE,1.95000000000005,0.000197676768758405,0.000301484218202178,0.999999985529465,0.000157796282320788,0.000125242774559541,"HML","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:17,5.37193281280404e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.38392470359575,NA,5.40542404657575e-06,119,NA,NA,0,TRUE,TRUE,0.569999999999936,0.000220569545545031,NA,0.999999987141994,0.000249422640779032,NA,"SMB","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:20,5.40542404657575e-06,-0.369721517082705,0.000334491327628303,0.00013082520978721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.22462940390487,NA,5.38775037334158e-06,123,NA,NA,0,TRUE,TRUE,0.610000000000014,0.000286541666428256,NA,0.999999971685533,0.000242659678639766,NA,"HDY","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:25,5.38775037334158e-06,NA,NA,NA,-0.658002483399334,0.000288470976197309,0.000121809546667028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.62180375051724,NA,5.41896207489306e-06,125,NA,NA,0,TRUE,TRUE,0.729999999999905,0.00025728284673564,NA,0.99999993222556,0.000106192438610849,NA,"QLT","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:32,5.41896207489306e-06,NA,NA,NA,NA,NA,NA,-0.678936620704094,0.000307229111248266,0.000111575475518852,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.60136506418538,NA,5.49142314217732e-06,125,NA,NA,0,TRUE,TRUE,0.689999999999941,0.00053336285584979,NA,0.999999815730125,0.000225670357751661,NA,"MOM","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:35,5.49142314217732e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.519474551600216,0.000553484015852084,0.000200806492128916,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.39929595812869,NA,4.69374298876569e-06,151,NA,NA,0,TRUE,TRUE,0.830000000000041,0.000205453352147874,NA,0.999987849137762,0.000152101086809917,NA,"ESG","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:38,4.69374298876569e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0336357641138,0.000403500843512087,0.000185160021158723,NA,NA,NA
"Nelder-Mead61",1.41397834084278,NA,5.26048224438289e-06,123,NA,NA,0,TRUE,TRUE,0.599999999999909,0.000113419115628994,NA,0.999999987849705,8.69683656594359e-05,NA,"LOV","BO",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:43,5.26048224438289e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.626974569665911,0.000201348851072472,0.000120332901747708
"Nelder-Mead8",1.18732459916975,0.890881216799536,1.24337309077877e-06,161,NA,NA,0,TRUE,TRUE,0.939999999999941,0.000172208662195922,0.000226900576402867,0.999999972556958,9.37602436329837e-05,0.000103903543979884,"HML","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:46,1.24337309077877e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.837139942609947,NA,1.04274463405626e-06,127,NA,NA,0,TRUE,TRUE,0.590000000000032,0.000167946050315737,NA,0.999999859538763,0.00018810990881558,NA,"SMB","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:49,1.04274463405626e-06,1.13817798556213,0.000466649190864175,0.000269611501732507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.18368375974248,NA,1.12499116634768e-06,105,NA,NA,0,TRUE,TRUE,0.480000000000018,0.000480685319827131,NA,0.999991974036983,0.00032694063476866,NA,"HDY","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:51,1.12499116634768e-06,NA,NA,NA,1.81809695434729,0.0021567409038087,0.00105020594731714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.793261407781058,NA,1.41684713168095e-06,87,NA,NA,0,TRUE,TRUE,0.420000000000073,0.000226000922078203,NA,0.999999999786799,0.000207817545991534,NA,"QLT","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:19:55,1.41684713168095e-06,NA,NA,NA,NA,NA,NA,-0.231005963119615,0.000242162798338315,0.000140311087820068,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",1.05331916446591,NA,1.34692450674387e-06,103,NA,NA,0,TRUE,TRUE,0.42999999999995,0.000413329074995298,NA,0.999999827609186,0.000233752984762842,NA,"MOM","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:00,1.34692450674387e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12711487412668,0.000501710293377029,0.000223981780597579,NA,NA,NA,NA,NA,NA
"Nelder-Mead52",0.70480494926662,NA,1.41988437729864e-06,179,NA,NA,0,TRUE,TRUE,0.970000000000027,7.6707662771526e-05,NA,0.999999995120857,0.000110736919168032,NA,"ESG","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:03,1.41988437729864e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14371799125293,4.52743667281643e-05,7.01035174548666e-05,NA,NA,NA
"Nelder-Mead62",0.909350803748287,NA,1.37362160348636e-06,313,NA,NA,0,TRUE,TRUE,1.33000000000004,6.42581698177885e-05,NA,0.999999954587898,6.13244569258766e-05,NA,"LOV","DD",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:07,1.37362160348636e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32435024267819,0.000231682485459273,0.000113603072481456
"Nelder-Mead9",1.50213453634178,0.640238785241695,6.23655350455396e-07,219,NA,NA,0,TRUE,TRUE,0.460000000000036,0.000145201072173476,0.000255983589709355,0.99999997217051,7.88894966334211e-05,0.00011579924287986,"HML","FOF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:09,6.23655350455396e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.21715815588515,NA,4.76737254233822e-07,155,NA,NA,0,TRUE,TRUE,0.399999999999977,8.04188730500108e-05,NA,0.999999980021751,6.40082110413881e-05,NA,"SMB","FOF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:11,4.76737254233822e-07,-1.26473954985325,0.000144960453016603,8.30890000553198e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",0.767316517072854,NA,5.50065887440074e-07,111,NA,NA,0,TRUE,TRUE,0.279999999999973,9.06885029935763e-05,NA,0.999999965927241,5.98300285555091e-05,NA,"HDY","FOF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:14,5.50065887440074e-07,NA,NA,NA,-2.29304661588016,0.000122987620927014,7.59927957772544e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead33",1.61948236947486,NA,5.71181685923048e-07,135,NA,NA,0,TRUE,TRUE,0.170000000000073,0.000141114318367421,NA,0.99999994039802,8.47130629471795e-05,NA,"QLT","FOF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:17,5.71181685923048e-07,NA,NA,NA,NA,NA,NA,-1.18386435381306,0.000218712596770585,9.78566625501443e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead43",0.480101016220583,NA,4.50522421272044e-07,147,NA,NA,0,TRUE,TRUE,0.330000000000041,9.47290454758299e-05,NA,0.999999992635702,4.79653701567851e-05,NA,"MOM","FOF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:18,4.50522421272044e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21870777081903,4.85799943308985e-05,4.53919530165469e-05,NA,NA,NA,NA,NA,NA
"Nelder-Mead53",1.23185736779728,NA,6.09606347961774e-07,139,NA,NA,0,TRUE,TRUE,0.329999999999927,6.66984076838219e-05,NA,0.999999531198085,5.52384875702192e-05,NA,"ESG","FOF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:20,6.09606347961774e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.56773834834265,0.000171465322660432,8.41678363701749e-05,NA,NA,NA
"Nelder-Mead63",1.14383761347927,NA,5.94312797384614e-07,95,NA,NA,0,TRUE,TRUE,0.279999999999973,0.000349900876355186,NA,0.999999953629688,0.000627728331611592,NA,"LOV","FOF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:22,5.94312797384614e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.925462520577495,0.000297095647929619,0.000210204237341649
"Nelder-Mead10",1.04122282524194,0.84613391907794,8.17888629080298e-07,109,NA,NA,0,TRUE,TRUE,0.350000000000023,0.000448695792707723,0.000498680289376534,0.999999903014321,0.000187331134132838,0.000211262999275019,"HML","INF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:24,8.17888629080298e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",0.621398490411198,NA,7.51556195850515e-07,175,NA,NA,0,TRUE,TRUE,0.490000000000009,3.97958683318055e-05,NA,0.999999998854611,5.52563164442621e-05,NA,"SMB","INF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:25,7.51556195850515e-07,0.763318234441481,7.41981328017027e-05,5.00608659150798e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",0.943049030160133,NA,7.66007539310795e-07,157,NA,NA,0,TRUE,TRUE,0.340000000000032,0.000135112681875165,NA,0.999999946085594,6.72835215172851e-05,NA,"HDY","INF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:27,7.66007539310795e-07,NA,NA,NA,1.29745769742617,0.000258925989266447,0.000113447733581936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead34",0.116616370574671,NA,7.97140863425031e-07,151,NA,NA,0,TRUE,TRUE,0.460000000000036,0.000204381675406679,NA,0.999999978979577,8.93807123679068e-05,NA,"QLT","INF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:29,7.97140863425031e-07,NA,NA,NA,NA,NA,NA,1.80303202986948,3.47627886701466e-05,6.5192731019293e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead44",0.648644127852525,NA,8.76360664103139e-07,105,NA,NA,0,TRUE,TRUE,0.389999999999986,9.19525026405215e-05,NA,0.999999986156812,0.000115101289254653,NA,"MOM","INF",210,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:20:30,8.76360664103139e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.520722505821139,0.000279930748737601,0.000127283798194313,NA,NA,NA,NA,NA,NA
