"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",0.837530017333104,-0.858701848292088,3.14492513313235e-06,71,NA,NA,0,TRUE,TRUE,0.389999999999986,11.2088766492786,12.1818355785837,0,7.95639299661015,12.7861258214198,"HML","ALL",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:15,3.14492513313235e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.27914297637384,NA,2.62014219278606e-06,59,NA,NA,0,TRUE,TRUE,0.299999999999955,4.57407541312671,NA,0,2.64453785825778,NA,"SMB","ALL",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:17,2.62014219278606e-06,-0.809954351412528,23.450424153289,10.3751811779188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",0.97770616141866,NA,2.64346062243243e-06,67,NA,NA,0,TRUE,TRUE,0.289999999999964,1.46225356731597,NA,0,1.46115554906993,NA,"HDY","ALL",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:20,2.64346062243243e-06,NA,NA,NA,-1.40739800151296,23.4495778311332,10.4775775733336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.42411896541366,NA,3.8241424438808e-06,59,NA,NA,0,TRUE,TRUE,0.299999999999955,48.4187693483062,NA,0,17.9654028564613,NA,"QLT","ALL",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:23,3.8241424438808e-06,NA,NA,NA,NA,NA,NA,-0.574845841581083,136.403723614686,50.0518655813136,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.82790464376054,NA,3.50857759136508e-06,73,NA,NA,0,TRUE,TRUE,0.419999999999959,46.3557777547253,NA,0,16.1269165565879,NA,"MOM","ALL",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:26,3.50857759136508e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.46169808299266,117.720592242342,40.7810032180604,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.37352900050467,NA,3.06568136391721e-06,99,NA,NA,0,TRUE,TRUE,0.5,13.5798508264911,NA,0,12.3924740189027,NA,"ESG","ALL",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:28,3.06568136391721e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3672680792195,109.175508880457,40.0749561872063,NA,NA,NA
"Nelder-Mead6",1.25058166315328,NA,2.74167654156853e-06,67,NA,NA,0,TRUE,TRUE,0.350000000000023,1.82390004946259,NA,0,1.75093856223159,NA,"LOV","ALL",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:31,2.74167654156853e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.002836745334,8.74402778523401,4.70928659708878
"Nelder-Mead7",1.18939550505802,-0.333973590313417,1.44101481488721e-06,53,NA,NA,0,TRUE,TRUE,0.260000000000105,0.831528919188865,10.813188180464,0.00166961920692654,1.40615628024516,4.37449630151056,"HML","BO",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:34,1.44101481488721e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.36394843939343,NA,1.43480554715514e-06,55,NA,NA,0,TRUE,TRUE,0.329999999999927,11.9725930208877,NA,0,6.75633688766848,NA,"SMB","BO",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:35,1.43480554715514e-06,-0.273946744963178,61.6344382363966,31.1418318764037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.25755781639212,NA,1.43474331988661e-06,69,NA,NA,0,TRUE,TRUE,0.210000000000036,37.0055294909497,NA,0,15.1118817202936,NA,"HDY","BO",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:38,1.43474331988661e-06,NA,NA,NA,-0.49629044726588,406.595211561621,164.860066701649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.44147631918948,NA,1.47049815981396e-06,77,NA,NA,0,TRUE,TRUE,0.5,2.80790722168423,NA,0.00144920400387294,1.59190113584476,NA,"QLT","BO",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:40,1.47049815981396e-06,NA,NA,NA,NA,NA,NA,-0.253910344733596,9.69439296146241,3.50341992600719,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.57016866710241,NA,1.4584523221403e-06,87,NA,NA,0,TRUE,TRUE,0.389999999999986,3.68991410790916,NA,0,1.88030458192538,NA,"MOM","BO",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:43,1.4584523221403e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.593767206807785,12.8343834162136,4.55649857970389,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.43639906433279,NA,1.13482281162422e-06,95,NA,NA,0,TRUE,TRUE,0.470000000000027,4.49099024105913,NA,0,3.13119202549655,NA,"ESG","BO",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:45,1.13482281162422e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9665696704849,68.0532524353573,27.6863597089814,NA,NA,NA
"Nelder-Mead61",1.36261074954418,NA,1.40140357291077e-06,49,NA,NA,0,TRUE,TRUE,0.279999999999973,1.79153457194045,NA,1.77293180136928e-10,1.77789241301024,NA,"LOV","BO",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:48,1.40140357291077e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.419720801299263,14.747223136497,7.20352785520063
"Nelder-Mead8",1.26619980522227,1.03701875648549,3.78837115502174e-07,103,NA,NA,0,TRUE,TRUE,0.379999999999995,8.12879489030964,21.7714932460342,0,3.96400844873278,9.94147234925445,"HML","DD",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:50,3.78837115502174e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.704542579796799,NA,3.19250321931493e-07,63,NA,NA,0,TRUE,TRUE,0.220000000000027,2.69229616072306,NA,0,3.37173110160195,NA,"SMB","DD",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:51,3.19250321931493e-07,1.08109831300509,9.68480691833475,6.21250219072847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.18365233070023,NA,3.20940211185308e-07,67,NA,NA,0,TRUE,TRUE,0.230000000000018,8.89425916426635,NA,0,4.641606911041,NA,"HDY","DD",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:53,3.20940211185308e-07,NA,NA,NA,2.19277940433957,26.521460748148,12.7850550325444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.967538830987178,NA,4.33470293563647e-07,47,NA,NA,0,TRUE,TRUE,0.219999999999914,26.8803977013319,NA,1.88737914186277e-12,13.3222576684084,NA,"QLT","DD",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:55,4.33470293563647e-07,NA,NA,NA,NA,NA,NA,-0.130520829570014,62.9782438544297,31.9607768960415,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",1.26876286333709,NA,3.94273881775931e-07,57,NA,NA,0,TRUE,TRUE,0.220000000000027,20.9466863087694,NA,0,11.9084197821814,NA,"MOM","DD",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:51:58,3.94273881775931e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.12574342782086,18.5780923459393,9.06094820462465,NA,NA,NA,NA,NA,NA
"Nelder-Mead52",0.976276268470756,NA,4.21856487052378e-07,181,NA,NA,0,TRUE,TRUE,0.780000000000086,10.4665125099027,NA,0,6.53251902109974,NA,"ESG","DD",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:52:00,4.21856487052378e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.26994432593751,102.754733664332,55.6887261280548,NA,NA,NA
"Nelder-Mead62",0.908416895562549,NA,4.17643262818768e-07,61,NA,NA,0,TRUE,TRUE,0.25,2.56064289536302,NA,3.43494449672743e-06,2.74670135116256,NA,"LOV","DD",210,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:52:02,4.17643262818768e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.879056924718316,5.46296224443708,3.00183354850489
