"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.09307066677657,-0.39948961990651,0.0113953812784302,139,NA,NA,0,FALSE,TRUE,0.799999999999727,9.69383690359345e-05,0.000263129588444887,0.999999993537975,5.86575784207518e-05,0.000115105234003222,"HML","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:41:28,0.0113953812784302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.28166993501346,NA,0.0109904570003163,127,NA,NA,0,FALSE,TRUE,0.75,9.61679228774652e-05,NA,0.999999996524857,6.93277318986555e-05,NA,"SMB","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:41:32,0.0109904570003163,-0.388815352406044,0.000162719596863499,7.807840539962e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.1599979741838,NA,0.0113015664421082,165,NA,NA,0,FALSE,TRUE,1.13999999999987,0.000101846131630776,NA,0.99999998456647,6.27285618324588e-05,NA,"HDY","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:41:36,0.0113015664421082,NA,NA,NA,-0.575429312462267,0.000278397153477054,0.00012210010875407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.4611678619679,NA,0.0117466070183452,113,NA,NA,0,FALSE,TRUE,0.840000000000146,0.000356240541223656,NA,0.99999995617595,0.000136201936881278,NA,"QLT","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:41:40,0.0117466070183452,NA,NA,NA,NA,NA,NA,-0.476455558487336,0.000276736555624874,0.000103241441044841,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.70304045530172,NA,0.0113536882161403,147,NA,NA,0,FALSE,TRUE,1.03999999999996,0.000445211218738592,NA,0.999999787373941,0.000166695124305337,NA,"MOM","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:41:45,0.0113536882161403,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02869211461786,0.000329951273652232,0.000118969721793027,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.25608108120064,NA,0.0105606995208719,127,NA,NA,0,TRUE,TRUE,0.880000000000109,8.81049217981324e-05,NA,0.999999814392993,6.37238765764082e-05,NA,"ESG","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:41:47,0.0105606995208719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45193318185777,9.25779755826491e-05,6.29782720290598e-05,NA,NA,NA
"Nelder-Mead6",1.24379512442965,NA,0.010369732254349,121,NA,NA,0,FALSE,TRUE,0.820000000000164,9.10004714828888e-05,NA,0.999999993511208,6.65400530252922e-05,NA,"LOV","ALL",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:41:51,0.010369732254349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.552730122055159,0.000169262357904336,8.85579972867625e-05
"Nelder-Mead7",1.30971881198916,-0.35132545869271,0.0108460918683788,99,NA,NA,0,FALSE,TRUE,0.75,7.24408978523681e-05,0.000268725073887999,0.999999993349216,5.4528166213023e-05,0.000113554814870475,"HML","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:41:55,0.0108460918683788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.46427253920518,NA,0.0107896581698885,185,NA,NA,0,FALSE,TRUE,1.11000000000013,8.45020144624896e-05,NA,0.999999992527301,6.72993832724353e-05,NA,"SMB","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:41:57,0.0107896581698885,-0.34613971745492,0.000258929692450564,0.000124722279177237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.36236050703875,NA,0.0109950656270508,423,NA,NA,0,FALSE,TRUE,2.97000000000025,0.000106300898168158,NA,0.999999923512201,7.42757947009779e-05,NA,"HDY","BO",240,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:42:07,0.0109950656270508,NA,NA,NA,-0.52968747577086,0.000672879359995011,0.000289796437123832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
