"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",0.843261913670647,-0.895902295433987,9.4119654790061e-06,165,NA,NA,0,TRUE,TRUE,0.520000000000039,0.000212138874805654,0.000207372554574095,0.999999987742845,9.1570646564724e-05,9.6066467506119e-05,"HML","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:13:35,9.4119654790061e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.3041538878729,NA,9.20245999021973e-06,209,NA,NA,0,TRUE,TRUE,0.860000000000014,0.000143626791739468,NA,0.999999970954314,0.000102006264871723,NA,"SMB","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:13:44,9.20245999021973e-06,-0.734520463872408,0.000278342867719153,0.000120298672611723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.00692970679258,NA,8.59319191045292e-06,149,NA,NA,0,TRUE,TRUE,0.730000000000018,0.0001549764649327,NA,0.999999858067912,8.80125692450055e-05,NA,"HDY","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:13:50,8.59319191045292e-06,NA,NA,NA,-1.33918902637481,0.000397111760836036,0.000170626390638827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.40974884406212,NA,1.29396066659434e-05,109,NA,NA,0,TRUE,TRUE,0.359999999999957,0.000273760159846148,NA,0.999999985657979,0.000158179156139155,NA,"QLT","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:13:53,1.29396066659434e-05,NA,NA,NA,NA,NA,NA,-0.180454157604984,0.000327137167251805,0.000121893632976573,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.90972014033529,NA,1.23658770352903e-05,263,NA,NA,0,TRUE,TRUE,1.04999999999995,0.000507920367790631,NA,0.999999206883583,0.000183077595350663,NA,"MOM","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:14:01,1.23658770352903e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.63087714949512,0.000489157729897078,0.000169182977083197,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.2439256583729,NA,9.79873367298921e-06,149,NA,NA,0,TRUE,TRUE,0.510000000000048,0.00014301825693794,NA,0.999992009256011,0.000106752141735141,NA,"ESG","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:14:05,9.79873367298921e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5244712181811,0.000318579691232095,0.000124113476951819,NA,NA,NA
"Nelder-Mead6",1.29422055887175,NA,9.68502019746196e-06,139,NA,NA,0,TRUE,TRUE,0.75,0.000156944100135484,NA,0.999999982044219,0.000116390086573813,NA,"LOV","ALL",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:14:12,9.68502019746196e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.978824462362802,0.000150059825043037,7.97502725562675e-05
"Nelder-Mead7",1.15873074071426,-0.504510995081586,4.77858143208846e-06,127,NA,NA,0,TRUE,TRUE,0.639999999999986,0.00970679621232791,0.00229450963888439,0.999996383587989,0.00590619804143891,0.00101932591010102,"HML","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:14:17,4.77858143208846e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.38868043979313,NA,4.81443046434523e-06,127,NA,NA,0,TRUE,TRUE,0.659999999999968,0.000159710271506965,NA,0.99999989408042,0.000151245086236178,NA,"SMB","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:14:20,4.81443046434523e-06,-0.350685937121394,0.00119724791411114,0.000491203027266119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.24683027355937,NA,4.7959156102686e-06,139,NA,NA,0,TRUE,TRUE,0.75,0.000153911571151534,NA,0.999999973524168,0.000131787636722604,NA,"HDY","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:14:26,4.7959156102686e-06,NA,NA,NA,-0.661137679401583,0.000304094202398246,0.00012389374798441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.62180101351724,NA,4.93617565663961e-06,131,NA,NA,0,TRUE,TRUE,0.689999999999998,0.000262425367592042,NA,0.999999928713303,0.000108175216833219,NA,"QLT","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:14:31,4.93617565663961e-06,NA,NA,NA,NA,NA,NA,-0.678929194821956,0.000316396622671366,0.000114944216590143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.60136355690256,NA,4.93088310094466e-06,131,NA,NA,0,TRUE,TRUE,0.569999999999993,0.000529452658392363,NA,0.999999819595053,0.000224136812619326,NA,"MOM","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:14:34,4.93088310094466e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.519470352962349,0.000545692364773754,0.000197942730595715,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.40249254236808,NA,4.26784549266851e-06,153,NA,NA,0,TRUE,TRUE,0.699999999999989,0.000202499552933449,NA,0.99999551564958,0.000152114465007312,NA,"ESG","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:14:37,4.26784549266851e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5744057222301,0.000341193691597183,0.000147239211702565,NA,NA,NA
"Nelder-Mead61",1.41397869708068,NA,4.68441055656406e-06,113,NA,NA,0,TRUE,TRUE,0.480000000000018,0.00011305834481799,NA,0.999999988078031,8.66757891987367e-05,NA,"LOV","BO",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:14:42,4.68441055656406e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.626976022740849,0.000199214002872435,0.000119020786466077
"Nelder-Mead8",1.18732244422984,0.89087887559761,1.20839168271495e-06,117,NA,NA,0,TRUE,TRUE,0.480000000000018,0.000174682499258229,0.000231514290792148,0.99999997147512,9.49848216070977e-05,0.000106048534204026,"HML","DD",180,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:14:44,1.20839168271495e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
