"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",0.858373833640001,-0.803250277951177,3.27885527783719e-06,65,NA,NA,0,TRUE,TRUE,0.309999999999945,11.8354949470964,12.990740169654,0,8.62769717398331,13.8019598037071,"HML","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:54:02,3.27885527783719e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.27457589616998,NA,2.78943765856963e-06,59,NA,NA,0,TRUE,TRUE,0.309999999999945,4.66877085511432,NA,0,2.68488414997786,NA,"SMB","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:54:05,2.78943765856963e-06,-0.766019214507696,24.6910171790247,10.9479895886332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",0.988912201576782,NA,2.81673945799504e-06,67,NA,NA,0,TRUE,TRUE,0.299999999999955,1.35675091349182,NA,0,1.46645649027748,NA,"HDY","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:54:08,2.81673945799504e-06,NA,NA,NA,-1.32917092973096,24.5197121175377,10.9441054458704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.38241274368607,NA,3.99490674308162e-06,57,NA,NA,0,TRUE,TRUE,0.279999999999973,40.260790780196,NA,0,16.644621036305,NA,"QLT","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:54:11,3.99490674308162e-06,NA,NA,NA,NA,NA,NA,-0.49576074494118,117.876710255947,47.3063224255731,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.80191443925747,NA,3.66111430830791e-06,69,NA,NA,0,TRUE,TRUE,0.300000000000182,49.2418098489188,NA,0,17.1212778915881,NA,"MOM","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:54:14,3.66111430830791e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.42468977605069,126.883210203239,43.9504069004236,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.36743002344746,NA,3.18911267101387e-06,85,NA,NA,0,TRUE,TRUE,0.460000000000036,13.1943202318335,NA,0,12.0256842824133,NA,"ESG","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:54:16,3.18911267101387e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3377515448449,108.981924334248,40.0805238512018,NA,NA,NA
"Nelder-Mead6",1.24647816236229,NA,2.88145704272781e-06,65,NA,NA,0,TRUE,TRUE,0.430000000000064,1.81604794170788,NA,0,1.74821877564963,NA,"LOV","ALL",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:54:19,2.88145704272781e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.977834215840331,8.94044776725993,4.79719263649979
"Nelder-Mead7",1.25096876101015,-0.196386643486767,1.5796503421467e-06,51,NA,NA,0,TRUE,TRUE,0.220000000000027,1.57530286490516,10.806454460716,0.168353908251613,1.43266383036292,4.22835370994385,"HML","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:54:21,1.5796503421467e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.35690726791636,NA,1.5704594967635e-06,57,NA,NA,0,TRUE,TRUE,0.309999999999945,4.81844251888673,NA,4.22336328576023e-07,3.07803113377696,NA,"SMB","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:54:22,1.5704594967635e-06,-0.182787990690804,20.5576584867747,10.4898422691304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.28833539980686,NA,1.57395174196894e-06,51,NA,NA,0,TRUE,TRUE,0.289999999999964,3.7918992526514,NA,0,1.99744762806822,NA,"HDY","BO",240,0,12,"ALL","EW_VYP","L2_Lasso","linear",2023-05-10 13:54:25,1.57395174196894e-06,NA,NA,NA,-0.312676391822015,49.6235714247681,20.0355626892788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
