"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",1.09307040433589,-0.399490320079245,0.00921296560575707,139,NA,NA,0,FALSE,TRUE,0.919999999999845,9.69677041922903e-05,0.000262265189428272,0.999999993576681,5.8613125392665e-05,0.000114714945918675,"HML","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:33:51,0.00921296560575707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.30067528341903,NA,0.00889470302212257,117,NA,NA,0,FALSE,TRUE,0.769999999999982,7.74528291021308e-05,NA,0.999999995086816,6.60880830334318e-05,NA,"SMB","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:33:55,0.00889470302212257,-0.455592563547089,0.000174350776603652,8.27301503640491e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.15999730881115,NA,0.00919073697829175,125,NA,NA,0,FALSE,TRUE,0.75,0.00010183908702149,NA,0.999999984530517,6.27356752559153e-05,NA,"HDY","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:33:59,0.00919073697829175,NA,NA,NA,-0.575433453650171,0.000278753639581854,0.000122257859504037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.46116677979795,NA,0.0100599361102265,139,NA,NA,0,FALSE,TRUE,1,0.000359963929500169,NA,0.999999955114839,0.000137610628425934,NA,"QLT","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:34:03,0.0100599361102265,NA,NA,NA,NA,NA,NA,-0.476455170792018,0.000280611246680314,0.00010468774922812,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.7030402636015,NA,0.00961460745601021,141,NA,NA,0,TRUE,TRUE,0.920000000000073,0.000446117711258532,NA,0.999999786341272,0.000167030804944978,NA,"MOM","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:34:07,0.00961460745601021,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02869172080942,0.00033086948923789,0.000119302854061607,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.25608106695152,NA,0.00883752839800211,119,NA,NA,0,FALSE,TRUE,0.829999999999927,8.81118678030216e-05,NA,0.999999812594312,6.37289127870181e-05,NA,"ESG","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:34:09,0.00883752839800211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.45193474178811,9.30344617616161e-05,6.32888348268939e-05,NA,NA,NA
"Nelder-Mead6",1.24379522642801,NA,0.00860360351162586,145,NA,NA,0,FALSE,TRUE,0.910000000000082,9.10744942834861e-05,NA,0.999999993459347,6.65984139340383e-05,NA,"LOV","ALL",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:34:13,0.00860360351162586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.552729660078702,0.000170058178228651,8.89740666573872e-05
"Nelder-Mead7",1.29187852514875,-0.440118584428012,0.00848918880691008,111,NA,NA,0,TRUE,TRUE,0.700000000000045,7.69988621498691e-05,0.000200285075995911,0.999999994056846,5.66194826177114e-05,8.69948611629529e-05,"HML","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:34:17,0.00848918880691008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.50099163201168,NA,0.00853349942241651,131,NA,NA,0,FALSE,TRUE,0.960000000000036,8.36490361601188e-05,NA,0.999999992443677,6.53215193246466e-05,NA,"SMB","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:34:19,0.00853349942241651,-0.499861101100267,0.00018061718642095,8.32233652900324e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.35861331089427,NA,0.00873818523904123,103,NA,NA,0,TRUE,TRUE,0.670000000000073,0.000144174970007613,NA,0.999999712858131,8.73178502053932e-05,NA,"HDY","BO",180,0,12,"ALL","FW_VYP","L1_Ridge","linear",2023-05-10 14:34:23,0.00873818523904123,NA,NA,NA,-0.642138096691443,0.00110435747266673,0.000467785361343299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
