"","MKT","HML","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtime","SE.MKT","SE.HML","Wald.p.value.MKT_1","SE.MKT.indep","SE.HML.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","SMB","SE.SMB","SE.SMB.indep","HDY","SE.HDY","SE.HDY.indep","QLT","SE.QLT","SE.QLT.indep","MOM","SE.MOM","SE.MOM.indep","ESG","SE.ESG","SE.ESG.indep","LOV","SE.LOV","SE.LOV.indep"
"Nelder-Mead",0.843261818021476,-0.895902405725807,1.10097373195942e-05,105,NA,NA,0,TRUE,TRUE,0.580000000000041,0.000212173843666188,0.000207502990880953,0.999999987725004,9.15920340451517e-05,9.6134608530929e-05,"HML","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:23:01,1.10097373195942e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.30414931999808,NA,1.06149935033606e-05,895,NA,NA,0,TRUE,TRUE,4.42999999999995,0.000164802022452424,NA,0.999999944157289,0.000114463890638798,NA,"SMB","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:23:19,1.06149935033606e-05,-0.734490436238609,0.000396600007643445,0.000172627054707032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.00692970787484,NA,1.00760555335263e-05,149,NA,NA,0,TRUE,TRUE,0.610000000000014,0.00015497579524367,NA,0.999999856868948,8.80395186562547e-05,NA,"HDY","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:23:24,1.00760555335263e-05,NA,NA,NA,-1.33918960018382,0.000398788539767723,0.000171349960468364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.40969925321937,NA,1.4701378585738e-05,107,NA,NA,0,TRUE,TRUE,0.450000000000045,0.00062118777188715,NA,0.999999913584786,0.000321762556765994,NA,"QLT","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:23:26,1.4701378585738e-05,NA,NA,NA,NA,NA,NA,-0.180431306143933,0.000903113314228478,0.000354997219132555,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.90971986262873,NA,1.37260699427848e-05,133,NA,NA,0,TRUE,TRUE,0.549999999999955,0.000507341302873311,NA,0.999999209125699,0.000182872567080172,NA,"MOM","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:23:30,1.37260699427848e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.63087690865717,0.00048838860339951,0.000168915146491856,NA,NA,NA,NA,NA,NA
"Nelder-Mead5",1.2249298707535,NA,1.09506233743048e-05,149,NA,NA,0,TRUE,TRUE,0.870000000000005,0.000130126552110164,NA,0.999991748300134,9.6855476479982e-05,NA,"ESG","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:23:33,1.09506233743048e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8835021159742,0.000292099619276569,0.000113471235089447,NA,NA,NA
"Nelder-Mead6",1.29388243710864,NA,1.101587194472e-05,117,NA,NA,0,TRUE,TRUE,0.599999999999909,0.000317874117613471,NA,0.999999940210857,0.000229382674585549,NA,"LOV","ALL",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:23:37,1.101587194472e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.977981738594313,0.000260499844712664,0.000152506935690819
"Nelder-Mead7",1.15654096664063,-0.420565268014862,5.91877325870614e-06,179,NA,NA,0,TRUE,TRUE,0.840000000000032,0.000103121593781431,0.000199313463996694,0.99999999528306,9.62565914846379e-05,8.61396027688292e-05,"HML","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:23:45,5.91877325870614e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.38802484871087,NA,5.92807821035396e-06,129,NA,NA,0,TRUE,TRUE,0.629999999999995,0.000215474366634572,NA,0.99999998032123,0.000245987058662534,NA,"SMB","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:23:48,5.92807821035396e-06,-0.350608027817972,0.00049255317458528,0.000192915414402966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.22463068897634,NA,5.92425028381201e-06,129,NA,NA,0,TRUE,TRUE,0.470000000000027,0.000289110016246037,NA,0.99999997077803,0.000245370914288335,NA,"HDY","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:23:54,5.92425028381201e-06,NA,NA,NA,-0.658001100985196,0.000293917681194581,0.000124328158860762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.6218031791093,NA,5.76903746365645e-06,147,NA,NA,0,TRUE,TRUE,0.700000000000045,0.000257883247167605,NA,0.99999993182115,0.00010642409429278,NA,"QLT","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:24:00,5.76903746365645e-06,NA,NA,NA,NA,NA,NA,-0.678935333194324,0.000308295417682485,0.000111967247335367,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.60136187135724,NA,5.89120845802542e-06,93,NA,NA,0,TRUE,TRUE,0.469999999999914,0.000558190010420093,NA,0.999999793019661,0.000235559444868367,NA,"MOM","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:24:03,5.89120845802542e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51947366105208,0.000594682003853366,0.000216037004352203,NA,NA,NA,NA,NA,NA
"Nelder-Mead51",1.47041864649051,NA,5.03758116854151e-06,315,NA,NA,0,TRUE,TRUE,1.42000000000007,0.000226550520493987,NA,0.999977402090216,0.000156343161371833,NA,"ESG","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:24:08,5.03758116854151e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4667699787703,0.000457625889157688,0.00018935973869616,NA,NA,NA
"Nelder-Mead61",1.40382456219933,NA,5.74917682344914e-06,85,NA,NA,0,TRUE,TRUE,0.300000000000068,0.000250286991605569,NA,0.999999970491783,0.000192654577464275,NA,"LOV","BO",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:24:13,5.74917682344914e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.600340352171691,0.000273393880234475,0.000179701215518722
"Nelder-Mead8",1.18732470852302,0.890882002757322,1.25644336949364e-06,143,NA,NA,0,TRUE,TRUE,0.460000000000036,0.000171947819034326,0.000226415488219522,0.999999972669497,9.36310152846723e-05,0.00010367805508317,"HML","DD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:24:16,1.25644336949364e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.837156752585812,NA,1.05494829469255e-06,175,NA,NA,0,TRUE,TRUE,0.629999999999995,0.000131238582848932,NA,0.999999961914562,0.000147012738656045,NA,"SMB","DD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:24:19,1.05494829469255e-06,1.13815100966257,0.000243066138935806,0.000140464096049723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.19175632625418,NA,1.13329163443112e-06,101,NA,NA,0,TRUE,TRUE,0.559999999999945,0.000470063673442371,NA,0.999990103181745,0.000328736415223813,NA,"HDY","DD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:24:22,1.13329163443112e-06,NA,NA,NA,1.72904678064514,0.00252299616392819,0.00123632969999617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.78888317749479,NA,1.4346681164838e-06,93,NA,NA,0,TRUE,TRUE,0.519999999999982,0.000224884947594165,NA,0.999999999806659,0.000206686713911399,NA,"QLT","DD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:24:26,1.4346681164838e-06,NA,NA,NA,NA,NA,NA,-0.224857220538343,0.000241684849080904,0.000139836479132929,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",1.05953546072699,NA,1.36314337773632e-06,103,NA,NA,0,TRUE,TRUE,0.329999999999927,0.000417239297983343,NA,0.999999816802493,0.000235828001872917,NA,"MOM","DD",240,0,12,"ALL","EW_VYP","L1_Ridge","linear",2023-05-10 13:24:30,1.36314337773632e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14295818500407,0.000508198092383888,0.000226779098293242,NA,NA,NA,NA,NA,NA
