year,month,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG
1999,12,0.3764,7.9990,4.1838,-5.4989,-5.4542,-1.2125
2000,1,0.4343,-4.3967,5.6532,2.8805,-5.0544,0.6177
2000,2,0.4295,2.7483,22.1369,-5.3828,-7.5429,-3.2204
2000,3,0.4377,4.9124,-14.3903,1.8173,7.6659,3.4912
2000,4,0.4595,-6.4122,-4.8613,3.7882,8.7101,5.1852
2000,5,0.4782,-4.3652,-4.6181,0.5427,0.0542,3.7443
2000,6,0.3744,4.7859,10.2782,-3.4094,-4.7744,-1.8451
2000,7,0.4772,-2.2484,0.9900,2.2531,3.4368,3.3353
2000,8,0.5002,7.0004,0.4354,-0.7843,-2.0644,-1.0673
2000,9,0.5093,-5.6234,1.6336,5.2174,2.1000,0.8141
2000,10,0.5217,-2.9707,-2.2311,2.9431,7.3385,6.4937
2000,11,0.4966,-10.7338,1.5268,7.4717,10.3785,10.8156
2000,12,0.4909,1.5513,4.6783,6.3526,5.1898,0.7257
2001,1,0.5243,3.4358,2.7459,-7.1572,-10.8206,-6.2948
2001,2,0.3653,-10.2755,2.8813,9.2411,5.1658,6.4601
2001,3,0.4320,-7.4712,2.9535,3.7534,3.4576,2.6557
2001,4,0.3864,7.9965,-0.9027,-3.7757,0.0680,-5.4031
2001,5,0.3183,0.7272,4.3821,2.3431,-2.5522,-0.2205
2001,6,0.2778,-2.0331,6.6893,-1.7646,-0.7474,1.9317
2001,7,0.2999,-2.1297,-2.1174,1.3779,3.9482,5.5275
2001,8,0.2996,-6.1977,2.3720,5.6422,4.3127,5.6464
2001,9,0.2730,-9.4215,-4.9267,2.8668,9.1938,5.7653
2001,10,0.2154,2.5682,3.4908,-2.9725,-4.3930,-0.5554
2001,11,0.1749,7.7028,-1.3884,-1.1368,-8.4926,-2.9851
2001,12,0.1484,1.6369,5.3231,-0.1830,0.5359,-2.2227
2002,1,0.1390,-1.7365,0.7269,3.2511,0.2975,4.2810
2002,2,0.1285,-2.2981,-0.4893,4.4486,5.3193,3.7229
2002,3,0.1341,4.3337,4.6154,0.7823,-4.7081,-0.5513
2002,4,0.1546,-5.1164,7.5839,4.0765,5.4656,4.0834
2002,5,0.1442,-1.1963,-3.1793,2.1871,1.8106,0.6128
2002,6,0.1312,-7.1563,3.5705,3.5486,4.9344,0.4215
2002,7,0.1507,-8.2656,-6.3895,1.9790,6.6992,4.9534
2002,8,0.1402,0.6574,-0.0103,-0.8647,2.4777,-1.7234
2002,9,0.1414,-10.1334,3.1331,-2.1444,4.4209,1.1680
2002,10,0.1334,7.3585,-5.1455,0.2930,-4.6493,1.4936
2002,11,0.1166,6.0097,1.4953,3.2730,-11.1746,-3.1026
2002,12,0.1079,-5.4394,0.0685,-2.2586,5.3208,2.2789
2003,1,0.0934,-2.4334,-0.9851,0.6899,-0.6002,0.7808
2003,2,0.0871,-1.6262,-2.0306,-0.1271,0.9046,1.4284
2003,3,0.1020,0.9298,1.4063,-0.1302,3.4452,-0.9363
2003,4,0.0939,8.1811,2.3565,1.0369,-4.4538,-3.1854
2003,5,0.0903,6.2533,3.8209,1.8480,-8.2383,-1.6032
2003,6,0.0984,1.5336,2.2170,-1.0629,1.1007,-0.1288
2003,7,0.0674,2.2424,4.3794,2.3396,-1.7459,-0.8855
2003,8,0.0689,2.4307,2.2371,2.3638,-1.2401,-1.6327
2003,9,0.0865,-0.9981,0.6893,0.2277,1.2633,2.3260
2003,10,0.0700,5.9616,3.0463,1.0318,-1.7515,-0.5641
2003,11,0.0725,1.5868,2.1955,2.3057,0.7762,0.5380
2003,12,0.0831,4.4674,-2.7825,0.7725,-1.7383,-1.3339
2004,1,0.0696,2.2341,3.1138,2.0594,-2.4369,0.8594
2004,2,0.0623,1.4856,-0.3077,-0.8838,2.1326,-0.0153
2004,3,0.0844,-1.1511,2.5223,-0.7362,1.7567,-1.0655
2004,4,0.0795,-2.5009,-3.2177,-2.9004,0.0193,1.4282
2004,5,0.0603,1.3455,-0.3839,0.5514,1.0708,-0.2182
2004,6,0.0817,2.0784,2.2427,-0.2619,0.5580,0.6171
2004,7,0.0919,-3.8589,-3.3463,-0.9737,2.4031,3.0792
2004,8,0.1116,0.1612,-1.5195,-1.2012,-1.2288,0.1740
2004,9,0.1185,1.9358,3.7979,-2.2103,-0.2111,-1.6158
2004,10,0.1129,1.6677,-0.7807,0.5882,-1.4395,0.0040
2004,11,0.1541,4.6667,4.4795,-0.4175,-1.1336,-1.6609
2004,12,0.1672,3.3505,-0.0376,0.3071,-0.8596,-1.1295
2005,1,0.1661,-2.8212,-0.3902,-0.4017,3.2477,1.2607
2005,2,0.1641,2.1035,0.1385,0.2844,3.5699,0.6629
2005,3,0.2123,-1.9071,-1.7605,0.9149,0.5349,1.9014
2005,4,0.2072,-2.7257,-4.4861,-1.4659,-1.1017,2.1601
2005,5,0.2395,3.5559,2.9653,-0.0562,0.9635,0.4256
2005,6,0.2263,0.9263,3.8083,-0.1989,-0.4251,-0.4125
2005,7,0.2383,4.0952,2.7311,-2.0743,-0.2062,-0.4035
2005,8,0.2920,-0.8864,-0.7919,0.2404,-0.6819,-0.6295
2005,9,0.2848,0.7759,0.0018,-0.0221,0.8642,0.2596
2005,10,0.2728,-2.3601,-0.5152,-0.3170,1.1044,-0.5517
2005,11,0.3045,3.7277,1.2213,-1.0514,0.7720,-0.5969
2005,12,0.3160,0.0297,-0.0244,0.8785,0.2174,1.0871
2006,1,0.3488,3.6553,6.4368,-0.6776,-0.2587,0.8715
2006,2,0.3322,-0.4961,-0.3884,2.4359,-1.0088,-0.9959
2006,3,0.3642,1.5400,3.1198,-1.3479,0.7682,-0.7813
2006,4,0.3559,0.9404,-0.3043,0.3423,0.8234,-0.1274
2006,5,0.4195,-3.5236,-3.5130,1.3187,-0.0952,-1.6060
2006,6,0.3970,-0.4358,-0.3286,-0.4009,1.0355,0.6268
2006,7,0.3976,-0.5850,-3.1605,1.3537,0.5471,3.2009
2006,8,0.4283,2.0765,0.4240,1.9388,-1.3419,-0.1832
2006,9,0.4047,1.5377,-0.9684,0.9799,0.6243,0.9674
2006,10,0.4076,3.3057,1.9654,0.1918,-0.2894,0.4303
2006,11,0.4243,1.9459,0.3941,-1.5952,0.4888,-0.8937
2006,12,0.4036,0.6819,-0.0051,1.8246,-0.5628,-1.2209
2007,1,0.4328,1.5069,-0.0995,0.6221,0.0117,0.0522
2007,2,0.3837,-1.7825,1.4366,-0.9611,-0.7334,-0.0713
2007,3,0.4257,0.8693,-0.1798,-1.1880,0.4424,-0.2282
2007,4,0.4348,3.5467,-1.7326,0.8545,0.5498,1.0935
2007,5,0.4046,3.4886,-0.2555,-2.3088,0.5252,0.1387
2007,6,0.3918,-1.8683,0.5431,0.9411,1.1897,-0.5651
2007,7,0.3962,-3.5722,-3.0194,-2.2854,1.6421,0.0465
2007,8,0.4205,0.7425,-0.8426,-1.2713,0.9747,0.4953
2007,9,0.3347,3.7495,-2.3831,-3.2483,1.6042,-0.4743
2007,10,0.3212,2.2584,0.3666,0.4806,1.2420,0.3430
2007,11,0.3395,-5.2722,-3.0333,0.2065,3.6053,1.4361
2007,12,0.2921,-0.7344,0.6754,-0.6395,2.2799,1.0639
2008,1,0.2430,-6.4568,-0.7339,1.3994,-0.3167,-0.8195
2008,2,0.1325,-2.2988,-0.8812,-1.5041,1.7886,1.3601
2008,3,0.1869,-1.2290,0.5829,-0.3539,2.3741,-0.0308
2008,4,0.1025,5.0035,-0.9409,-2.3042,-0.8079,3.3221
2008,5,0.0946,2.2862,2.5362,-0.3601,-0.3372,0.0761
2008,6,0.1750,-8.0176,1.8768,-0.1818,6.3620,1.0358
2008,7,0.1440,-1.4781,5.9815,1.8233,0.0115,-0.0734
2008,8,0.1282,0.9284,1.8217,0.9425,-0.8718,2.0790
2008,9,0.1530,-9.9510,0.6290,3.1567,1.5935,3.4509
2008,10,0.0792,-18.5440,-3.4751,1.0567,5.8954,6.7538
2008,11,0.0228,-8.4843,-5.2006,0.5050,3.5073,2.1843
2008,12,0.0029,2.2125,3.6018,-2.3459,-0.5551,-0.8413
2009,1,0.0023,-7.7338,-2.9341,-0.9211,-0.7729,2.4051
2009,2,0.0147,-10.0418,-1.5734,-1.8544,2.9629,2.8821
2009,3,0.0159,8.6589,0.9884,-0.4461,-3.3713,0.0791
2009,4,0.0125,10.9227,7.2771,3.5049,-13.8329,-1.7607
2009,5,0.0017,6.7757,-1.3222,-2.4199,-3.3195,-0.5583
2009,6,0.0075,-0.3174,3.7488,0.5168,0.8963,2.4952
2009,7,0.0119,8.1633,1.6914,1.9785,-4.8914,-1.0287
2009,8,0.0116,3.1353,0.8678,2.2621,-2.6007,-1.5815
2009,9,0.0079,4.5137,2.4653,-1.1540,-2.8178,-2.6301
2009,10,0.0040,-2.8011,-4.6119,-0.2441,3.9459,2.9368
2009,11,0.0004,5.7113,-2.3817,-0.3517,1.0266,-0.3254
2009,12,0.0062,2.8368,4.8196,-0.1781,-1.8517,-0.1478
2010,1,0.0028,-3.7126,0.3739,0.6769,-1.0650,-0.6848
2010,2,0.0010,3.4776,1.5232,0.7576,-1.0388,-0.5169
2010,3,0.0068,6.3558,2.0217,1.5737,-0.5129,-1.6988
2010,4,0.0111,1.9952,3.9058,3.0559,-2.4882,-2.3485
2010,5,0.0112,-7.9275,0.0463,-0.4538,2.7218,1.7369
2010,6,0.0127,-5.0872,-2.3702,-2.4616,1.3270,1.9251
2010,7,0.0142,7.0167,0.4811,1.2242,-0.8530,0.3616
2010,8,0.0126,-4.2970,-3.6386,-1.7770,-0.5614,-0.6431
2010,9,0.0125,9.1422,3.9473,1.1549,0.5214,0.0482
2010,10,0.0112,3.8400,0.6884,-0.0068,0.6453,0.4416
2010,11,0.0114,0.5011,3.6487,1.8594,-0.0799,-0.6194
2010,12,0.0140,6.7065,0.4459,3.0261,-3.6697,-2.2460
2011,1,0.0066,1.9071,-2.0114,1.3161,0.5565,-1.3459
2011,2,0.0122,3.8053,1.3916,1.4321,-1.6578,-0.8165
2011,3,0.0067,0.3286,1.8477,-0.1252,-0.9511,0.2826
2011,4,0.0053,2.8614,-0.8838,-0.9693,1.5871,1.0880
2011,5,0.0013,-1.4913,-0.8715,-1.0161,0.1308,1.3803
2011,6,0.0035,-1.8423,0.4603,-1.1520,2.8109,1.0019
2011,7,-0.0028,-2.2496,-1.7743,-2.0383,0.7350,0.6590
2011,8,0.0083,-5.7581,-3.7196,-1.3168,2.5618,2.7195
2011,9,-0.0001,-8.4862,-4.7805,0.0766,-0.7641,4.8990
2011,10,0.0014,11.4016,5.1817,-0.5881,2.1401,-1.7028
2011,11,0.0004,-0.6211,-1.1340,1.5244,0.5813,1.2160
2011,12,0.0000,0.3696,0.1225,2.6695,1.1493,-0.6067
2012,1,-0.0002,5.4097,2.7843,-0.5740,-0.6313,-1.3120
2012,2,0.0031,4.1208,-0.6734,0.0789,0.2918,0.0126
2012,3,0.0046,2.3958,0.7124,1.4304,1.6580,1.7917
2012,4,0.0029,-0.6835,-1.1503,0.9546,1.0010,-0.3668
2012,5,0.0065,-6.5639,-0.8859,2.6812,1.6157,2.3377
2012,6,0.0022,3.8167,1.4920,1.0221,-1.7624,0.3499
2012,7,0.0032,1.0252,-3.0745,0.5135,1.5412,0.9705
2012,8,0.0050,2.6228,1.4166,-1.4606,-0.5020,-0.4018
2012,9,0.0067,2.6487,1.1813,1.1797,0.1849,-0.6571
2012,10,0.0037,-1.4141,0.2203,1.8559,0.4568,-3.7341
2012,11,0.0085,0.6107,0.3591,0.8177,1.7114,0.1462
2012,12,0.0103,1.2426,2.4208,-0.8266,-1.9931,-2.6203
2013,1,0.0022,5.4123,0.1941,1.5365,-2.1010,-1.6364
2013,2,0.0054,0.8286,-0.6155,0.7549,0.1044,0.4350
2013,3,0.0041,3.5253,1.0762,1.2925,0.4876,-1.1530
2013,4,0.0037,1.4910,-2.8535,0.1119,-1.0102,-0.2410
2013,5,0.0012,1.9062,3.5190,-1.6561,-0.3939,-1.4499
2013,6,0.0013,-1.5049,0.7611,0.7015,-0.1332,0.5705
2013,7,0.0009,5.2708,2.0932,0.6474,-0.4727,-1.1175
2013,8,0.0009,-2.5736,-0.2093,-1.7841,0.5517,0.1749
2013,9,0.0008,3.7462,2.4392,-0.7254,-0.9958,-1.0020
2013,10,0.0017,3.9878,-1.6175,1.1611,1.3367,0.8084
2013,11,0.0032,2.4934,1.9315,0.0148,1.5439,1.1916
2013,12,0.0023,2.6117,-0.4377,0.7392,-0.1745,-1.7369
2014,1,0.0012,-2.9999,0.3324,-0.2918,-2.3143,0.3313
2014,2,0.0045,4.6141,-0.3063,-0.6297,-1.4762,-0.0153
2014,3,0.0028,0.4473,-0.1647,2.7038,1.7736,1.4456
2014,4,0.0015,0.1655,-4.6826,0.8015,1.0816,0.6424
2014,5,0.0008,2.0215,-2.0338,-0.9378,-0.6521,0.5200
2014,6,0.0020,2.7941,2.2437,-2.6584,-2.5859,0.2659
2014,7,0.0013,-2.0550,-3.5647,0.7155,1.1987,1.1992
2014,8,0.0003,4.0204,0.4476,-0.9248,0.1455,0.2191
2014,9,0.0004,-2.5136,-3.1013,-0.3099,3.0614,2.1416
2014,10,0.0012,2.1184,3.6196,0.5282,1.6832,-0.1935
2014,11,-0.0001,2.1160,-1.9758,0.3423,2.5232,0.3885
2014,12,0.0005,-0.3627,2.7691,0.4722,-0.6545,0.2692
2015,1,0.0013,-2.7214,-1.5778,-1.0729,-0.3725,1.3736
2015,2,-0.0021,5.6042,0.8161,-1.3948,0.0848,-0.8650
2015,3,-0.0008,-1.0445,2.8182,-0.2642,0.8332,-0.0434
2015,4,0.0029,0.8687,-3.7895,-0.8015,-2.2005,-0.2283
2015,5,-0.0005,1.0350,1.7447,-0.6108,1.4322,0.2452
2015,6,0.0004,-1.9266,2.8608,-2.4473,1.2469,-0.6735
2015,7,-0.0037,1.2150,-4.0812,-2.7282,4.3496,2.8719
2015,8,0.0027,-6.0073,0.5023,1.1607,0.7607,0.3138
2015,9,-0.0006,-3.3763,-3.3865,0.3176,4.2461,3.4942
2015,10,-0.0027,7.4049,-2.7834,0.6273,-2.3743,1.0144
2015,11,0.0020,0.2429,3.4689,-0.5501,-1.7131,0.5808
2015,12,0.0103,-2.2391,-2.0910,0.3217,2.9295,3.3910
2016,1,0.0037,-5.7131,-2.8238,2.7839,5.3240,4.9483
2016,2,0.0205,0.0482,0.4858,1.7193,2.0303,-0.1820
2016,3,0.0190,7.0327,1.0429,-0.7078,-2.1240,-2.6299
2016,4,0.0051,1.1766,0.1061,1.2908,-7.2343,-5.2197
2016,5,0.0115,1.4201,-0.5060,-2.2655,0.9588,2.2359
2016,6,0.0188,0.2922,-0.3441,0.5039,0.2568,-0.8138
2016,7,0.0171,3.8604,2.3392,-2.1843,-0.5095,2.1854
2016,8,0.0165,0.2624,0.9644,-0.2141,-2.4070,-0.2465
2016,9,0.0219,0.2798,1.0136,0.1735,-3.1863,-0.9855
2016,10,0.0168,-2.1762,-3.4325,0.8407,3.0230,2.0278
2016,11,0.0136,4.0355,6.4914,2.9220,-1.1024,-2.6391
2016,12,0.0239,1.8553,0.6259,-0.2623,1.5303,0.8000
2017,1,0.0358,2.1832,-1.8649,-2.0777,-1.3198,0.6730
2017,2,0.0364,3.2300,-1.6716,-2.2683,2.0048,2.5065
2017,3,0.0353,0.1739,1.2411,-1.3066,1.8823,1.2346
2017,4,0.0537,0.9078,0.5831,-1.5535,1.0088,1.6976
2017,5,0.0614,0.8721,-2.5542,-1.6642,1.3102,2.6021
2017,6,0.0617,0.8853,3.0582,-0.4968,-1.2898,-1.9382
2017,7,0.0722,1.9607,-1.1228,-0.4286,1.5346,1.0357
2017,8,0.0827,0.0762,-1.3984,-2.8241,0.4656,1.6153
2017,9,0.0944,2.2789,4.9016,3.1284,0.4497,-1.8701
2017,10,0.0840,1.8442,-1.0351,-2.8548,2.1725,3.1841
2017,11,0.0826,2.6483,0.2014,-0.4969,1.8734,1.1491
2017,12,0.0884,1.1289,-0.9112,1.7456,0.3200,-1.1263
2018,1,0.1121,4.9536,-2.7743,-1.2889,-1.3110,2.8559
2018,2,0.1073,-4.0537,0.1904,-1.6939,-0.7678,4.4879
2018,3,0.0261,-1.8695,2.8151,-0.1073,0.1924,0.4606
2018,4,0.1433,0.3336,0.2795,1.5935,-0.0284,-0.6367
2018,5,0.1401,2.4768,4.8832,-1.0828,-1.8755,2.3931
2018,6,0.1408,0.3927,0.6138,-0.4090,1.4412,0.1827
2018,7,0.1558,3.0045,-1.3208,0.4854,1.9596,1.4113
2018,8,0.1575,2.8646,1.4262,-2.3310,0.3653,4.6197
2018,9,0.1490,-0.1044,-3.1119,1.4117,0.5948,0.7674
2018,10,0.1890,-7.5922,-4.7700,4.1298,1.2871,-0.5494
2018,11,0.1795,1.6740,-0.6804,-0.9417,0.9700,2.9080
2018,12,0.1930,-9.1737,-3.0503,-0.8273,1.3549,2.7543
2019,1,0.1920,8.6356,2.0427,-1.0012,-3.9832,-7.0560
2019,2,0.1809,3.0907,1.1534,-2.5670,0.5759,1.2837
2019,3,0.1935,1.1043,-3.3272,-0.5068,-0.0365,0.6870
2019,4,0.2125,3.5757,-0.2216,-2.5239,2.0847,1.1669
2019,5,0.1983,-6.3636,-1.9477,1.5123,0.6852,0.1557
2019,6,0.1853,6.5418,-0.5105,-0.2560,-0.1243,-0.2330
2019,7,0.1783,1.0099,-1.6312,0.1712,0.5053,1.1280
2019,8,0.1908,-2.2179,-4.2469,-0.9351,1.7673,1.6305
2019,9,0.1787,1.4237,1.3935,3.0078,1.6828,-2.0098
2019,10,0.1531,1.7734,0.8401,-0.5515,0.6286,1.7170
2019,11,0.1197,3.3774,-0.0261,-1.0127,-1.1667,-0.3332
2019,12,0.1431,2.7017,1.2822,1.8360,-1.3200,-0.7981
