"date","series_id","level","series","nav_ret"
2001-03-31,"IDX00012_BUYOUT_GLOBAL",95.92620675,"Buyout Global",-0.0407379324999999
2001-06-30,"IDX00012_BUYOUT_GLOBAL",95.79211764,"Buyout Global",-0.00139783605067867
2001-09-30,"IDX00012_BUYOUT_GLOBAL",93.18726618,"Buyout Global",-0.0271927536855318
2001-12-31,"IDX00012_BUYOUT_GLOBAL",91.4616814,"Buyout Global",-0.0185173881661778
2002-03-31,"IDX00012_BUYOUT_GLOBAL",92.12758096,"Buyout Global",0.00728063982431881
2002-06-30,"IDX00012_BUYOUT_GLOBAL",90.64080681,"Buyout Global",-0.0161382089327357
2002-09-30,"IDX00012_BUYOUT_GLOBAL",86.81251713,"Buyout Global",-0.0422358296967149
2002-12-31,"IDX00012_BUYOUT_GLOBAL",87.97382284,"Buyout Global",0.0133771689658642
2003-03-31,"IDX00012_BUYOUT_GLOBAL",87.66926071,"Buyout Global",-0.00346196311775504
2003-06-30,"IDX00012_BUYOUT_GLOBAL",92.70444369,"Buyout Global",0.0574338478415577
2003-09-30,"IDX00012_BUYOUT_GLOBAL",95.60261861,"Buyout Global",0.0312625242614191
2003-12-31,"IDX00012_BUYOUT_GLOBAL",105.5885607,"Buyout Global",0.104452600098084
2004-03-31,"IDX00012_BUYOUT_GLOBAL",111.2586576,"Buyout Global",0.0536999165668142
2004-06-30,"IDX00012_BUYOUT_GLOBAL",116.7365227,"Buyout Global",0.0492354052993713
2004-09-30,"IDX00012_BUYOUT_GLOBAL",122.4093757,"Buyout Global",0.0485953570381621
2004-12-31,"IDX00012_BUYOUT_GLOBAL",135.7113752,"Buyout Global",0.108668142647835
2005-03-31,"IDX00012_BUYOUT_GLOBAL",141.813355,"Buyout Global",0.0449629206911168
2005-06-30,"IDX00012_BUYOUT_GLOBAL",153.1531995,"Buyout Global",0.0799631635539544
2005-09-30,"IDX00012_BUYOUT_GLOBAL",162.6708685,"Buyout Global",0.0621447611350752
2005-12-31,"IDX00012_BUYOUT_GLOBAL",179.6159055,"Buyout Global",0.104167618678448
2006-03-31,"IDX00012_BUYOUT_GLOBAL",189.0764297,"Buyout Global",0.0526708599311658
2006-06-30,"IDX00012_BUYOUT_GLOBAL",201.6927696,"Buyout Global",0.0667261377846928
2006-09-30,"IDX00012_BUYOUT_GLOBAL",212.0957826,"Buyout Global",0.0515785123117274
2006-12-31,"IDX00012_BUYOUT_GLOBAL",235.3761946,"Buyout Global",0.109763672405997
2007-03-31,"IDX00012_BUYOUT_GLOBAL",250.7488387,"Buyout Global",0.065310955197166
2007-06-30,"IDX00012_BUYOUT_GLOBAL",277.4913604,"Buyout Global",0.106650630322541
2007-09-30,"IDX00012_BUYOUT_GLOBAL",287.9345607,"Buyout Global",0.0376343259298102
2007-12-31,"IDX00012_BUYOUT_GLOBAL",294.6301991,"Buyout Global",0.0232540282198921
2008-03-31,"IDX00012_BUYOUT_GLOBAL",294.2758999,"Buyout Global",-0.00120252167321033
2008-06-30,"IDX00012_BUYOUT_GLOBAL",290.2570254,"Buyout Global",-0.013656825113323
2008-09-30,"IDX00012_BUYOUT_GLOBAL",268.450979,"Buyout Global",-0.0751266790870928
2008-12-31,"IDX00012_BUYOUT_GLOBAL",225.7537413,"Buyout Global",-0.159050407858636
2009-03-31,"IDX00012_BUYOUT_GLOBAL",211.6123509,"Buyout Global",-0.0626407798097475
2009-06-30,"IDX00012_BUYOUT_GLOBAL",219.3129331,"Buyout Global",0.0363900413527329
2009-09-30,"IDX00012_BUYOUT_GLOBAL",233.7259505,"Buyout Global",0.065718957821006
2009-12-31,"IDX00012_BUYOUT_GLOBAL",250.4669919,"Buyout Global",0.0716267978125091
2010-03-31,"IDX00012_BUYOUT_GLOBAL",257.7883823,"Buyout Global",0.0292309591154554
2010-06-30,"IDX00012_BUYOUT_GLOBAL",265.8136871,"Buyout Global",0.0311313672416027
2010-09-30,"IDX00012_BUYOUT_GLOBAL",278.6737188,"Buyout Global",0.0483798702779441
2010-12-31,"IDX00012_BUYOUT_GLOBAL",301.1121075,"Buyout Global",0.0805184959551339
2011-03-31,"IDX00012_BUYOUT_GLOBAL",317.3509158,"Buyout Global",0.0539294432058002
2011-06-30,"IDX00012_BUYOUT_GLOBAL",331.1710251,"Buyout Global",0.0435483517202444
2011-09-30,"IDX00012_BUYOUT_GLOBAL",321.8528649,"Buyout Global",-0.0281370032211797
2011-12-31,"IDX00012_BUYOUT_GLOBAL",328.1631627,"Buyout Global",0.0196061569995987
2012-03-31,"IDX00012_BUYOUT_GLOBAL",346.5135181,"Buyout Global",0.0559183890386123
2012-06-30,"IDX00012_BUYOUT_GLOBAL",350.8948189,"Buyout Global",0.0126439534712053
2012-09-30,"IDX00012_BUYOUT_GLOBAL",362.1401278,"Buyout Global",0.0320475204941821
2012-12-31,"IDX00012_BUYOUT_GLOBAL",378.9654351,"Buyout Global",0.0464607647934892
2013-03-31,"IDX00012_BUYOUT_GLOBAL",392.5522652,"Buyout Global",0.035852425687358
2013-06-30,"IDX00012_BUYOUT_GLOBAL",404.7784375,"Buyout Global",0.0311453362618375
2013-09-30,"IDX00012_BUYOUT_GLOBAL",423.6878582,"Buyout Global",0.0467154841962154
2013-12-31,"IDX00012_BUYOUT_GLOBAL",451.9867377,"Buyout Global",0.0667918113590162
2014-03-31,"IDX00012_BUYOUT_GLOBAL",469.2412764,"Buyout Global",0.0381748782891336
