"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.27734375,18403.9308272574,28,NA,NA,0,TRUE,TRUE,0.389,4.40369068223812,1.85479208658634e-08,"MKT","PE",40,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-10 11:39:14,18403.9308272574,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.11221389080424,18316.4223665647,55,NA,NA,0,TRUE,TRUE,0.687,1579.53683014956,0,"ME","PE",40,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-10 11:39:16,18316.4223665647,0.231372241123381,1867.69553679655,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.10597457469389,14821.716352535,51,NA,NA,0,TRUE,TRUE,0.665999999999999,18.9393729480112,0,"IA","PE",40,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-10 11:39:19,14821.716352535,NA,NA,-1.22401115144658,8.49080467877531,NA,NA,NA,NA
"Nelder-Mead3",1.04861585771199,11116.0723215875,77,NA,NA,0,TRUE,TRUE,0.987,32.6257153662943,0,"ROE","PE",40,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-10 11:39:21,11116.0723215875,NA,NA,NA,NA,2.47859252481138,21.1009938206301,NA,NA
"Nelder-Mead4",1.29458299953073,10398.3686388226,69,NA,NA,0,TRUE,TRUE,0.876000000000001,75.1615446227925,0,"EG","PE",40,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-10 11:39:23,10398.3686388226,NA,NA,NA,NA,NA,NA,1.40163286998179,27.4663323967084
"Nelder-Mead5",1.980859375,4589.23990030822,28,NA,NA,0,TRUE,TRUE,0.405,9.01904860938048,0,"MKT","VC",40,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-10 11:39:14,4589.23990030822,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",2.28489438813067,4479.98446213414,67,NA,NA,0,TRUE,TRUE,0.89,20.4506202617945,0,"ME","VC",40,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-10 11:39:16,4479.98446213414,-0.559395871209744,8.05065059151994,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.8988397142035,4557.72056466508,59,NA,NA,0,TRUE,TRUE,0.686,12.214124255169,5.88418203051333e-12,"IA","VC",40,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-10 11:39:17,4557.72056466508,NA,NA,-0.503092041256604,8.79437761646451,NA,NA,NA,NA
"Nelder-Mead31",1.92674203603528,4585.07119194298,67,NA,NA,0,TRUE,TRUE,0.769,14.1522510182919,0,"ROE","VC",40,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-10 11:39:19,4585.07119194298,NA,NA,NA,NA,0.164192749513313,13.760956210215,NA,NA
"Nelder-Mead41",1.25980223421207,4179.24106305595,63,NA,NA,0,TRUE,TRUE,0.762,143.334225656963,0,"EG","VC",40,0,"ALL","EW","L2_Lasso","exp.aff",2020-04-10 11:39:21,4179.24106305595,NA,NA,NA,NA,NA,NA,1.3781053343117,208.301740575107
