"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.2447265625,26512.123172531,30,NA,NA,0,TRUE,TRUE,0.302,4.54837352135623,1.5007182940785e-08,6.02290851007691,"MKT","PE",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:32,9514.45826465765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.08603228619044,26378.881276876,55,NA,NA,0,TRUE,TRUE,0.636,61.8163920610732,0,34.3143775970732,"ME","PE",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:35,9354.24585797717,0.224683023971022,74.2411154268361,36.1141823394896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.04880943965274,20884.7662552572,59,NA,NA,0,TRUE,TRUE,0.648,16.5021190286919,0,10.5479099173074,"IA","PE",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:40,7115.6123528269,NA,NA,NA,-1.33349627663306,7.05713243074956,3.18686079750878,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.08959769698119,16409.9657832239,85,NA,NA,0,TRUE,TRUE,1.149,50.5849869776245,0,17.5545780503389,"ROE","PE",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:43,42422.7029649483,NA,NA,NA,NA,NA,NA,2.37732626165117,43.1773030802269,15.218785952052,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.31240510950657,15462.5040602209,67,NA,NA,0,TRUE,TRUE,0.574999999999999,56.5513748287194,0,19.6536895737083,"EG","PE",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:45,17003.5019715725,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.36918287532867,31.27418065317,10.9711986099162,NA,NA,NA
"Nelder-Mead5",0.958633212841743,22336.349550142,77,NA,NA,0,FALSE,TRUE,0.5,13.0362673484568,0.864439424535247,12.8047542685989,"Alpha","PE",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:48,7105.27292567083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00837619845706096,0.162720616245471,0.0962894663353314
"Nelder-Mead6",1.81015625,6792.16777732423,24,NA,NA,0,TRUE,TRUE,0.213,5.89059168366867,1.82134237047826e-06,4.04888628413462,"MKT","VC",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:32,261.467754437271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",2.51500297959167,6228.82710955051,59,NA,NA,0,TRUE,TRUE,0.677,15.5150817106564,0,5.61393062933688,"ME","VC",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:35,526.25783716898,-1.00477739789987,6.55527687719599,3.3367750620539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.64261172349002,6295.93875222283,61,NA,NA,0,TRUE,TRUE,0.678,9.16128752114927,0.0019220628868758,8.12811301460276,"IA","VC",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:40,2369.68205291021,NA,NA,NA,-1.59232841109679,4.96023744269671,5.83530517326966,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",2.07660157043756,6669.33929512872,61,NA,NA,0,TRUE,TRUE,0.747,12.4470114872256,0,4.71822805125303,"ROE","VC",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:43,1605.45732538488,NA,NA,NA,NA,NA,NA,-0.72508196257877,4.92550949457548,4.01336995281219,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.27970478317766,6359.6965066461,57,NA,NA,0,TRUE,TRUE,0.561,38.5949568713666,0,20.1985125417892,"EG","VC",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:44,1834.37777491827,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14593317967338,15.1511846138298,11.1829175914303,NA,NA,NA
"Nelder-Mead51",3.23925210636404,6295.32593202831,87,NA,NA,0,FALSE,TRUE,0.846,23.9818877831811,0,9.66181013036733,"Alpha","VC",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:47,530.362105238778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0102317391690842,0.8542805632195,0.321663196576445
"Nelder-Mead7",1.8654296875,5996.92772262374,28,NA,NA,0,TRUE,TRUE,0.233,147.310885264235,0,349.764037765767,"MKT","PD",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:32,24339.0226720347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.931225928427786,4997.73473204951,53,NA,NA,0,TRUE,TRUE,0.582,8.65241806037632,1.11022302462516e-16,5.0824421238907,"ME","PD",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:35,26733.0854028436,1.35786000648927,6.70080430881963,4.72861628939983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.92974725574293,5721.75818028222,63,NA,NA,0,TRUE,TRUE,0.679,10.1722431276105,0,17.4315855402886,"IA","PD",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:37,25615.5986345324,NA,NA,NA,1.07977333515877,17.8129808208361,46.6618133078815,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",1.23642654193816,4777.92611529148,69,NA,NA,0,TRUE,TRUE,0.747,39.5108225116888,0,16.5755273633998,"ROE","PD",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:41,19660.5774857061,NA,NA,NA,NA,NA,NA,1.61093704869173,75.503648509185,29.7002980745004,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",1.47936995290807,5788.78318242214,57,NA,NA,0,TRUE,TRUE,0.754,19.4729344956837,0,23.3161498547057,"EG","PD",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:43,23910.0635190983,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755238175836121,23.7767286798036,21.788100757124,NA,NA,NA
"Nelder-Mead52",0.113922511710101,4392.67991485408,89,NA,NA,0,FALSE,TRUE,0.798999999999999,79.6530392412748,0,43.5523121856134,"Alpha","PD",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:46,22649.1576170119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0118922682330863,0.417658594040015,0.20391318397106
"Nelder-Mead8",0.9125,4472.02154064356,22,NA,NA,0,TRUE,TRUE,0.116,4.72246920028557,0.67944832629375,5.23976299517692,"MKT","NATRES",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:47,27794.0427865954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",-0.126259078112231,4077.78664580175,55,NA,NA,0,TRUE,TRUE,0.278,16.4228140235975,0,12.3699839696684,"ME","NATRES",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:48,31910.6448703499,1.56618977068967,26.663464453374,17.695853835315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",0.899931767210364,4471.50213777773,43,NA,NA,0,TRUE,TRUE,0.212999999999999,2.70225370821027,0.836107740994558,3.69595375134812,"IA","NATRES",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:49,27810.9067124113,NA,NA,NA,-0.0641164781525731,7.88282731166232,5.81432586343483,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead33",0.0568196067607446,4176.8367435651,59,NA,NA,0,TRUE,TRUE,0.315999999999999,6.43578248471023,0,9.66063855706087,"ROE","NATRES",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:50,28681.1369115789,NA,NA,NA,NA,NA,NA,1.86197698531216,32.9609230552606,19.8226642474571,NA,NA,NA,NA,NA,NA
"Nelder-Mead43",0.0133860143107759,4004.7374682867,61,NA,NA,0,TRUE,TRUE,0.374000000000001,17.9886179288838,0,13.7047793336617,"EG","NATRES",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:51,32252.6659556364,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28946366221479,23.7759011879868,15.5987747125499,NA,NA,NA
"Nelder-Mead53",-1.19774172075086,3956.82181706753,73,NA,NA,0,FALSE,TRUE,0.404,111.598184221657,0,52.7790212064431,"Alpha","NATRES",60,0,12,"1988","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:21:53,33321.7209871012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0147159994402498,0.773082392709049,0.356213285652877
