"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",3.0515625,13175.3860421015,32,NA,NA,0,TRUE,TRUE,0.331,6.0158996482017,0,3.89293314773455,"MKT","PE",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:25:54,143452.463055294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",3.37036666096629,12620.7648308065,67,NA,NA,0,TRUE,TRUE,0.747,14.1399940567039,0,5.41545352082394,"ME","PE",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:25:57,157654.000387994,-0.349023364601333,11.1653197326899,4.41126215042268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.99779382939477,10996.6507366276,73,NA,NA,0,TRUE,TRUE,0.849,10.2999446869037,0,6.30928960427247,"IA","PE",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:25:59,162086.096786406,NA,NA,NA,-0.857933848297206,5.40256846343694,2.86169074298018,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.79066951593937,11317.6639782139,71,NA,NA,0,TRUE,TRUE,0.709,4.91322195709157,2.22044604925031e-16,3.80054696479987,"ROE","PE",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:01,66264.5723252608,NA,NA,NA,NA,NA,NA,1.64488318658785,3.54784457239883,3.10841353231136,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",2.12137045384861,7711.00749154054,69,NA,NA,0,TRUE,TRUE,0.657,43.3591215144888,0,28.7775979735272,"EG","PE",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:03,85148.0600151028,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00703060079916,68.0743594162048,42.8251113793661,NA,NA,NA
"Nelder-Mead5",1.52849153593427,11424.5975457206,75,NA,NA,0,FALSE,TRUE,0.714,8.65026036357244,2.90091416118576e-05,7.84905699551472,"Alpha","PE",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:05,59116.2527982588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00761785415744947,0.058550451201632,0.0352687584146949
"Nelder-Mead6",1.77734375,5702.87969204088,26,NA,NA,0,TRUE,TRUE,0.247,316.101813142013,0,193.674817230167,"MKT","VC",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:25:54,14577.8854781422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",2.07129547909049,5540.77030100052,61,NA,NA,0,TRUE,TRUE,0.701,7.94848846328393,0,3.76461542158566,"ME","VC",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:25:56,15319.812836307,-0.528276483578361,3.37738937822998,2.11477153088418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.72419826303376,5673.89467878251,51,NA,NA,0,TRUE,TRUE,0.528,146.92152589368,0,89.3527890276065,"IA","VC",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:25:59,14371.441227851,NA,NA,NA,-0.436202126694843,53.8740873844614,32.7804033513077,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.88912930598817,5672.66624841137,57,NA,NA,0,TRUE,TRUE,0.712,5.24640817751913,5.74671815429806e-05,3.66944296579585,"ROE","VC",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:00,15422.9315890288,NA,NA,NA,NA,NA,NA,-0.366747214155475,4.03928733196073,2.61944421644501,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.28525383306442,5357.16443345508,53,NA,NA,0,TRUE,TRUE,0.5,4.4919742865822,1.25758292668365e-11,3.00675430003111,"EG","VC",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:02,12615.3160014214,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20060894123126,5.94723353020775,3.48098458214124,NA,NA,NA
"Nelder-Mead51",2.95523040381795,5229.31578890716,71,NA,NA,0,FALSE,TRUE,0.837,37.8828317377061,0,17.7353859302553,"Alpha","VC",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:04,16836.0216361751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00974993991030732,1.57215843180187,0.708251896262406
"Nelder-Mead7",2.05234375,4679.11164135183,28,NA,NA,0,TRUE,TRUE,0.225,1.84395432495524,0.052322134153069,1.66195362479994,"MKT","PD",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:25:54,23498.2774840909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.41066108270141,4058.89458896115,57,NA,NA,0,TRUE,TRUE,0.472,17.7807907861617,7.0444039257378e-07,12.7786332303311,"ME","PD",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:25:56,18967.7750512294,1.07844843486057,6.67235699997464,9.01825234468858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",2.04780430322644,4314.9973829046,67,NA,NA,0,TRUE,TRUE,0.682,1.97123528401493,0,2.093859559707,"IA","PD",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:25:57,17114.9845162919,NA,NA,NA,2.01377309588643,33.1880808585641,60.8473058056307,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.430625331049162,3127.0071152101,91,NA,NA,0,TRUE,TRUE,0.954,26.7208995663817,0,16.590585944673,"ROE","PD",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:00,30031.7369359545,NA,NA,NA,NA,NA,NA,1.92819511015916,11.0471207454323,11.454234337728,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",1.70739050744442,4260.02155617679,57,NA,NA,0,TRUE,TRUE,0.415000000000001,4.769649382964,0,3.95372281033569,"EG","PD",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:01,24588.8910266396,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05051749584864,25.9950187470182,26.1637966448312,NA,NA,NA
"Nelder-Mead52",-0.307928130704248,3164.50783384655,73,NA,NA,0,FALSE,TRUE,0.66,83.8466953786062,0,60.4491032022013,"Alpha","PD",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:04,25752.0159560243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0127398274987129,0.168818989400525,0.099595066801134
"Nelder-Mead8",1.9734375,6959.92409375732,28,NA,NA,0,TRUE,TRUE,0.145000000000001,20.8831309061012,0,21.6946380407651,"MKT","RE",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:04,12958.3718682729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",2.65242094677904,6542.971697076,69,NA,NA,0,TRUE,TRUE,0.34,12.2509507202518,0,11.3826776403799,"ME","RE",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:05,12052.7576090361,-0.990402446615239,9.80192155118919,7.8677080095815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.21321733723328,5965.43397111659,65,NA,NA,0,TRUE,TRUE,0.315,20.2346789335242,0,19.8869870580806,"IA","RE",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:07,37705.5865196149,NA,NA,NA,-1.83040082630662,24.0744208730284,25.6615777820888,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead33",0.424783184359768,4556.2413008684,71,NA,NA,0,TRUE,TRUE,0.397,10.665378306495,0,10.9350829706576,"ROE","RE",40,0,12,"2009","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:08,34396.8281243342,NA,NA,NA,NA,NA,NA,2.6908765534411,6.34130133181064,7.29243790535793,NA,NA,NA,NA,NA,NA
