"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.9919921875,11532.7846799814,30,NA,NA,0,TRUE,TRUE,0.388,47.9015480151803,0,53.2637891551854,"MKT","PE",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:32,166635.167237239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.61301377198976,10320.3947401119,75,NA,NA,0,TRUE,TRUE,0.803,59.8285567823821,0,104.812346863879,"ME","PE",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:34,167225.537610277,0.497859491873743,73.2389783121344,77.8792930096593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.98549822319093,11358.3422084693,67,NA,NA,0,TRUE,TRUE,0.719,9.04089533383269,0,5.36384311882766,"IA","PE",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:36,194652.33136569,NA,NA,NA,0.347393902500956,15.6443156965004,17.7902230162541,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",1.38712991021777,8407.24772192129,101,NA,NA,0,TRUE,TRUE,1.114,16.0192273898811,0,6.6750497662097,"ROE","PE",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:39,111828.723944776,NA,NA,NA,NA,NA,NA,1.37353473479966,19.2463610541048,8.69740208016409,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.75428129024804,11212.2622429998,67,NA,NA,0,TRUE,TRUE,0.637,253.946122269786,0,205.122822547083,"EG","PE",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:40,127366.932648736,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412737110070884,169.901117489267,203.162356081206,NA,NA,NA
"Nelder-Mead5",1.10181282835394,9369.99540722741,57,NA,NA,0,FALSE,TRUE,0.539,5.33346698032316,0.86283864193876,6.32570870741947,"Alpha","PE",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:42,154650.528861046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00542138328097508,0.100663434553029,0.0459168559021147
"Nelder-Mead6",1.8140625,5679.27306736962,26,NA,NA,0,TRUE,TRUE,0.329,3.7077663271984,0.00254152228950999,3.96226889739712,"MKT","VC",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:32,13056.7761542567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",2.1213093748219,5536.69095278264,63,NA,NA,0,TRUE,TRUE,0.642,10.7702715278602,9.26688813462917e-08,7.76359573420967,"ME","VC",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:34,13432.4912418098,-0.497697662359553,16.969406517496,8.12257382534963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.80632355843975,5676.60956784047,67,NA,NA,0,TRUE,TRUE,0.722,5.28389716691325,0.00103019590223308,5.18483327994703,"IA","VC",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:36,12377.578690994,NA,NA,NA,-0.136478146434388,4.35341517474179,3.48985862204589,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.98217963438037,5617.81817849702,59,NA,NA,0,TRUE,TRUE,0.683999999999999,12.3957776881401,0.000269137271875164,10.4047100734722,"ROE","VC",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:38,15052.8950802032,NA,NA,NA,NA,NA,NA,-0.525311950027753,22.7443816815103,15.4405433193293,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.33583711640968,5477.75175853515,57,NA,NA,0,TRUE,TRUE,0.526,53.8242923175248,0,35.6125632032793,"EG","VC",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:40,5812.71099992946,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00641779631551,103.678542411352,73.6436410433835,NA,NA,NA
"Nelder-Mead51",3.23142019078246,5112.12877919812,89,NA,NA,0,FALSE,TRUE,0.777000000000001,46.5982109546623,0,19.2719440666331,"Alpha","VC",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:41,17732.5321571437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0106257804712383,0.279531142164644,0.111963080263456
"Nelder-Mead7",1.709765625,3735.95915845841,28,NA,NA,0,TRUE,TRUE,0.269,2.15826989623554,0.125555559021903,3.74328714811966,"MKT","PD",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:32,26354.2972914912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.874721962057136,2442.98637198854,65,NA,NA,0,TRUE,TRUE,0.544,32.2057370294498,0,18.5883570425476,"ME","PD",40,0,12,"2012","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:26:33,20260.3733337019,1.24987713230047,35.7879874768649,18.7736476258222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
