"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.23203125,26387.4556314257,30,NA,NA,0,TRUE,TRUE,0.326,3.38670392056233,3.01242448411676e-05,4.15311931757548,"MKT","PE",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:41,13378.3738865237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.87510007401129,26245.2587084098,59,NA,NA,0,TRUE,TRUE,0.72,56.1846868303136,0,22.4495056676312,"ME","PE",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:43,33986.1651206742,0.530810070348844,58.4851745859854,29.4457628759823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.83787610201896,15370.4202060981,111,NA,NA,0,TRUE,TRUE,1.311,8.45301406801608,0,3.66145835458829,"IA","PE",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:48,150488.257897951,NA,NA,NA,-2.29521486893148,36.5535789428985,14.1978533432025,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.916563427996826,14819.6044560258,89,NA,NA,0,TRUE,TRUE,0.92,85.3638986280259,0,30.5828465960815,"ROE","PE",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:50,66184.6080559176,NA,NA,NA,NA,NA,NA,2.71044954702428,16.1357561714075,7.39740359101704,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.0964603919476,11895.9884989586,71,NA,NA,0,TRUE,TRUE,0.647,25.0812860529589,0,10.4262003100185,"EG","PE",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:52,38570.6573044137,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62662346767573,6.76406040239489,5.14656726059962,NA,NA,NA
"Nelder-Mead5",0.82810951520792,21851.6837438071,83,NA,NA,0,FALSE,TRUE,0.748999999999999,9.29245065429043,0.279381947875555,6.97361554958994,"Alpha","PE",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:55,31909.5961264328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00919258066858003,0.100449390682586,0.0635729360004714
"Nelder-Mead6",2.237109375,3435.43850462816,30,NA,NA,0,TRUE,TRUE,0.32,8.47179346185004,0,8.67276238647613,"MKT","VC",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:41,16790.5266671414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",3.28588679628379,3247.31139115456,79,NA,NA,0,TRUE,TRUE,0.893,77.3561763650804,0,32.1418076924,"ME","VC",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:43,28090.0212855278,-1.57506126307413,78.2401745215724,33.0938317374119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",2.07165799155428,3235.19705575541,59,NA,NA,0,TRUE,TRUE,0.683,21.1202867094602,0,13.2798882028569,"IA","VC",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:47,19661.5538231067,NA,NA,NA,-1.39173102950808,11.2218235800773,11.2337913197917,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.90263191776891,3350.58751892673,61,NA,NA,0,TRUE,TRUE,0.601,21.0004559503357,0,8.39683709694298,"ROE","VC",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:49,20055.6123076689,NA,NA,NA,NA,NA,NA,0.746655487090726,20.8366782265519,12.3653920051418,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",1.42019747015671,3141.42159097496,61,NA,NA,0,TRUE,TRUE,0.662999999999998,31.6603982983822,0,12.7781576615375,"EG","VC",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:51,15034.6397224985,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17450173894625,21.3323395701105,11.3995145774532,NA,NA,NA
"Nelder-Mead51",3.08603351118194,3350.58188381048,105,NA,NA,0,FALSE,TRUE,0.975999999999999,184.963553150212,0,75.4019518266016,"Alpha","VC",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:53,16564.6791182846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00565754211187698,0.899117554650881,0.370217889760313
"Nelder-Mead7",1.8984375,6276.35766393339,26,NA,NA,0,TRUE,TRUE,0.221,8.74325403624466,3.99680288865056e-15,20.3225315204683,"MKT","PD",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:41,19697.7032695705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.407962504529054,5520.36757961092,73,NA,NA,0,TRUE,TRUE,0.679,62.6254254820152,0,36.1818834153823,"ME","PD",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:42,28196.2883794676,2.07783668530908,78.0372245422152,39.3659733492266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.95098360389603,6028.46214527392,63,NA,NA,0,TRUE,TRUE,0.567,28.2765620059201,0,66.5544350257764,"IA","PD",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:44,17659.461535324,NA,NA,NA,0.923122646303489,63.4727388369933,165.394908603547,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",1.29726522412223,5281.76221533141,67,NA,NA,0,TRUE,TRUE,0.648,185.789632188602,0,187.754992312092,"ROE","PD",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:46,8349.1465998882,NA,NA,NA,NA,NA,NA,1.56446175405519,448.138741645667,380.789338386351,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",1.6219989694132,6159.6951614986,61,NA,NA,0,TRUE,TRUE,0.562,41.6523795066514,0,27.4625332899046,"EG","PD",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:48,17619.4390563861,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.524063103880599,27.3400615596701,30.4183270432178,NA,NA,NA
"Nelder-Mead52",0.297103637796799,4862.17058884591,85,NA,NA,0,FALSE,TRUE,0.696000000000002,0.0535062258124965,0.999292862402481,0.032124450856488,"Alpha","PD",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:51,11968.2156516918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0107465086291348,0.000453104760950462,0.000190572400991596
"Nelder-Mead8",1.6396484375,15364.0062752677,28,NA,NA,0,TRUE,TRUE,0.161999999999999,1794.60959332285,0,1235.64439979474,"MKT","RE",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:51,10089.6395692774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",2.72059349884757,14515.1538148725,63,NA,NA,0,TRUE,TRUE,0.361000000000001,222.783271351085,0,87.8237516491307,"ME","RE",60,0,12,"1997","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:23:52,18536.0209388949,-1.57599206874922,32.8483077082777,14.8384939748855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
