"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.quarter","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",2.301953125,24423.7706351167,32,NA,NA,0,TRUE,TRUE,0.368,3.75357992239224,1.02391834544413e-06,5.17378011315313,"MKT","PE",40,0,12,"1994","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:22:37,32276.8753267675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",2.12278971315245,24384.6025394196,51,NA,NA,0,TRUE,TRUE,0.623,53.5075633283337,0,19.7939253709375,"ME","PE",40,0,12,"1994","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:22:39,32475.535817998,0.25568876779289,103.52078369168,43.3644332142014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.90462152676059,14443.3567079435,69,NA,NA,0,TRUE,TRUE,0.797000000000001,8.72359943636362,0,3.47301464435106,"IA","PE",40,0,12,"1994","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:22:43,101495.5275245,NA,NA,NA,-2.30921118856396,20.625034986395,9.59256069862735,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.842554631665228,12777.7073543856,147,NA,NA,0,TRUE,TRUE,1.606,208.766840441896,0,73.186833151611,"ROE","PE",40,0,12,"1994","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:22:46,45320.8015771499,NA,NA,NA,NA,NA,NA,2.89083873800886,51.6637329467042,18.8929666854008,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",1.24908884379833,12228.7985146732,83,NA,NA,0,TRUE,TRUE,0.837,43.8852287478819,0,15.2541806350257,"EG","PE",40,0,12,"1994","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:22:48,44740.3956722362,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47814420476292,20.1446329297594,7.72229755847877,NA,NA,NA
"Nelder-Mead5",0.674887005375793,19513.5617897314,77,NA,NA,0,FALSE,TRUE,0.617999999999999,27.5812890302324,0,30.092666777783,"Alpha","PE",40,0,12,"1994","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:22:51,35919.3572830859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0104017378320424,0.397035329701277,0.265261823964905
"Nelder-Mead6",1.6869140625,4670.14782437084,28,NA,NA,0,TRUE,TRUE,0.322,11.7334910158423,7.7715611723761e-16,7.33198343206129,"MKT","VC",40,0,12,"1994","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:22:37,31343.1023963934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",5.57767381187701,3074.23108844943,99,NA,NA,0,TRUE,TRUE,0.966,15.1740329827704,0,8.88309747232667,"ME","VC",40,0,12,"1994","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:22:42,176054.888433657,-5.37931703568485,9.15169564308291,5.91585691128778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.34243287352028,4004.38807187773,65,NA,NA,0,TRUE,TRUE,0.668,16.3064091068029,0,13.598357637714,"IA","VC",40,0,12,"1994","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:22:45,37080.6407324525,NA,NA,NA,-2.42011803424044,14.4296651355982,14.1477290909201,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.79026237066719,4662.90095917409,61,NA,NA,0,TRUE,TRUE,0.659000000000001,358.689441853993,0,161.578729771262,"ROE","VC",40,0,12,"1994","EW_VYP","L2_Lasso","exp.aff",2020-04-13 15:22:47,31203.9859957228,NA,NA,NA,NA,NA,NA,-0.247033461410319,842.308156069308,381.817064466013,NA,NA,NA,NA,NA,NA
