"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.274609375,24105.9252950297,28,NA,NA,0,TRUE,TRUE,0.282,3.52459982072169,7.0395894644637e-06,"MKT","PE",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:35:59,32369.2902672514,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.95313425748973,23964.4089674715,61,NA,NA,0,TRUE,TRUE,0.66,137.173795112794,0,"ME","PE",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:01,33968.9474256134,0.463334308505728,154.648509221402,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.9620132434837,15137.9537906466,71,NA,NA,0,TRUE,TRUE,0.678999999999999,8.9894678725456,0,"IA","PE",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:04,79909.7478271091,NA,NA,-2.06025391451898,8.68376978114864,NA,NA,NA,NA
"Nelder-Mead3",0.836517882555425,12399.8565643237,75,NA,NA,0,TRUE,TRUE,0.697,85.3451406008671,0,"ROE","PE",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:06,44432.5199148172,NA,NA,NA,NA,2.91455795161559,4.67814410863134,NA,NA
"Nelder-Mead4",1.24179992848738,12252.5875894364,69,NA,NA,0,TRUE,TRUE,0.635,56.0351256016476,0,"EG","PE",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:07,44406.2385871908,NA,NA,NA,NA,NA,NA,1.48612545691067,13.259687439718
"Nelder-Mead5",1.634765625,4726.24352356138,26,NA,NA,0,TRUE,TRUE,0.265,10.3092168970149,5.99202909512542e-11,"MKT","VC",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:35:59,30355.7762758045,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",5.30097340401912,3068.44064756157,103,NA,NA,0,TRUE,TRUE,1.01,12.6784957975868,0,"ME","VC",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:04,117914.490462508,-5.11112677995955,3.07218011278188,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.2385630447476,4197.43070100092,65,NA,NA,0,TRUE,TRUE,0.576,37.9687652727961,0,"IA","VC",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:06,36988.2933982029,NA,NA,-2.27125903381535,55.26666743546,NA,NA,NA,NA
"Nelder-Mead31",1.57155855106193,4723.56261042617,51,NA,NA,0,TRUE,TRUE,0.465000000000001,36.0721606322727,0,"ROE","VC",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:08,30392.3539366901,NA,NA,NA,NA,0.158959049395162,114.704063837284,NA,NA
"Nelder-Mead41",0.600004308934594,3975.41138136878,61,NA,NA,0,TRUE,TRUE,0.582000000000001,38.1142350525348,0,"EG","VC",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:09,32873.0267728454,NA,NA,NA,NA,NA,NA,1.72728792236538,15.6668620987225
"Nelder-Mead6",2.0078125,6094.96257198475,30,NA,NA,0,TRUE,TRUE,0.246,62.4202520370227,0,"MKT","PD",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:35:59,5107.18981077175,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.51328120493263,5103.68700172305,61,NA,NA,0,TRUE,TRUE,0.521,27.3033591231223,0,"ME","PD",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:01,6174.80735421063,2.04732605710096,16.4447377539579,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",2.06005843946215,5819.70531203678,73,NA,NA,0,TRUE,TRUE,0.584,11.3415255236798,0,"IA","PD",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:02,5490.56692337592,NA,NA,1.08713354795775,17.8635446653057,NA,NA,NA,NA
"Nelder-Mead32",1.22343736907221,4499.60807868562,73,NA,NA,0,TRUE,TRUE,0.647,14.0833601487795,0,"ROE","PD",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:04,14922.1911355346,NA,NA,NA,NA,2.11026741583638,250.013729212525,NA,NA
"Nelder-Mead42",1.69274171986758,5945.52478786183,69,NA,NA,0,TRUE,TRUE,0.52,22.4762547818339,0,"EG","PD",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:05,4818.54187058552,NA,NA,NA,NA,NA,NA,0.619557899451911,5.17376477797207
"Nelder-Mead7",1.71328125,12521.6815221525,26,NA,NA,0,TRUE,TRUE,0.169,25.2743756733414,0,"MKT","RE",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:05,4131.21219559715,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",2.38912713938258,12172.5865402784,69,NA,NA,0,TRUE,TRUE,0.396,54.6980573417869,0,"ME","RE",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:06,4382.07347755419,-0.977201309876455,39.0024661807918,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.24999570027487,8166.12462681786,69,NA,NA,0,TRUE,TRUE,0.516999999999999,22.0897167383481,0,"IA","RE",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:09,4608.53099791162,NA,NA,-2.62917390392447,11.5809032392606,NA,NA,NA,NA
"Nelder-Mead33",0.319405651730905,7396.25720683919,77,NA,NA,0,TRUE,TRUE,0.469999999999999,92.4402129470915,0,"ROE","RE",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:09,7258.82480728621,NA,NA,NA,NA,3.32599010789882,35.9005589085299,NA,NA
"Nelder-Mead43",0.950289964062205,10440.6391327543,63,NA,NA,0,TRUE,TRUE,0.301,14.1738655195629,0,"EG","RE",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:10,4430.6333551033,NA,NA,NA,NA,NA,NA,1.24381181816015,14.1804150802876
"Nelder-Mead8",1.06875,4976.17515202947,18,NA,NA,0,TRUE,TRUE,0.133000000000001,5.75243036366962,0.692488983241322,"MKT","NATRES",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:08,8948.03889137435,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead14",-0.496470030705633,4688.45391393204,57,NA,NA,0,TRUE,TRUE,0.335000000000001,89.3411893291247,0,"ME","NATRES",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:09,4602.12289758757,2.46468388651392,129.679803874644,NA,NA,NA,NA,NA,NA
"Nelder-Mead24",0.748912331878089,4784.14562970882,57,NA,NA,0,TRUE,TRUE,0.253,6.35771779939639,0,"IA","NATRES",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:10,14830.2395861676,NA,NA,-1.52280608987203,8.71231978555975,NA,NA,NA,NA
"Nelder-Mead34",-0.0871495892060927,4508.91183728729,61,NA,NA,0,TRUE,TRUE,0.278,9.75629563235299,0,"ROE","NATRES",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:11,12571.7236622206,NA,NA,NA,NA,2.56924467030913,20.3661637785933,NA,NA
"Nelder-Mead44",0.326417896652128,4598.93230158364,51,NA,NA,0,TRUE,TRUE,0.229000000000001,8.67745277606383,0,"EG","NATRES",40,0,"1994","EW","L2_Lasso","exp.aff",2020-04-10 11:36:12,6210.2364805879,NA,NA,NA,NA,NA,NA,1.07141952975653,13.4511238341065
