"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","Factor","Type","max.quarter","lambda","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","IA","SE.IA","ROE","SE.ROE","EG","SE.EG"
"Nelder-Mead",2.0369140625,12196.5093992318,32,NA,NA,0,TRUE,TRUE,0.394,4.3183675206711,7.54246778800205e-06,"MKT","PE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:01,133985.734856651,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.70790172796624,11198.1067644306,65,NA,NA,0,TRUE,TRUE,0.589,142.481016167045,0,"ME","PE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:02,142681.862020775,0.459910982711517,267.89355710784,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",2.03627036817525,12196.2327499366,61,NA,NA,0,TRUE,TRUE,0.613,4.80887244230215,2.78796036301543e-06,"IA","PE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:04,133523.024857475,NA,NA,-0.0115990436912403,12.8575431965198,NA,NA,NA,NA
"Nelder-Mead3",1.46183485103416,9179.11471122054,73,NA,NA,0,FALSE,TRUE,0.776,22.5011317559042,0,"ROE","PE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:06,100070.750251173,NA,NA,NA,NA,1.3152695835113,24.054243287745,NA,NA
"Nelder-Mead4",1.84802615208319,12011.1122911113,55,NA,NA,0,TRUE,TRUE,0.59,48.4915127541131,0,"EG","PE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:07,104079.865226658,NA,NA,NA,NA,NA,NA,0.334101623471361,46.6658401768544
"Nelder-Mead5",1.78984375,6066.07466097607,24,NA,NA,0,TRUE,TRUE,0.285,3.13628703188457,0.0132426318604074,"MKT","VC",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:01,12314.1429016521,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",2.34166092873202,5653.78754771366,53,NA,NA,0,TRUE,TRUE,0.566,6.79562662809752,0,"ME","VC",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:02,11214.9883219998,-0.887059153971495,21.6886961208944,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.7290929230654,5995.08840817923,53,NA,NA,0,TRUE,TRUE,0.524,4.1711462131791,0.284633871333252,"IA","VC",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:04,10461.9842476993,NA,NA,-0.689252818723617,3.92531047619603,NA,NA,NA,NA
"Nelder-Mead31",2.00784279848722,5979.38389570195,63,NA,NA,0,TRUE,TRUE,0.622,2.63477915390532,0,"ROE","VC",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:05,13769.8088431698,NA,NA,NA,NA,-0.634522725988609,15.0438988645182,NA,NA
"Nelder-Mead41",1.36279211690242,5850.90607079302,61,NA,NA,0,TRUE,TRUE,0.694,11.1123074450786,0,"EG","VC",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:07,5658.25863034257,NA,NA,NA,NA,NA,NA,1.01559208567938,13.4612162358145
"Nelder-Mead6",1.9109375,5088.73975749616,30,NA,NA,0,TRUE,TRUE,0.273,4.50418180285346,4.07777681520338e-05,"MKT","PD",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:01,22140.6103283184,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",1.0052933701579,3696.35400937357,57,NA,NA,0,TRUE,TRUE,0.455,12.0895875913041,0,"ME","PD",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:02,25237.4672818443,1.38933257173903,10.1893770116466,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",1.51751862250973,4335.6008361404,75,NA,NA,0,TRUE,TRUE,0.604,11.7465473193408,0,"IA","PD",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:03,22121.0869989386,NA,NA,2.98292194690702,25.4606690331139,NA,NA,NA,NA
"Nelder-Mead32",1.60109872068793,4158.91562026132,65,NA,NA,0,TRUE,TRUE,0.477,50.5807923669223,0,"ROE","PD",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:04,14994.9790414058,NA,NA,NA,NA,1.3300057174842,29.9385218302617,NA,NA
"Nelder-Mead42",1.48522294338181,4854.49418550395,59,NA,NA,0,TRUE,TRUE,0.436,4.74935300556928,0,"EG","PD",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:05,20803.7809579694,NA,NA,NA,NA,NA,NA,1.13546816940216,25.0539822642277
"Nelder-Mead7",1.312109375,10942.0634072834,24,NA,NA,0,TRUE,TRUE,0.176,25.6525961576414,1.22124532708767e-15,"MKT","RE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:06,37110.4056671962,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",2.06483668378754,10415.7817052557,69,NA,NA,0,TRUE,TRUE,0.455,23.3832989976244,0,"ME","RE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:08,32153.7930827578,-1.09536953527516,17.0792883619906,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",1.27674014488998,6762.90416582186,73,NA,NA,0,TRUE,TRUE,0.435,12.902391936496,0,"IA","RE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:10,50047.7577023655,NA,NA,-4.42886078439823,83.6611955089631,NA,NA,NA,NA
"Nelder-Mead33",0.513973238991345,8523.91501836696,65,NA,NA,0,TRUE,TRUE,0.395,325.311978619432,0,"ROE","RE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:11,15024.0049384769,NA,NA,NA,NA,2.63428787671748,58.5908888166776,NA,NA
"Nelder-Mead43",0.72063277986308,10590.8767165278,61,NA,NA,0,TRUE,TRUE,0.322000000000001,52.6870095105659,0,"EG","RE",60,0,"2015","EW","L2_Lasso","exp.aff",2020-04-10 11:39:11,24561.1650722758,NA,NA,NA,NA,NA,NA,1.50495831296139,46.1033463496475
