"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep","RF","best.key","Tables","Alpha.p.a.","ID"
"335",0.70865565747523,21981.5193697618,59,NA,NA,0,TRUE,TRUE,1.13,2.47045621425052,0.0066693397795905,1.15315426315715,"EG","PE",180,0,12,"ALL","FW_VYP","L2_Lasso","linear","2020-06-27 14:12:03",21981.5193697618,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807450000879772,4.69330303300982,1.95951846879791,NA,NA,NA,1,"PE 180 EG",NA,NA,"FW_VYP - 180"
"339",1.05315587775065,3377.44807561875,63,NA,NA,0,TRUE,TRUE,0.821000000000002,4.15017749685438,0.000262554982538354,2.7327901746771,"IA","VC",180,0,12,"ALL","FW_VYP","L2_Lasso","linear","2020-06-27 14:12:01",3377.44807561875,NA,NA,NA,-1.95943718294884,2.09971164362408,1.76719531689067,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"VC 180 IA",NA,NA,"FW_VYP - 180"
"343",0.884765625,2295.26174792228,22,NA,NA,0,FALSE,TRUE,0.237,1.04002200826864,0.904604915142329,1.24203713975989,"MKT","PD",180,0,12,"ALL","FW_VYP","L2_Lasso","linear","2020-06-27 14:11:50",2295.26174792228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"PD 180 MKT",NA,NA,"FW_VYP - 180"
"349",0.57802734375,13322.0886735899,28,NA,NA,0,TRUE,TRUE,0.286999999999999,1.82739150115619,0.440642180798555,1.19607460817787,"MKT","RE",180,0,12,"ALL","FW_VYP","L2_Lasso","linear","2020-06-27 14:12:10",13322.0886735899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RE 180 MKT",NA,NA,"FW_VYP - 180"
"359",-0.21517024699133,2904.93353197352,69,NA,NA,0,TRUE,TRUE,0.729000000000003,2.36733849514146,0,1.97592335314077,"EG","NATRES",180,0,12,"ALL","FW_VYP","L2_Lasso","linear","2020-06-27 14:12:23",2904.93353197352,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909041608666303,14.5054732243451,7.47502135194219,NA,NA,NA,1,"NATRES 180 EG",NA,NA,"FW_VYP - 180"
"361",0.82431640625,4059.80782228958,26,NA,NA,0,TRUE,TRUE,0.145,3.20115694344656,0.573849815863362,2.81516249461711,"MKT","INF",180,0,12,"ALL","FW_VYP","L2_Lasso","linear","2020-06-27 14:12:15",4059.80782228958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"INF 180 MKT",NA,NA,"FW_VYP - 180"
