"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.1171875,32451.6139100751,18,NA,NA,0,FALSE,TRUE,0.212,1.36173520044096,0.873213239483888,1.19594655233198,"MKT","PE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:18,74114.7372703492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.15942415284949,31191.7791177136,51,NA,NA,0,TRUE,TRUE,0.579,1.56319559760267,0.0501820366512489,1.57840366563838,"ME","PE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:23,118348.978428741,-0.461236288301552,5.07881409451331,2.88884396463058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.18135571092366,29393.6677968548,59,NA,NA,0,TRUE,TRUE,0.648000000000001,0.767603965838711,0.00332549867281628,1.26783513559889,"IA","PE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:27,121096.512396793,NA,NA,NA,-0.631833173011364,5.3048666950615,3.39943511477623,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.758208598560303,22602.8402664503,61,NA,NA,0,TRUE,TRUE,0.645999999999999,1.91635681409537,0.00026903291402891,0.755520569775006,"ROE","PE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:29,8246.77770952468,NA,NA,NA,NA,NA,NA,1.5501171892113,2.87727177884445,1.09710020183058,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.67826173315738,23907.83844421,63,NA,NA,0,TRUE,TRUE,0.728,3.72944879625192,0.142624575101075,1.59133806415021,"EG","PE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:32,26683.022025137,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.850636450448582,3.55676991286399,1.46302018084601,NA,NA,NA
"Nelder-Mead5",0.751493514052529,30141.2462580344,73,NA,NA,0,FALSE,TRUE,0.844000000000001,2.82635001187968,0.781274836594419,1.3359327451663,"Alpha","PE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:36,38257.3491426059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00256521546907322,0.0965764604465505,0.0386157038026809
"Nelder-Mead6",0.946875,3784.68913715222,26,NA,NA,0,TRUE,TRUE,0.267,3.18221899650202,0.865753077987023,2.6475685374396,"MKT","VC",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:19,24204.8757982283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.20631855445122,2808.40605485866,65,NA,NA,0,TRUE,TRUE,0.727,11.564151641057,0,11.5947443775027,"ME","VC",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:24,27394.6556676135,-2.02021137918983,12.6426625985623,6.08836131219877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.08260049522835,2691.0670221749,61,NA,NA,0,TRUE,TRUE,0.606000000000002,6.61334700077661,7.5845174585254e-10,6.24780503550005,"IA","VC",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:28,18441.6584036596,NA,NA,NA,-1.73620269486797,3.61666592590479,2.34464011029188,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",0.741474240519735,3656.89291735386,59,NA,NA,0,TRUE,TRUE,0.640000000000001,20.9574106837668,0,17.8394118256707,"ROE","VC",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:31,32442.0491185438,NA,NA,NA,NA,NA,NA,0.697286131266961,36.7243889712287,18.8767435201737,NA,NA,NA,NA,NA,NA
"Nelder-Mead41",0.616024575642041,3600.31318877082,55,NA,NA,0,TRUE,TRUE,0.589,5.5704449886706,0.0140951704845597,7.12170103278357,"EG","VC",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:33,34874.3434534354,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.600152862710638,5.98538448601831,5.92546351642506,NA,NA,NA
"Nelder-Mead51",1.50748068918815,3610.34709536136,87,NA,NA,0,FALSE,TRUE,1.099,60.8759832957329,0,24.6993535736334,"Alpha","VC",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:36,16072.7474989265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00388172084771376,0.889425636071218,0.354162353881654
"Nelder-Mead7",0.8852294921875,2393.31650396265,28,NA,NA,0,TRUE,TRUE,0.24,1.15088049210081,0.894915368757347,1.41117828557902,"MKT","PD",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:19,9343.42294384969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead12",0.862445986341834,2235.72147519312,59,NA,NA,0,TRUE,TRUE,0.564,3.56598724382747,0.595597829094567,2.64489849876382,"ME","PD",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:21,7626.68956433423,0.184626565184834,4.07340198755988,2.62850028336653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead22",0.87050620525149,2251.38532637438,57,NA,NA,0,TRUE,TRUE,0.548999999999999,3.56299772902091,0.453684968689963,2.83444502868903,"IA","PD",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:23,7996.25545740922,NA,NA,NA,0.163668955254195,8.4024707980096,6.55939462810068,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead32",0.89377006706975,2365.01603389404,57,NA,NA,0,TRUE,TRUE,0.434,1.51217603732339,0.90584353218894,2.44217629538282,"ROE","PD",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:26,9774.94105765538,NA,NA,NA,NA,NA,NA,-0.0724139977883965,7.38663126964283,2.88714424731865,NA,NA,NA,NA,NA,NA
"Nelder-Mead42",0.844609389517794,2313.49390853119,55,NA,NA,0,TRUE,TRUE,0.452,0.675921599322274,4.21641078622859e-05,1.46726196839262,"EG","PD",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:29,8364.64443342258,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0982164966064097,45.9780494660381,17.2265068635924,NA,NA,NA
"Nelder-Mead52",0.702049460875738,2007.50798384144,83,NA,NA,0,FALSE,TRUE,0.766999999999999,3.5708613129762,0.567733737938634,2.330604491064,"Alpha","PD",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:33,7405.55613288919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00154289584247915,0.0729075297985266,0.0285802800483047
"Nelder-Mead8",0.5771484375,19532.3919023407,28,NA,NA,0,TRUE,TRUE,0.202999999999999,2.05462780989331,0.384955121838527,1.34471162947753,"MKT","RE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:34,7623.07921262276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead13",1.06320680233125,10839.7177697536,73,NA,NA,0,TRUE,TRUE,0.457999999999998,3.19355669673729,0,2.47859039111145,"ME","RE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:37,58787.8229261048,-2.85148239642956,9.48965891098958,4.96442733199147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead23",0.785611171011009,12297.0515330274,65,NA,NA,0,TRUE,TRUE,0.291,15.4646386510887,0,11.2165278394335,"IA","RE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:38,24685.3232016235,NA,NA,NA,-2.15152735574151,15.5507352806889,10.9146239854663,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead33",0.200827796086766,12494.0446410704,117,NA,NA,0,TRUE,TRUE,0.530999999999999,2.95798795811307,0,1.64478818033761,"ROE","RE",180,0,12,"1997","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:40,9427.95689797823,NA,NA,NA,NA,NA,NA,3.14842728914272,4.36237444888777,9.58892672070852,NA,NA,NA,NA,NA,NA
