"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.06611328125,31160.9529770159,22,NA,NA,0,TRUE,TRUE,0.312,0.80053102945638,0.957791081077306,0.600104159318489,"MKT","PE",180,0,12,"2015","FW_VYP","L2_Lasso","linear",2020-06-27 14:11:13,103709.077680817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",0.996417509754655,27387.1885228215,69,NA,NA,0,TRUE,TRUE,0.867,3.58412188733002,0,2.15048739418781,"ME","PE",180,0,12,"2015","FW_VYP","L2_Lasso","linear",2020-06-27 14:11:16,176690.558977138,0.844647967839237,13.3129583278707,6.84896785279394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.00771751208458,30315.7317894782,63,NA,NA,0,TRUE,TRUE,1.018,0.920474888302483,0.403982422071768,0.647742173664747,"IA","PE",180,0,12,"2015","FW_VYP","L2_Lasso","linear",2020-06-27 14:11:19,136784.494618515,NA,NA,NA,0.453813515786958,2.95509852525046,1.53555180177244,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.787911087879592,25440.9302730424,65,NA,NA,0,TRUE,TRUE,1.034,1.9247748156147,0.00375101334508354,0.838163612937859,"ROE","PE",180,0,12,"2015","FW_VYP","L2_Lasso","linear",2020-06-27 14:11:23,48355.0989972579,NA,NA,NA,NA,NA,NA,1.31114528743465,2.85483805065555,1.20789708568613,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.757080212249313,26857.4960316899,59,NA,NA,0,TRUE,TRUE,0.976000000000001,12.9202753473717,0,5.64349285703998,"EG","PE",180,0,12,"2015","FW_VYP","L2_Lasso","linear",2020-06-27 14:11:26,48525.6372138377,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656615954787915,64.8345986628112,26.6572302127107,NA,NA,NA
"Nelder-Mead5",0.566738287817562,26632.0459653194,73,NA,NA,0,FALSE,TRUE,1.03,3.09470607560719,0.407091682797205,1.49188780529563,"Alpha","PE",180,0,12,"2015","FW_VYP","L2_Lasso","linear",2020-06-27 14:11:31,100794.561798152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00355874372158044,0.0412882888879061,0.0166275165941862
"Nelder-Mead6",0.70234375,6447.66164236159,24,NA,NA,0,TRUE,TRUE,0.275,1.60230160972902,0.63340834494333,1.42636950805681,"MKT","VC",180,0,12,"2015","FW_VYP","L2_Lasso","linear",2020-06-27 14:11:14,13708.8488343705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.05570829987542,3960.03309388604,57,NA,NA,0,TRUE,TRUE,0.867,1.50848194439367,1.02814141644814e-08,2.19445995238266,"ME","VC",180,0,12,"2015","FW_VYP","L2_Lasso","linear",2020-06-27 14:11:19,8998.28595566355,-1.30931078366746,4.63015293852972,1.97734833676785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.04597822558101,4293.74710863937,61,NA,NA,0,TRUE,TRUE,0.98,2.8600553571712,0.00230739954051007,2.12310679695423,"IA","VC",180,0,12,"2015","FW_VYP","L2_Lasso","linear",2020-06-27 14:11:25,5487.20049138324,NA,NA,NA,-1.9360119440214,1.76736429531495,1.38657623922382,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.35757483787991,4264.4272202343,65,NA,NA,0,TRUE,TRUE,0.917,1.02466914666186,5.10008091303416e-06,0.572217619891671,"ROE","VC",180,0,12,"2015","FW_VYP","L2_Lasso","linear",2020-06-27 14:11:30,17368.9863813738,NA,NA,NA,NA,NA,NA,-1.4161945704734,3.30246358664229,1.35291805346062,NA,NA,NA,NA,NA,NA
