"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.039697265625,31473.9119099993,24,NA,NA,0,TRUE,TRUE,0.318,0.686685727331834,0.978252722707898,0.755229415508061,"MKT","PE",180,0,12,"2012","FW_VYP","L2_Lasso","linear",2020-06-27 14:10:44,162939.338150471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",0.931466759569121,25120.1945314851,61,NA,NA,0,TRUE,TRUE,0.69,14.2609546332997,0,17.0320505673088,"ME","PE",180,0,12,"2012","FW_VYP","L2_Lasso","linear",2020-06-27 14:10:46,259998.960477194,1.07621387372813,15.67517225695,9.07203970306495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",0.872582054691274,27811.4350639154,61,NA,NA,0,TRUE,TRUE,0.732,69.5568718670414,0,77.9661624976081,"IA","PE",180,0,12,"2012","FW_VYP","L2_Lasso","linear",2020-06-27 14:10:48,320715.79568835,NA,NA,NA,1.12137573901761,17.0229206868855,13.088283538266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.788352274705537,26329.884585658,61,NA,NA,0,TRUE,TRUE,0.643000000000001,1.87432193001243,0.0405161964807703,0.937884286568181,"ROE","PE",180,0,12,"2012","FW_VYP","L2_Lasso","linear",2020-06-27 14:10:51,73202.1098577876,NA,NA,NA,NA,NA,NA,1.28564134819753,2.27041820689879,1.03207281972809,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.745615412829101,27273.7482571889,55,NA,NA,0,TRUE,TRUE,0.689,34.3688499959681,0,20.0458863611185,"EG","PE",180,0,12,"2012","FW_VYP","L2_Lasso","linear",2020-06-27 14:10:53,84841.1141699283,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642253080628234,45.2920084337293,22.9651576973315,NA,NA,NA
"Nelder-Mead5",0.467382151360743,25650.9698009281,75,NA,NA,0,FALSE,TRUE,0.981,74.267337328813,0,36.1842224126725,"Alpha","PE",180,0,12,"2012","FW_VYP","L2_Lasso","linear",2020-06-27 14:10:58,167435.939386656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00404718641424684,0.235754625733955,0.111501624591559
"Nelder-Mead6",0.6296875,6427.81733762602,26,NA,NA,0,TRUE,TRUE,0.347,3.12695233258081,0.24688463088921,4.71267944664542,"MKT","VC",180,0,12,"2012","FW_VYP","L2_Lasso","linear",2020-06-27 14:10:45,24386.132720462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.0262372924916,4053.54645813772,53,NA,NA,0,TRUE,TRUE,0.617,3.41356427031646,1.26278801859669e-08,4.03097486252528,"ME","VC",180,0,12,"2012","FW_VYP","L2_Lasso","linear",2020-06-27 14:10:48,11656.5234597858,-1.27319942931072,4.7270261232081,2.07056154381497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.02994707323344,4443.34172488509,69,NA,NA,0,TRUE,TRUE,0.822999999999999,3.46355619431445,0.00112204790157522,2.57019232318332,"IA","VC",180,0,12,"2012","FW_VYP","L2_Lasso","linear",2020-06-27 14:10:53,2829.92354976791,NA,NA,NA,-1.90285680359823,1.92516128724622,1.52501033935476,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.28617393681093,4011.46518917464,61,NA,NA,0,TRUE,TRUE,0.718000000000002,1.02959369678291,4.72384201755105e-08,1.0073312540679,"ROE","VC",180,0,12,"2012","FW_VYP","L2_Lasso","linear",2020-06-27 14:10:57,28072.2411299044,NA,NA,NA,NA,NA,NA,-1.44169214841295,4.1528121780664,1.55964691168484,NA,NA,NA,NA,NA,NA
