"","Weighting","Inference","MKT","SE.MKT","SE.MKT.indep","Coef","SE.Coef","SE.Coef.indep"
"sum.abs","FW_VYP_SL","asymptotic",0.745237360555556,27.0639040869444,19.7289959861111,0.800401856777778,28.9503070465667,20.9380021636
