"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.1267578125,37102.2255773531,24,NA,NA,0,TRUE,TRUE,0.317,1.17092232478147,0.882008513721692,1.00837965161053,"MKT","PE",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-06-27 14:07:48,14134.8096477237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.13705673145596,37011.7730814257,49,NA,NA,0,TRUE,TRUE,0.577,1.50870852119774,0.853900671855838,1.33438339366682,"ME","PE",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-06-27 14:07:50,15121.3084860323,-0.128238870331552,3.55766005849385,1.87819585097635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.18066636366887,35199.2346445794,55,NA,NA,0,TRUE,TRUE,0.64,0.775136391839092,0.0684372420634052,1.01152411317133,"IA","PE",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-06-27 14:07:55,23079.4845369287,NA,NA,NA,-0.534938772207624,4.25590928216732,2.38409476805313,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.761833661877745,27245.4634988385,65,NA,NA,0,TRUE,TRUE,0.778,41.7766562269037,0,15.7626643213511,"ROE","PE",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-06-27 14:07:57,27197.4335499086,NA,NA,NA,NA,NA,NA,1.59770371410151,17.9385139260254,6.32187280397091,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.66725141051088,28847.8296482935,61,NA,NA,0,TRUE,TRUE,0.895,3.0953532803878,0.152217506000942,1.27560488579312,"EG","PE",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:00,30168.6164663528,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896331704395743,3.20456240781161,1.26569553306881,NA,NA,NA
"Nelder-Mead5",0.679844661320761,33984.3368261151,67,NA,NA,0,FALSE,TRUE,0.907,0.73874004966489,0.972407593413687,0.545289313679946,"Alpha","PE",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:05,12619.3295739328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00313786964513696,0.0519036810575216,0.0199356827039625
"Nelder-Mead6",0.759375,5784.01850041745,24,NA,NA,0,TRUE,TRUE,0.292,3.97050979357051,0.339373472883021,2.44708731198687,"MKT","VC",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-06-27 14:07:48,30585.8563054122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.13355786235486,2900.70508629093,59,NA,NA,0,TRUE,TRUE,0.762,7.39764843365427,0,4.38317366197745,"ME","VC",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-06-27 14:07:53,21464.4528268133,-1.51894200259931,6.40534614090312,3.69343787768198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.10765799483019,2880.75567120114,67,NA,NA,0,TRUE,TRUE,0.743,4.24192256616568,0,2.51983977909057,"IA","VC",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-06-27 14:07:58,22615.136124657,NA,NA,NA,-2.32022020355827,10.5921089730921,6.10029918686776,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.421733266894,4504.32700792984,65,NA,NA,0,TRUE,TRUE,0.709,6.1668731716797,0,2.37853032449253,"ROE","VC",180,0,12,"1994","FW_VYP","L2_Lasso","linear",2020-06-27 14:08:02,22092.9820467842,NA,NA,NA,NA,NA,NA,-1.32690903147598,10.9067391583301,4.26310678206404,NA,NA,NA,NA,NA,NA
