"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","ME","SE.ME","SE.ME.indep","IA","SE.IA","SE.IA.indep","ROE","SE.ROE","SE.ROE.indep","EG","SE.EG","SE.EG.indep","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.126171875,38008.624123294,22,NA,NA,0,TRUE,TRUE,0.203,0.991343582895739,0.900460471050179,0.8581877887254,"MKT","PE",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-06-27 14:06:37,9097.23939860924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead1",1.12075574737391,37970.6783904064,45,NA,NA,0,TRUE,TRUE,0.429,1.01168992230814,0.983425320459526,0.887759398759129,"ME","PE",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-06-27 14:06:40,9261.87668909341,0.0751323310279986,2.01853649001737,0.915156799116921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead2",1.15849840324536,37185.9788248034,49,NA,NA,0,TRUE,TRUE,0.578,1.08813938474314,0.752277062528591,1.04364002797229,"IA","PE",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-06-27 14:06:47,5627.97819318382,NA,NA,NA,-0.337537067730591,2.42733274084018,1.23359370810911,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead3",0.708810822159286,24965.8445755011,61,NA,NA,0,FALSE,TRUE,0.689,5.10316067810123,0,1.85342362132576,"ROE","PE",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-06-27 14:06:51,113658.452920796,NA,NA,NA,NA,NA,NA,2.03204146919597,13.2672614524265,4.82618808756308,NA,NA,NA,NA,NA,NA
"Nelder-Mead4",0.689812760686115,28775.7774891244,59,NA,NA,0,TRUE,TRUE,0.661,2.6756511911044,0.0299584646871778,1.20895125669471,"EG","PE",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-06-27 14:06:54,38876.1581225197,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.853179570397413,3.9411376799097,1.69695922047818,NA,NA,NA
"Nelder-Mead5",0.644155934024122,34120.0935789063,71,NA,NA,0,FALSE,TRUE,0.777999999999999,1.19642585977505,0.913391179903893,0.572425533673815,"Alpha","PE",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-06-27 14:06:58,8322.39265896085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00339274903843871,0.035875791736346,0.0133369367252785
"Nelder-Mead6",0.7984375,7209.0432387775,22,NA,NA,0,TRUE,TRUE,0.227,17.5650838064299,0.000399426840535733,14.0698551135373,"MKT","VC",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-06-27 14:06:38,1348.77485477105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead11",1.12034266028106,4282.6514928569,59,NA,NA,0,TRUE,TRUE,0.614,6.07152179429963,6.3948846218409e-14,4.38722280035482,"ME","VC",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-06-27 14:06:45,1775.10872574748,-1.39550830744125,6.00007697067905,2.73359929084935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead21",1.053556713111,4410.65052411018,67,NA,NA,0,TRUE,TRUE,0.597999999999999,2.30322746988065,0.000314292917749426,1.3735275229448,"IA","VC",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-06-27 14:06:51,2875.86226032933,NA,NA,NA,-1.98676670947243,1.99180829665686,1.27966180238183,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nelder-Mead31",1.42991115003186,5469.37360384358,61,NA,NA,0,TRUE,TRUE,0.586,22.2695512917379,0,8.6826162549821,"ROE","VC",180,0,12,"1988","FW_VYP","L2_Lasso","linear",2020-06-27 14:06:56,2657.77215398642,NA,NA,NA,NA,NA,NA,-1.31735910863461,71.8023479523254,28.0748391003297,NA,NA,NA,NA,NA,NA
