"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",0.7150390625,10.0993620492686,24,NA,NA,0,TRUE,TRUE,0.356,4.6682125245543,0.183433208571661,6.20807905165274,"MKT","sdf:sl stdv:0.2 #d:15 #f:10 #y:38 .1",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 13:30:36,10.0993620492686,NA,NA,NA
"Nelder-Mead1",0.721989805848574,10.0991437764854,73,NA,NA,0,FALSE,TRUE,1.028,16.3654997190656,3.19847536623952e-05,12.1800813986369,"Alpha","sdf:sl stdv:0.2 #d:15 #f:10 #y:38 .1",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 13:30:43,10.0991437764854,-4.46305264484108e-05,0.110312298825669,0.0531897603621077
"Nelder-Mead2",0.951953125,13.561818376847,20,NA,NA,0,TRUE,TRUE,0.299,0.948462411720529,0.963652458830823,1.82424064416845,"MKT","sdf:sl stdv:0.2 #d:15 #f:10 #y:38 .10",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 13:30:36,13.561818376847,NA,NA,NA
"Nelder-Mead11",0.809262126775725,13.4303065314867,67,NA,NA,0,FALSE,TRUE,1.057,0.524327715692909,0.995011594395331,0.215584034435026,"Alpha","sdf:sl stdv:0.2 #d:15 #f:10 #y:38 .10",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 13:30:43,13.4303065314867,0.000944127402462414,0.000629050895789389,0.000820139247332073
"Nelder-Mead3",0.6388671875,14.0568809593584,26,NA,NA,0,TRUE,TRUE,0.442,1.34291136960407,0.627698080321917,1.42773504385244,"MKT","sdf:sl stdv:0.2 #d:15 #f:10 #y:38 .100",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 13:30:35,14.0568809593584,NA,NA,NA
"Nelder-Mead12",0.346018598085209,13.6743690810868,81,NA,NA,0,FALSE,TRUE,1.133,0.02663120110462,0.999848353843444,0.0209731789836551,"Alpha","sdf:sl stdv:0.2 #d:15 #f:10 #y:38 .100",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 13:30:43,13.6743690810868,0.00193651614109687,0.000402185713869489,0.000223156443617486
"Nelder-Mead4",1.0248046875,13.422848173842,20,NA,NA,0,TRUE,TRUE,0.333,0.434010844841702,0.991410536979973,0.556148139148342,"MKT","sdf:sl stdv:0.2 #d:15 #f:10 #y:38 .101",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 13:30:47,13.422848173842,NA,NA,NA
"Nelder-Mead13",0.718686131855957,12.9989119874894,65,NA,NA,0,FALSE,TRUE,1.018,0.108109164644449,0.999537653444145,0.0649283663088925,"Alpha","sdf:sl stdv:0.2 #d:15 #f:10 #y:38 .101",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 13:30:52,12.9989119874894,0.00182793654579498,0.000350390369520034,0.000311552459092392
"Nelder-Mead5",0.98642578125,9.89245403671772,22,NA,NA,0,TRUE,TRUE,0.308,0.595279840186996,0.993552796865168,0.808323214622678,"MKT","sdf:sl stdv:0.2 #d:15 #f:10 #y:38 .102",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 13:30:48,9.89245403671772,NA,NA,NA
"Nelder-Mead14",1.25153035818534,9.63737945106614,61,NA,NA,0,FALSE,TRUE,0.935,1.44890022003362,0.935747514594651,0.508328545903283,"Alpha","sdf:sl stdv:0.2 #d:15 #f:10 #y:38 .102",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 13:30:50,9.63737945106614,-0.00134227766293407,0.00101522101529394,0.000754467926321873
"Nelder-Mead6",0.8140625,13.1009222014441,24,NA,NA,0,TRUE,TRUE,0.338000000000001,16.3509130508733,0.00236383497483805,29.0447891343767,"MKT","sdf:sl stdv:0.2 #d:15 #f:10 #y:38 .103",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-23 13:30:48,13.1009222014441,NA,NA,NA
