"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.408984375,0.574613371242778,24,NA,NA,0,TRUE,TRUE,9.065,0.323167080326626,0.894849602947639,0.220991505133547,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .151",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:01:42,0.574613371242778,NA,NA,NA
"Nelder-Mead1",9.83735351562509,0.105475115555184,25,NA,NA,0,TRUE,TRUE,10.432,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .151",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:06:31,0.105475115555184,44.970263671875,NA,NA
"Nelder-Mead2",1.558984375,0.369392274449328,24,NA,NA,0,TRUE,TRUE,9.019,1.11332349477473,0.533724610658158,0.375368755153826,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .152",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:01:41,0.369392274449328,NA,NA,NA
"Nelder-Mead11",9.83735351562509,0.110340382460319,25,NA,NA,0,TRUE,FALSE,10.283,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .152",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:06:29,0.110340382460319,44.970263671875,NA,NA
"Nelder-Mead3",1.666796875,0.568947643937536,26,NA,NA,0,TRUE,TRUE,9.615,0.649741116917446,0.664836538590193,0.23822047208975,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .153",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:01:42,0.568947643937536,NA,NA,NA
"Nelder-Mead12",9.83735351562509,0.106624340567171,25,NA,NA,0,TRUE,TRUE,10.257,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .153",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:06:25,0.106624340567171,44.970263671875,NA,NA
"Nelder-Mead4",0.784375,1.71804366491188,22,NA,NA,0,TRUE,TRUE,9.26999999999998,0.344551402791356,0.940776533716463,0.190230970778941,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .154",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:19:40,1.71804366491188,NA,NA,NA
"Nelder-Mead13",-3.68955078125002,0.106124926436776,25,NA,NA,0,TRUE,FALSE,11.694,289.377645402826,0,23.6739996852049,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .154",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:34:46,0.106124926436776,31.543359375,1.99966156672332,0.163592413074012
"Nelder-Mead5",1.30859375,0.507723394355209,22,NA,NA,0,TRUE,TRUE,9.495,0.64361041073714,0.84256458388193,0.343275341076885,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .155",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:12:48,0.507723394355209,NA,NA,NA
"Nelder-Mead14",9.83735351562509,0.107441844741133,25,NA,NA,0,TRUE,TRUE,10.663,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .155",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:22:45,0.107441844741133,44.970263671875,NA,NA
"Nelder-Mead6",1.389453125,0.364741026848039,24,NA,NA,0,TRUE,TRUE,10.28,1.70771484451903,0.506002598819886,0.777252613708548,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .156",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:12:54,0.364741026848039,NA,NA,NA
"Nelder-Mead15",9.83735351562509,0.106917023908187,25,NA,NA,0,TRUE,FALSE,10.61,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .156",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:22:45,0.106917023908187,44.970263671875,NA,NA
"Nelder-Mead7",1.4423828125,0.521891183556687,26,NA,NA,0,TRUE,TRUE,29.097,0.238275528701922,0.916051276044975,0.280903716930149,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .157",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:33:22,0.521891183556687,NA,NA,NA
"Nelder-Mead16",9.83735351562509,0.104910676298912,25,NA,NA,0,TRUE,FALSE,17.661,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .157",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:45:58,0.104910676298912,44.970263671875,NA,NA
"Nelder-Mead8",1.204296875,0.740040006731785,22,NA,NA,0,TRUE,TRUE,23.594,0.249185417041593,0.959398988478385,0.279003578887579,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .158",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:33:02,0.740040006731785,NA,NA,NA
"Nelder-Mead17",9.83735351562509,0.111214882104529,25,NA,NA,0,TRUE,FALSE,17,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .158",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:45:33,0.111214882104529,44.970263671875,NA,NA
"Nelder-Mead9",1.4546875,0.764380625905395,24,NA,NA,0,TRUE,TRUE,16.718,0.684932539771706,0.755473549543762,0.286830703097517,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .159",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:47:26,0.764380625905395,NA,NA,NA
"Nelder-Mead18",-43.870263671875,0.115596280219317,27,NA,NA,0,TRUE,FALSE,18.943,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .159",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:59:09,0.115596280219317,53.8076171875,NA,NA
"Nelder-Mead10",1.540625,0.433350190825393,22,NA,NA,0,TRUE,TRUE,14.366,0.483663581155046,0.793721890051042,0.244780260079256,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .160",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:53:15,0.433350190825393,NA,NA,NA
"Nelder-Mead19",9.83735351562509,0.109744020344893,25,NA,NA,0,TRUE,TRUE,17.297,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .160",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 16:42:17,0.109744020344893,44.970263671875,NA,NA
"Nelder-Mead20",1.64609375,0.705762542363367,26,NA,NA,0,TRUE,TRUE,18.051,0.411092773307911,0.790543841501033,0.244477847783932,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .161",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 12:53:56,0.705762542363367,NA,NA,NA
"Nelder-Mead110",-11.7677734375,0.103077640658519,27,NA,NA,0,TRUE,TRUE,18.801,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .161",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 16:41:44,0.103077640658519,38.0859375,NA,NA
"Nelder-Mead21",1.570703125,0.492727544493902,26,NA,NA,0,TRUE,TRUE,13.654,0.578771069623287,0.741168413680714,0.283416983985308,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .162",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 16:44:37,0.492727544493902,NA,NA,NA
"Nelder-Mead111",9.83735351562509,0.104343183780397,25,NA,NA,0,TRUE,FALSE,7.39300000000003,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .162",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 16:47:44,0.104343183780397,44.970263671875,NA,NA
"Nelder-Mead22",0.7515625,2.46324527621159,20,NA,NA,0,TRUE,TRUE,5.73699999999997,0.304224482674337,0.939752636081567,0.125939753825939,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .163",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 16:46:39,2.46324527621159,NA,NA,NA
"Nelder-Mead112",-3.68955078125002,0.106507042073382,25,NA,NA,0,TRUE,TRUE,7.44400000000007,508.157996677373,0,41.0687131340214,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .163",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 16:48:31,0.106507042073382,31.543359375,3.23787328387245,0.261680992780076
"Nelder-Mead23",1.71171875,0.476007582965723,26,NA,NA,0,TRUE,TRUE,8.40499999999997,0.617214700425487,0.660456291334723,0.291146466239351,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .164",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 16:46:22,0.476007582965723,NA,NA,NA
"Nelder-Mead113",9.83735351562509,0.110566721944395,25,NA,NA,0,TRUE,FALSE,8.17100000000005,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .164",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 16:47:56,0.110566721944395,44.970263671875,NA,NA
"Nelder-Mead24",1.534765625,0.325428727896003,24,NA,NA,0,TRUE,TRUE,6.72699999999998,2.448555308768,0.190397804694621,1.28072047548343,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .165",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 16:49:00,0.325428727896003,NA,NA,NA
"Nelder-Mead114",9.83735351562509,0.114646194884416,25,NA,NA,0,TRUE,FALSE,7.08299999999997,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .165",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 16:50:10,0.114646194884416,44.970263671875,NA,NA
"Nelder-Mead25",1.46640625,0.574286679931943,22,NA,NA,0,TRUE,TRUE,5.66300000000001,0.557411718454922,0.794878962378205,0.242461530273858,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .166",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 16:49:00,0.574286679931943,NA,NA,NA
"Nelder-Mead115",9.83735351562509,0.105977591977586,25,NA,NA,0,TRUE,TRUE,7.18799999999999,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .166",1,0,12,"ALL","EW","L2_Lasso","linear",2020-06-20 16:50:07,0.105977591977586,44.970263671875,NA,NA
