"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.871484375,17.3987788940885,26,NA,NA,0,TRUE,TRUE,0.212,51.4719870450831,0,56.2398885797089,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-24 17:28:25,17.3987788940885,NA,NA,NA
"Nelder-Mead1",-19.46123046875,6.9001811571388,29,NA,NA,0,TRUE,FALSE,0.179,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-24 17:28:27,6.9001811571388,63.1867187500001,NA,NA
"Nelder-Mead2",1.7810546875,19.0497583135434,28,NA,NA,0,TRUE,TRUE,0.231,1.19487694263848,0.350683555300155,1.0160353297426,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-24 17:28:25,19.0497583135434,NA,NA,NA
"Nelder-Mead11",-19.46123046875,6.83977338815327,29,NA,NA,0,TRUE,FALSE,0.227,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-24 17:28:27,6.83977338815327,63.1867187500001,NA,NA
"Nelder-Mead3",1.7396484375,14.1569879644785,28,NA,NA,0,TRUE,TRUE,0.264,2.15833234423267,0.110397921730609,1.21072440315431,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-24 17:28:25,14.1569879644785,NA,NA,NA
"Nelder-Mead12",-19.46123046875,6.7279268724641,29,NA,NA,0,TRUE,FALSE,0.224,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-24 17:28:26,6.7279268724641,63.1867187500001,NA,NA
"Nelder-Mead4",1.78984375,10.7464769504132,28,NA,NA,0,TRUE,TRUE,0.225,3.23441962560482,0.0106283589418998,4.25346571973953,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-24 17:28:28,10.7464769504132,NA,NA,NA
"Nelder-Mead13",-19.46123046875,6.82678548083129,29,NA,NA,0,TRUE,FALSE,0.207,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-24 17:28:30,6.82678548083129,63.1867187500001,NA,NA
"Nelder-Mead5",1.91875,19.1814310720657,30,NA,NA,0,TRUE,TRUE,0.250999999999999,1.78832013585599,0.100378976382958,2.51327296661299,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-24 17:28:29,19.1814310720657,NA,NA,NA
"Nelder-Mead14",-19.46123046875,6.70820393259673,29,NA,NA,0,TRUE,FALSE,0.208,NA,NA,NA,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",1,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-24 17:28:30,6.70820393259673,63.1867187500001,NA,NA
