"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",0.9314453125,10.2870071056185,26,NA,NA,0,TRUE,TRUE,0.199,0.882645347260686,0.951749868960042,0.950398728236523,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",60,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 14:36:04,10.2870071056185,NA,NA,NA
"Nelder-Mead1",0.658076651415467,8.35108713948674,65,NA,NA,0,FALSE,TRUE,0.590999999999999,0.0818444534351297,0.999608572778565,0.0575821101983196,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",60,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 14:36:08,8.35108713948674,0.00294617704723699,0.000863278350935081,0.000509270823187569
"Nelder-Mead2",0.954833984375,7.86649435644587,24,NA,NA,0,TRUE,TRUE,0.202,6.97289802314996,0.752808712787077,13.6754809774975,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",60,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 14:36:04,7.86649435644587,NA,NA,NA
"Nelder-Mead11",1.00682974038033,7.7883033551097,63,NA,NA,0,FALSE,TRUE,0.579,40.6287723453187,0.962210568586429,22.619842894895,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",60,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 14:36:07,7.7883033551097,-0.000562335645957645,0.151978271510809,0.13309527629323
"Nelder-Mead3",1.0384765625,7.42652405537211,24,NA,NA,0,TRUE,TRUE,0.263,1.07376614458637,0.967044910396898,1.50926638193496,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",60,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 14:36:03,7.42652405537211,NA,NA,NA
"Nelder-Mead12",1.15004392959464,6.97114167640608,63,NA,NA,0,FALSE,TRUE,0.541,1.22104810203022,0.983356641207531,0.819358119739462,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",60,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 14:36:05,6.97114167640608,-0.00120341886379265,0.00140487178019986,0.00121083955663744
"Nelder-Mead4",0.91015625,13.129287691772,20,NA,NA,0,TRUE,TRUE,0.186,84.0681168941263,4.25215418431435e-14,146.890464967611,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",60,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 14:36:09,13.129287691772,NA,NA,NA
"Nelder-Mead13",0.717728774495254,12.0041467852212,91,NA,NA,0,FALSE,TRUE,0.868,1.44153209991898,0.920602956164014,1.57992175370604,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",60,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 14:36:13,12.0041467852212,0.00237632048073793,0.06916804238507,0.0350774044232144
"Nelder-Mead5",0.89501953125,8.16475528978748,24,NA,NA,0,TRUE,TRUE,0.254,3.05748752391106,0.748228219812056,2.38758082891958,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",60,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 14:36:10,8.16475528978748,NA,NA,NA
"Nelder-Mead14",0.779196707917686,7.77048120402357,67,NA,NA,0,FALSE,TRUE,0.609,16.3385944315397,0.00149142692898496,13.0150839594973,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",60,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 14:36:14,7.77048120402357,0.00127272774939229,0.181211136214896,0.0839330721210016
"Nelder-Mead6",1.0845703125,10.2310710218768,22,NA,NA,0,TRUE,TRUE,0.224,16.8226756505184,0.154823448957624,12.9706523359891,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",60,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-22 14:36:11,10.2310710218768,NA,NA,NA
