"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",0.94296875,0.80823736379217,22,NA,NA,0,TRUE,TRUE,6.687,0.546189863213972,0.975150001979291,0.270217861651593,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 21:58:03,0.80823736379217,NA,NA,NA
"Nelder-Mead1",0.820223303835218,0.806224463775734,61,NA,NA,0,TRUE,TRUE,18.251,2.94480899356547,0.869235300700906,0.53434577303363,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 22:03:05,0.806224463775734,0.0010229913203716,0.00922882057884324,0.00209819578708968
"Nelder-Mead2",1.42265625,1.70621506162914,24,NA,NA,0,TRUE,TRUE,6.928,0.361674901211294,0.878505401848306,0.27459061705964,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .51",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 21:57:01,1.70621506162914,NA,NA,NA
"Nelder-Mead11",0.354055459122269,1.5037543411592,71,NA,NA,0,FALSE,TRUE,22.015,1.44826113477669,0.645556670848334,0.263453472671753,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .51",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 22:03:52,1.5037543411592,0.00805453694678555,0.00874559815752489,0.00206195599937593
"Nelder-Mead3",1.239453125,1.09211373144286,22,NA,NA,0,TRUE,TRUE,6.377,0.44768632655907,0.914630402763098,0.20538895135115,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .52",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 21:57:00,1.09211373144286,NA,NA,NA
"Nelder-Mead12",0.857560944320931,1.05827713128627,67,NA,NA,0,TRUE,TRUE,20.8,0.944638719470005,0.990990265926362,0.330240591224194,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .52",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 22:03:43,1.05827713128627,0.00332892321015379,0.00568701175909655,0.00141568912721371
"Nelder-Mead4",1.14375,1.33377738012887,16,NA,NA,0,TRUE,TRUE,5.374,0.512341919199477,0.941289560553211,0.249484077195429,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .53",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 22:05:25,1.33377738012887,NA,NA,NA
"Nelder-Mead13",0.332318734783212,1.19158843163735,105,NA,NA,0,FALSE,TRUE,27.737,50.4442411202577,0,8.56957423153758,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .53",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 22:09:26,1.19158843163735,0.00645220153307625,0.2233208863088,0.0382775531053101
"Nelder-Mead5",0.996484375,0.799278103755584,18,NA,NA,0,TRUE,TRUE,4.77199999999999,0.429117217228145,0.998796299666897,0.35648171388784,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .54",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 22:06:12,0.799278103755584,NA,NA,NA
"Nelder-Mead14",1.0187676491325,0.799196583132265,55,NA,NA,0,FALSE,TRUE,14.545,4.87594369945063,0.995821484523849,0.696151519094452,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .54",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 22:08:00,0.799196583132265,-0.000185696616244968,0.0135489945692609,0.00226350287845475
"Nelder-Mead6",0.5609375,1.4597410091687,20,NA,NA,0,TRUE,TRUE,5.37100000000001,0.580051280619945,0.798971218311652,0.185867927238841,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .55",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 22:06:21,1.4597410091687,NA,NA,NA
"Nelder-Mead15",-0.0294727298186366,1.3086087878507,75,NA,NA,0,TRUE,TRUE,19.793,0.660140079791292,0.793772895283335,0.0902131084866497,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .55",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 22:09:29,1.3086087878507,0.00708374999390387,0.00678788597170157,0.00113864688184782
"Nelder-Mead7",0.93125,1.27350096383696,22,NA,NA,0,TRUE,TRUE,5.78999999999999,0.312143202903534,0.982878834968719,0.225253999982352,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .56",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 22:09:40,1.27350096383696,NA,NA,NA
"Nelder-Mead16",0.0211305944093737,1.0778435101727,85,NA,NA,0,FALSE,TRUE,22.157,10.4044769995621,0,1.637796831466,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .56",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 22:12:19,1.0778435101727,0.00793564998347681,0.060374497280399,0.0089900055978378
"Nelder-Mead8",1.0421875,0.924235718022574,20,NA,NA,0,TRUE,TRUE,5.89099999999999,0.371763560738891,0.987486670906483,0.303073432331186,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .57",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 22:10:41,0.924235718022574,NA,NA,NA
"Nelder-Mead17",0.804289047684753,0.918430129247396,59,NA,NA,0,FALSE,TRUE,15.547,0.249759480152375,0.998806187336872,0.594929868510437,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .57",180,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 22:12:42,0.918430129247396,0.00179239463273575,0.00356979472961642,0.00101445516257519
