"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.926953125,0.602967237120347,30,NA,NA,0,TRUE,TRUE,8.783,1.06301478819035,0.3244448741885,0.349462001576474,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",60,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:52:15,0.602967237120347,NA,NA,NA
"Nelder-Mead1",1.54399080473709,0.543622092962065,79,NA,NA,0,FALSE,TRUE,25.585,1.30564115947734,0.777062097518241,0.305325241319113,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",60,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:55:49,0.543622092962065,0.00486883533053313,0.00191429260485316,0.00204261674491079
"Nelder-Mead2",0.970703125,1.02947896609922,20,NA,NA,0,TRUE,TRUE,5.613,0.26257673166748,0.993862191779986,0.257837767429607,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",60,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:52:42,1.02947896609922,NA,NA,NA
"Nelder-Mead11",0.102500617601,0.55062523809679,69,NA,NA,0,FALSE,TRUE,20.501,1.25269493012368,0.531459932641303,0.183242020665676,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",60,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:59:18,0.55062523809679,0.012918284085896,0.00760722189798631,0.00142559692787148
"Nelder-Mead3",1.756640625,0.804586608680774,26,NA,NA,0,TRUE,TRUE,7.626,0.586801539097498,0.657044114270814,0.224041328274708,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .11",60,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:52:11,0.804586608680774,NA,NA,NA
"Nelder-Mead12",1.00021292817119,0.576878894463613,73,NA,NA,0,FALSE,TRUE,23.681,1.29082767636654,0.99999997776545,0.814723254436668,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .11",60,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:55:27,0.576878894463613,0.00970461708086389,0.00710527861162,0.0065537947210871
"Nelder-Mead4",1.392578125,0.7398920344375,22,NA,NA,0,TRUE,TRUE,7.58800000000001,0.322927209364583,0.899119149323167,0.228235994347687,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .12",60,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:59:34,0.7398920344375,NA,NA,NA
"Nelder-Mead13",0.492598385527207,0.538462564172937,79,NA,NA,0,FALSE,TRUE,21.973,28.7055481871885,0,6.80611342779056,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .12",60,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 15:04:14,0.538462564172937,0.0100183835817229,0.0486453775529332,0.00817464089328568
"Nelder-Mead5",1.11484375,0.935650576078066,16,NA,NA,0,TRUE,TRUE,5.386,0.323403090796517,0.970372721856542,0.235942991489968,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .13",60,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 14:59:43,0.935650576078066,NA,NA,NA
"Nelder-Mead14",-0.0667824304774578,0.551482920351379,79,NA,NA,0,FALSE,TRUE,21.746,28.9166359640843,0,3.85288656391017,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .13",60,0,12,"ALL","EW","L2_Lasso","linear",2020-06-19 15:04:26,0.551482920351379,0.0129029416996993,0.224137675190465,0.0280761263204682
