"","MKT","value","fevals","gevals","niter","convcode","kkt1","kkt2","xtimes","SE.MKT","Wald.p.value.MKT_1","SE.MKT.indep","Factor","Type","max.month","lambda","kernel.bandwidth","CV.key","weighting","error.fun","sdf.model","datetime","validation.error","Alpha","SE.Alpha","SE.Alpha.indep"
"Nelder-Mead",1.0583984375,18.5008185851265,22,NA,NA,0,TRUE,TRUE,0.287,0.959209263199647,0.955328804336705,1.10648862610597,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 22:08:59,18.5008185851265,NA,NA,NA
"Nelder-Mead1",1.40704254494933,16.6437279859594,69,NA,NA,0,FALSE,TRUE,0.592,26.6774477299765,0,10.7425762091401,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 22:09:05,16.6437279859594,-0.00209036618194975,0.0846196397448746,0.0389164892116721
"Nelder-Mead2",0.891015625,28.6012806521877,24,NA,NA,0,TRUE,TRUE,0.221,1.17809905366962,0.897836871294928,1.01895278418038,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 22:09:04,28.6012806521877,NA,NA,NA
"Nelder-Mead11",0.642749684690336,27.5958798300327,67,NA,NA,0,FALSE,TRUE,0.581,1.25806441097967,0.903902940131901,1.30363471485406,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .10",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 22:09:07,27.5958798300327,0.00175068555860044,0.0483413750787041,0.0241731301329736
"Nelder-Mead3",0.860107421875,15.7059317622421,26,NA,NA,0,TRUE,TRUE,0.274,1.23295910230891,0.86305874677525,1.15587416954492,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 22:09:04,15.7059317622421,NA,NA,NA
"Nelder-Mead12",0.999777478489116,15.3530108875359,63,NA,NA,0,FALSE,TRUE,0.572,0.282856160545713,0.999999998037184,0.124988337138637,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .100",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 22:09:07,15.3530108875359,-0.000968514732226566,0.000307474329399656,0.000277974453583706
"Nelder-Mead4",0.768359375,22.4734317811856,26,NA,NA,0,TRUE,TRUE,0.274,0.348039930671557,0.935744011505077,0.717405339391889,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 22:09:09,22.4734317811856,NA,NA,NA
"Nelder-Mead13",0.371750995393736,20.6535398077127,103,NA,NA,0,FALSE,TRUE,0.863000000000001,2.86723030013526,0.197421636557648,1.28040271102876,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .1000",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 22:09:13,20.6535398077127,0.00282215844929468,0.00206780624393364,0.000971198894751868
"Nelder-Mead5",0.8931640625,22.2406237901963,22,NA,NA,0,TRUE,TRUE,0.169,1.04380268829071,0.911207465003169,1.49512988121014,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 22:09:11,22.2406237901963,NA,NA,NA
"Nelder-Mead14",1.41693383635066,19.7297657857706,73,NA,NA,0,FALSE,TRUE,0.568999999999999,1.15703122551986,0.890155755006841,0.461885768420868,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .101",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 22:09:13,19.7297657857706,-0.00302929814536004,0.00090862335546628,0.000523670316018001
"Nelder-Mead6",1.13125,25.6736585779008,22,NA,NA,0,TRUE,TRUE,0.196,0.634820681081603,0.933596927419117,0.434276910660689,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 22:09:10,25.6736585779008,NA,NA,NA
"Nelder-Mead15",0.800506705123315,23.0945169889027,69,NA,NA,0,FALSE,TRUE,0.608999999999998,0.126402986804841,0.999682149599722,0.0693373665825689,"Alpha","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .102",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 22:09:15,23.0945169889027,0.00241322322946341,0.000788706434673128,0.00043321933997739
"Nelder-Mead7",0.91025390625,16.7159230610842,24,NA,NA,0,TRUE,TRUE,0.229000000000001,0.800914499183652,0.94269824398397,0.815845620165871,"MKT","sdf:sl stdv:0.2 #d:15 #f:20 #y:19 .103",180,0,12,"ALL","EW_VYP","L2_Lasso","linear",2020-06-21 22:09:18,16.7159230610842,NA,NA,NA
